team_name,id,eventId,typeId,timeMin,timeSec,outcome,x,y,playerName,sequenceId,possessionId,keyPass,assist,label,date,140.0,141.0,318.0,321.0,210.0,213.0,22.0,23.0,6.0,9.0,24.0,25.0,26.0,107.0
Hillerød,2703432003,611,43,74,47,1,0.0,0.0,G. Arndal-Lauritzen,NaN,NaN,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Horsens,2703430749,612,4,72,2,1,61.1,93.4,M. Hyseni,231.0,140.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Hillerød,2703432027,612,61,74,50,1,86.8,55.1,S. Opoku,NaN,143.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Horsens,2703430877,613,1,72,17,1,60.5,88.1,J. Madsen,232.0,140.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,68.1,94.4,0.00017838,NaN,NaN,0.5,NaN,,NaN,,NaN,NaN,NaN,NaN
Hillerød,2703432053,613,4,74,56,1,78.2,36.8,J. Witt,NaN,143.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Hillerød,2703432557,614,13,75,58,1,80.0,37.0,A. Justinussen,242.0,143.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,0.09619423002004623,NaN,NaN,NaN,,NaN,,NaN,NaN,true,NaN
Horsens,2703430897,614,1,72,20,0,68.1,94.4,A. Ekeroth,232.0,140.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,86.8,45.4,NaN,NaN,NaN,5.2,NaN,,NaN,,NaN,NaN,NaN,NaN
Horsens,2703431103,615,12,72,47,1,10.8,94.7,F. Roslyng,NaN,NaN,NaN,NaN,Horsens vs Hillerød,2024-07-26,9.5,101.3,NaN,NaN,NaN,1.9,NaN,,NaN,,NaN,NaN,NaN,NaN
Hillerød,2703432563,615,5,75,58,0,100.9,27.4,A. Justinussen,NaN,NaN,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Hillerød,2703432797,616,49,76,26,1,39.1,75.8,L. Bøje-Larsen,244.0,145.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Horsens,2703431107,616,5,72,48,0,11.0,101.4,F. Roslyng,NaN,NaN,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Hillerød,2703432825,617,1,76,26,1,39.1,75.8,L. Bøje-Larsen,244.0,145.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,57.2,73.8,0.00017429,NaN,NaN,6.2,NaN,,NaN,,NaN,NaN,NaN,NaN
Horsens,2703431163,617,61,72,56,1,16.7,87.5,S. Pingel,NaN,NaN,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Horsens,2703431245,618,12,73,8,1,9.3,37.1,S. Hausner,NaN,NaN,NaN,NaN,Horsens vs Hillerød,2024-07-26,30.2,-1.9,NaN,NaN,NaN,5.4,NaN,,NaN,,NaN,NaN,NaN,NaN
Hillerød,2703432829,618,61,76,31,0,70.5,75.7,D. Bagou,244.0,145.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Hillerød,2703432865,619,8,76,38,1,39.2,73.5,J. Witt,246.0,147.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Horsens,2703431247,619,5,73,9,0,29.1,-1.6,S. Hausner,NaN,NaN,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Hillerød,2703432891,620,1,76,41,1,41.0,70.5,M. Due Grandt,246.0,147.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,37.3,58.3,0.00001877,NaN,NaN,4.3,NaN,,NaN,,NaN,NaN,NaN,NaN
Horsens,2703431377,620,8,73,31,1,10.7,10.1,A. Herdonsson,237.0,142.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Hillerød,2703432927,621,1,76,41,1,38.1,57.5,J. Witt,246.0,147.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,66.5,47.9,0.0011686,NaN,NaN,6.1,NaN,,NaN,,NaN,NaN,NaN,NaN
Horsens,2703431383,621,49,73,31,1,10.7,10.1,A. Herdonsson,237.0,142.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Horsens,2703431391,622,1,73,32,0,10.7,10.1,A. Herdonsson,237.0,142.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,15.7,14.7,NaN,NaN,NaN,0.5,NaN,,NaN,,NaN,NaN,NaN,NaN
Hillerød,2703432953,622,49,76,40,1,40.5,64.3,M. Due Grandt,246.0,147.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Horsens,2703431459,623,12,73,40,1,13.6,35.7,J. Madsen,NaN,NaN,NaN,NaN,Horsens vs Hillerød,2024-07-26,-0.9,27.9,NaN,NaN,NaN,3.5,NaN,,NaN,,NaN,NaN,NaN,NaN
Hillerød,2703433183,623,1,77,18,0,34.8,19.1,S. Opoku,NaN,NaN,NaN,NaN,Horsens vs Hillerød,2024-07-26,49.8,25.9,NaN,NaN,NaN,0.3,NaN,,NaN,,NaN,NaN,NaN,NaN
Hillerød,2703433263,624,52,77,28,1,9.1,34.8,A. Kappenberger,249.0,149.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Horsens,2703431463,624,6,73,41,0,2.6,31.8,J. Madsen,NaN,NaN,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Hillerød,2703433353,625,1,77,36,1,10.4,32.1,A. Kappenberger,249.0,149.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,31.2,4.3,0.00000319,NaN,NaN,5.6,NaN,,NaN,,NaN,NaN,NaN,NaN
Horsens,2703431709,625,12,74,6,1,4.9,39.5,A. Ekeroth,NaN,NaN,NaN,NaN,Horsens vs Hillerød,2024-07-26,28.9,15.3,NaN,NaN,NaN,5.7,NaN,,NaN,,NaN,NaN,NaN,NaN
