team,players,minutes,Distance,Running,High Speed Running,Sprinting,No. of High Intensity Runs,No. of High Intensity Runs OTIP,No. of High Intensity Runs TIP,No. of High Intensity Runs BOP,game_id,match_description,season,competition
ACH,16,1079.0333333333333,103761.65000000001,11627.19,3196.4700000000003,503.64,373,181,164,28,6f0bc48b-1c23-46b1-bc03-57eb652de4c5,ACH - HIL : 2024-7-26,2024,1.Div
HIL,16,1079.05,99072.15,10204.98,2087.74,290.44,230,121,97,12,6f0bc48b-1c23-46b1-bc03-57eb652de4c5,ACH - HIL : 2024-7-26,2024,1.Div
HVI,14,1026.0833333333333,104519.81,15197.880000000001,5784.13,2206.34,950,468,442,40,9a584cec-d0eb-4eda-9efa-6c714b97bead,KIF - HVI : 2024-7-26,2024,1.Div
KIF,14,1026.0833333333333,111199.5,17056.3,7135.69,2765.37,1146,625,455,66,9a584cec-d0eb-4eda-9efa-6c714b97bead,KIF - HVI : 2024-7-26,2024,1.Div
HBK,16,1069.5166666666667,101775.52,13076.289999999999,4592.6,1246.68,586,368,205,13,9cd8c438-7c68-41b6-b136-d7057bb71057,HBK - OB : 2024-7-26,2024,1.Div
OB,15,1069.5,109947.98,15097.68,5366.52,1547.52,682,333,318,31,9cd8c438-7c68-41b6-b136-d7057bb71057,HBK - OB : 2024-7-26,2024,1.Div
FRE,16,1072.85,115266.25,17640.91,7078.09,2592.27,1062,463,520,79,adab323e-9905-4df2-9c48-2e132b1d90db,FRE - VFN : 2024-7-27,2024,1.Div
VFN,16,1072.8333333333333,115781.84,16686.579999999998,7510.87,2457.01,974,540,382,52,adab323e-9905-4df2-9c48-2e132b1d90db,FRE - VFN : 2024-7-27,2024,1.Div
FRE,16,1077.0333333333333,115318.47,18395.02,6499.46,2233.33,909,432,441,36,61801ac9-7fee-4283-9974-93cf1c140eb2,KIF - FRE : 2024-8-2,2024,1.Div
KIF,14,1077.0333333333333,121868.25,20253.05,7748.67,3245.42,1202,644,504,54,61801ac9-7fee-4283-9974-93cf1c140eb2,KIF - FRE : 2024-8-2,2024,1.Div
HBK,15,1049.9,127022.91,23120.13,11356.23,6457.01,1820,927,778,115,e68d3414-53a5-487b-8e8a-85d01e931f7b,HIK - HBK : 2024-8-2,2024,1.Div
HIK,13,1049.9166666666667,130476.56,22519.57,12099.93,7550.639999999999,1922,1063,710,149,e68d3414-53a5-487b-8e8a-85d01e931f7b,HIK - HBK : 2024-8-2,2024,1.Div
HIL,15,1059.85,121207.63,18120.489999999998,7311.76,3044.86,1012,597,385,30,fc6c0a0a-dde7-4edd-8066-fa5f35a012cd,HIL - ROS : 2024-8-2,2024,1.Div
ROS,16,1059.85,118177.91,16577.309999999998,6644.86,2531.1,920,478,415,27,fc6c0a0a-dde7-4edd-8066-fa5f35a012cd,HIL - ROS : 2024-8-2,2024,1.Div
HVI,16,1079.4333333333334,107740.25,14418.54,5703.01,1926.57,644,373,254,17,38429675-96f7-4fa1-bbf0-cf4e32d98595,OB - HVI : 2024-8-3,2024,1.Div
OB,15,1079.45,110633.34,15151.26,5899.24,2253.35,721,350,352,19,38429675-96f7-4fa1-bbf0-cf4e32d98595,OB - HVI : 2024-8-3,2024,1.Div
ACH,16,1049.1333333333334,117221.56,17358.33,7646.610000000001,3959.26,1183,634,501,48,226d718e-c99b-4782-a00a-c88169b2ccca,EFB - ACH : 2024-8-4,2024,1.Div
EFB,16,1049.1333333333334,117959.83,18976.170000000002,7913.37,3901.71,1177,565,571,41,226d718e-c99b-4782-a00a-c88169b2ccca,EFB - ACH : 2024-8-4,2024,1.Div
B93,16,1100.4666666666667,115304.93,18425.28,6987.83,2686.98,940,392,485,63,55c3dd01-d54c-47e6-abf7-32ded5c317b9,HVI - B93 : 2024-8-9,2024,1.Div
HVI,15,1100.5166666666667,113918.9,17158.14,7654.3,2479.35,928,540,328,60,55c3dd01-d54c-47e6-abf7-32ded5c317b9,HVI - B93 : 2024-8-9,2024,1.Div
KIF,16,1087.2833333333333,126023.22,23957.41,11509.95,5681.24,1747,860,706,181,2246e424-038d-4d5f-aca4-f58346c9dde1,VFN - KIF : 2024-8-10,2024,1.Div
VFN,16,1087.2666666666667,118783.84,20582.02,9126.67,3950.13,1366,646,571,149,2246e424-038d-4d5f-aca4-f58346c9dde1,VFN - KIF : 2024-8-10,2024,1.Div
HIK,15,1057.9833333333333,113497.43000000001,15451.83,6053.1900000000005,2978.31,951,474,437,40,5e634c6e-99dd-48f8-93f5-1e4b1b63437c,ROS - HIK : 2024-8-10,2024,1.Div
ROS,16,1057.9333333333334,114912.35,16452.489999999998,6984.86,2327.7999999999997,924,469,432,23,5e634c6e-99dd-48f8-93f5-1e4b1b63437c,ROS - HIK : 2024-8-10,2024,1.Div
HIL,16,1061.9833333333333,111562.65,16223.6,5974.4,1762.24,768,471,275,22,998c2c76-8829-4c0f-941c-3ae91ea4ce00,OB - HIL : 2024-8-10,2024,1.Div
OB,14,1041.05,107837.89,15495.74,5334.87,1758.04,711,366,328,17,998c2c76-8829-4c0f-941c-3ae91ea4ce00,OB - HIL : 2024-8-10,2024,1.Div
ACH,14,1062.2166666666667,121661.02,19794.31,7819.43,2708.63,1094,532,526,36,28356931-d9e9-42fc-b27f-63f9095faaeb,HBK - ACH : 2024-8-11,2024,1.Div
HBK,16,1062.2,110312.24,16078.78,6225.05,2236.1,880,529,321,30,28356931-d9e9-42fc-b27f-63f9095faaeb,HBK - ACH : 2024-8-11,2024,1.Div
EFB,16,1059.9833333333333,115901.4,18195.15,8411.46,3846.03,1178,616,515,47,7f5cd0df-06aa-445c-9bd3-58e0aa241243,FRE - EFB : 2024-8-11,2024,1.Div
FRE,16,1060.0166666666667,112621.8,17034.42,7080.24,3173.92,1005,501,449,55,7f5cd0df-06aa-445c-9bd3-58e0aa241243,FRE - EFB : 2024-8-11,2024,1.Div
B93,15,1079.8,114667.85,18297.21,6198.2699999999995,2015.8,822,428,352,42,65143693-2be9-448d-a0a5-ffa8c27a7bfd,B93 - OB : 2024-8-16,2024,1.Div
OB,16,1079.8333333333333,115567.77,17116.02,6272.95,1984.29,853,453,357,43,65143693-2be9-448d-a0a5-ffa8c27a7bfd,B93 - OB : 2024-8-16,2024,1.Div
HBK,16,1071.2,113265.56999999999,17249.79,6287.21,2569.33,963,546,370,47,70665c2b-f025-4118-80e4-e962e9367a3f,HIL - HBK : 2024-8-16,2024,1.Div
HIL,16,1071.1833333333334,118263.38,17664.05,7227.71,2117.16,941,504,373,64,70665c2b-f025-4118-80e4-e962e9367a3f,HIL - HBK : 2024-8-16,2024,1.Div
ACH,16,1081.45,121367.89,18647.96,7466.44,2304.73,902,450,383,69,d15c8bc0-6304-4c3d-a1ee-0810a7f0c3c2,ACH - KIF : 2024-8-16,2024,1.Div
KIF,15,1081.4333333333334,122317.95,18609.2,7454.96,2437.07,947,453,399,95,d15c8bc0-6304-4c3d-a1ee-0810a7f0c3c2,ACH - KIF : 2024-8-16,2024,1.Div
FRE,16,1042.9666666666667,121020.99,18694.1,7610.99,2736.91,1020,523,446,51,d21d6e84-a2ad-4a5d-a162-4d089849355c,FRE - ROS : 2024-8-16,2024,1.Div
ROS,16,1042.9666666666667,115344.57,15796.85,7035.8,2617.91,939,444,443,52,d21d6e84-a2ad-4a5d-a162-4d089849355c,FRE - ROS : 2024-8-16,2024,1.Div
HIK,16,1059.8,113753.64,16271.34,6875.11,2704.52,978,411,479,88,35f2d86d-35a1-48c1-9a0d-f5a3996505b0,HIK - HVI : 2024-8-17,2024,1.Div
HVI,16,1059.8,115006.81,17103.15,7378.29,2447.07,1036,589,349,98,35f2d86d-35a1-48c1-9a0d-f5a3996505b0,HIK - HVI : 2024-8-17,2024,1.Div
EFB,16,1068.5666666666666,114138.34,16875.58,7364.92,3346.19,1056,512,478,66,25c3dd9b-fbb7-4043-9072-d3d310a5955e,EFB - VFN : 2024-8-17,2024,1.Div
VFN,16,1068.5666666666666,110532.77,15755.98,6375.43,2801.21,886,478,371,37,25c3dd9b-fbb7-4043-9072-d3d310a5955e,EFB - VFN : 2024-8-17,2024,1.Div
ACH,16,1072.2666666666667,114193.27,17219.45,7946.3,3866.18,1139,513,572,54,a281732a-7941-4f5b-a470-c2949c25690b,ROS - ACH : 2024-8-20,2024,1.Div
ROS,16,1072.2666666666667,110665.86,15554.550000000001,7223.45,3199.08,1043,573,405,65,a281732a-7941-4f5b-a470-c2949c25690b,ROS - ACH : 2024-8-20,2024,1.Div
B93,16,1055.7333333333333,120423.94,19196.0,8032.6,2986.96,1059,583,433,43,0eb4ef07-ea9d-4289-a8ca-e2c7ea96b57e,HBK - B93 : 2024-8-20,2024,1.Div
HBK,16,1055.7666666666667,112592.69,16606.07,7441.26,2632.14,980,510,446,24,0eb4ef07-ea9d-4289-a8ca-e2c7ea96b57e,HBK - B93 : 2024-8-20,2024,1.Div
HIL,15,1067.6833333333334,111914.8,16325.4,5775.25,1925.72,766,347,384,35,07bd4582-c199-4fa2-9c13-eaf9ee216542,HVI - HIL : 2024-8-20,2024,1.Div
HVI,15,1067.7166666666667,112623.49,15520.130000000001,5917.34,1931.43,761,462,269,30,07bd4582-c199-4fa2-9c13-eaf9ee216542,HVI - HIL : 2024-8-20,2024,1.Div
FRE,15,1047.1833333333334,117638.05,18517.22,6895.87,2404.58,835,458,349,28,212c5ff6-2940-4976-9594-65939fca6c42,OB - FRE : 2024-8-21,2024,1.Div
OB,16,1047.2,119796.98000000001,18546.52,7091.29,2809.23,934,454,444,36,212c5ff6-2940-4976-9594-65939fca6c42,OB - FRE : 2024-8-21,2024,1.Div
EFB,14,1068.6,117090.22,18027.760000000002,7629.32,3175.7799999999997,1117,531,488,98,61519973-5a8d-4c56-8a41-13387f48fa4b,KIF - EFB : 2024-8-21,2024,1.Div
KIF,16,1068.5666666666666,118492.94,19467.33,7332.74,3096.16,1091,549,461,81,61519973-5a8d-4c56-8a41-13387f48fa4b,KIF - EFB : 2024-8-21,2024,1.Div
HIK,16,1068.25,118705.41,17607.13,8312.25,4121.16,1253,602,596,55,2740ef5c-d900-495e-8bee-4bbaf38f5a26,VFN - HIK : 2024-8-21,2024,1.Div
VFN,16,1068.2166666666667,116842.83,20450.73,9094.05,3637.67,1276,684,551,41,2740ef5c-d900-495e-8bee-4bbaf38f5a26,VFN - HIK : 2024-8-21,2024,1.Div
B93,16,1075.2166666666667,123345.06,19923.8,7790.900000000001,2180.41,930,486,395,49,da206449-b233-4526-a637-0789cd0adced,B93 - HIL : 2024-8-23,2024,1.Div
HIL,16,1075.2333333333333,118740.62,19533.739999999998,6612.85,1820.28,841,455,349,37,da206449-b233-4526-a637-0789cd0adced,B93 - HIL : 2024-8-23,2024,1.Div
EFB,16,1058.1833333333334,118776.69,16838.989999999998,8115.21,4272.81,1162,469,643,50,035515c1-0e18-4590-863a-08c9f6210596,EFB - HBK : 2024-8-24,2024,1.Div
HBK,16,1058.1833333333334,110801.51,15983.11,7761.42,3354.38,1006,642,333,31,035515c1-0e18-4590-863a-08c9f6210596,EFB - HBK : 2024-8-24,2024,1.Div
KIF,15,1098.65,119908.74,17622.57,6680.17,2719.31,988,468,468,52,24e835da-7a5c-4503-b556-fae9f7b43a54,KIF - ROS : 2024-8-24,2024,1.Div
ROS,15,1098.6666666666667,112623.44,14494.26,5668.72,1948.17,814,454,324,36,24e835da-7a5c-4503-b556-fae9f7b43a54,KIF - ROS : 2024-8-24,2024,1.Div
HIK,16,1047.1666666666667,112394.64,15660.79,6996.28,3450.5,1065,636,399,30,2cd8028e-44e9-4082-b9d4-42f97061e8de,HIK - OB : 2024-8-25,2024,1.Div
OB,16,1047.15,114295.42,16652.76,6836.67,3091.82,1003,516,456,31,2cd8028e-44e9-4082-b9d4-42f97061e8de,HIK - OB : 2024-8-25,2024,1.Div
FRE,16,1061.2833333333333,114142.20999999999,18638.77,7169.7,2516.3,970,436,507,27,a6674907-f0f9-4ef1-a07e-d53b2353bc7b,FRE - HVI : 2024-8-25,2024,1.Div
HVI,14,1061.2833333333333,114140.31,17556.97,7262.4400000000005,2498.81,1013,625,356,32,a6674907-f0f9-4ef1-a07e-d53b2353bc7b,FRE - HVI : 2024-8-25,2024,1.Div
OB,16,1061.2833333333333,117360.55,17203.44,7140.68,2609.74,896,419,395,82,32dc2150-71b3-491d-8f68-340507d6a3d9,OB - VFN : 2024-8-30,2024,1.Div
VFN,16,1061.2333333333333,117365.68,18336.05,7216.1,2351.63,895,445,366,84,32dc2150-71b3-491d-8f68-340507d6a3d9,OB - VFN : 2024-8-30,2024,1.Div
ACH,15,997.3,110383.37,17606.88,7139.46,2644.75,1038,561,434,43,0ff103cd-d89f-4fd7-acb0-ed68f46ec16c,HVI - ACH : 2024-8-30,2024,1.Div
HVI,15,997.3,108570.6,16383.35,6816.48,2083.3,893,473,391,29,0ff103cd-d89f-4fd7-acb0-ed68f46ec16c,HVI - ACH : 2024-8-30,2024,1.Div
EFB,15,1000.0166666666667,114949.97,18514.31,8469.74,3752.42,1209,622,533,54,f16122e0-d09a-491c-a1a8-24398a263b56,ROS - EFB : 2024-8-30,2024,1.Div
ROS,14,1000.0333333333333,107714.17,15387.43,6449.93,2748.25,936,484,395,57,f16122e0-d09a-491c-a1a8-24398a263b56,ROS - EFB : 2024-8-30,2024,1.Div
FRE,16,1150.9833333333333,123233.39,19327.45,9018.64,3352.12,1197,606,558,33,57302780-82fb-4402-b8b2-9d071c34efc7,HBK - FRE : 2024-9-1,2024,1.Div
HBK,16,1159.3333333333333,120735.12,18443.47,8804.65,3989.03,1272,701,539,32,57302780-82fb-4402-b8b2-9d071c34efc7,HBK - FRE : 2024-9-1,2024,1.Div
B93,15,1082.3833333333334,124235.45,21308.39,9200.210000000001,3710.48,1300,756,475,69,344c5bd1-8584-4332-8f11-b0f6bb3ce7c1,HIK - B93 : 2024-9-2,2024,1.Div
HIK,16,1082.4,119693.98,19205.64,8250.57,3475.89,1219,598,572,49,344c5bd1-8584-4332-8f11-b0f6bb3ce7c1,HIK - B93 : 2024-9-2,2024,1.Div
HVI,14,1038.4333333333334,113444.83,17267.16,7148.98,2281.12,988,574,371,43,d735207e-d36b-4f61-ac09-28347faf5429,ROS - HVI : 2024-9-13,2024,1.Div
ROS,16,1054.15,112469.45,16226.220000000001,6165.83,2195.88,885,414,417,54,d735207e-d36b-4f61-ac09-28347faf5429,ROS - HVI : 2024-9-13,2024,1.Div
HIL,16,1071.0333333333333,115137.65,19075.09,7285.5,2845.43,1044,486,423,135,a3815506-bd18-4eb2-9999-8a25e593a05b,VFN - HIL : 2024-9-14,2024,1.Div
VFN,16,1071.0333333333333,112924.41,18908.81,7855.22,3042.87,1135,547,444,144,a3815506-bd18-4eb2-9999-8a25e593a05b,VFN - HIL : 2024-9-14,2024,1.Div
ACH,15,1049.1833333333334,111176.7,17757.15,6647.18,2002.24,833,384,415,34,812d8f2f-5bf9-4146-9e86-fa77f26efd07,ACH - OB : 2024-9-14,2024,1.Div
OB,15,1049.1666666666667,111335.19,18009.41,6663.88,1880.58,828,469,336,23,812d8f2f-5bf9-4146-9e86-fa77f26efd07,ACH - OB : 2024-9-14,2024,1.Div
HBK,14,1088.25,111273.69,15592.58,5742.58,1611.9,792,441,284,67,370436fb-29a6-4d6b-8850-c6d9b8988e00,KIF - HBK : 2024-9-14,2024,1.Div
KIF,16,1044.6666666666667,115907.86,18351.51,7024.09,2361.87,1049,489,470,90,370436fb-29a6-4d6b-8850-c6d9b8988e00,KIF - HBK : 2024-9-14,2024,1.Div
B93,16,1072.7833333333333,116854.8,18221.05,7370.06,2879.34,937,533,370,34,92bf2506-bf4a-4a98-95d3-e170d0b79c0c,EFB - B93 : 2024-9-15,2024,1.Div
EFB,16,1072.7833333333333,118169.40000000001,17838.81,7814.110000000001,3083.43,1024,490,474,60,92bf2506-bf4a-4a98-95d3-e170d0b79c0c,EFB - B93 : 2024-9-15,2024,1.Div
FRE,16,1035.9333333333334,117398.18,20794.11,8115.09,2983.87,1114,552,513,49,f7bb0cc3-5039-4ace-b6fd-9c7830b986d5,FRE - HIK : 2024-9-16,2024,1.Div
HIK,14,1035.9666666666667,119398.91,18721.52,7968.0599999999995,3067.81,1120,547,504,69,f7bb0cc3-5039-4ace-b6fd-9c7830b986d5,FRE - HIK : 2024-9-16,2024,1.Div
HIK,15,1061.6666666666667,117432.26,18045.91,7387.1900000000005,2891.27,1119,585,466,68,ecbd4c53-ffb9-4f8d-9eb4-3bab46e08540,HIK - KIF : 2024-9-20,2024,1.Div
KIF,15,1061.6833333333334,120357.38,19994.89,8658.43,3378.09,1263,675,514,74,ecbd4c53-ffb9-4f8d-9eb4-3bab46e08540,HIK - KIF : 2024-9-20,2024,1.Div
HBK,15,1057.8,113634.99,17457.510000000002,7012.66,3201.11,1034,559,430,45,faff8290-a53d-46fd-ab64-f178635a292d,HBK - VFN : 2024-9-20,2024,1.Div
VFN,16,1057.8333333333333,115929.89,17101.99,6933.26,2275.77,911,443,433,35,faff8290-a53d-46fd-ab64-f178635a292d,HBK - VFN : 2024-9-20,2024,1.Div
ACH,16,1073.3333333333333,114374.65000000001,16261.119999999999,6395.19,2124.67,885,371,466,48,10bfb2d5-60b9-4fc4-9c1c-18b81a83ea29,B93 - ACH : 2024-9-21,2024,1.Div
B93,16,1073.3333333333333,116287.36,17416.11,6292.39,1911.3799999999999,826,491,296,39,10bfb2d5-60b9-4fc4-9c1c-18b81a83ea29,B93 - ACH : 2024-9-21,2024,1.Div
OB,15,1050.4666666666667,112022.69,14957.47,5671.3,2148.48,772,334,408,30,373b1d0b-5e18-47fd-8f37-c996f63962fc,OB - ROS : 2024-9-22,2024,1.Div
ROS,16,1050.4166666666667,107575.72,14070.48,5618.2699999999995,1933.98,694,397,269,28,373b1d0b-5e18-47fd-8f37-c996f63962fc,OB - ROS : 2024-9-22,2024,1.Div
EFB,14,1049.3666666666666,110015.17,16054.93,6509.28,2086.29,849,474,339,36,545ea83b-e5d9-4505-ab5f-9f854d684b5c,HVI - EFB : 2024-9-22,2024,1.Div
HVI,14,1049.3833333333334,108538.08,14857.84,6604.03,2209.54,905,433,418,54,545ea83b-e5d9-4505-ab5f-9f854d684b5c,HVI - EFB : 2024-9-22,2024,1.Div
FRE,15,1060.7166666666667,127566.1,22521.26,9266.0,3150.0,1239,674,492,73,d89fefe8-1d1e-4142-b6da-e7f62dfa3591,HIL - FRE : 2024-9-23,2024,1.Div
HIL,16,1060.75,125993.04000000001,21857.53,8567.1,2736.11,1131,530,552,49,d89fefe8-1d1e-4142-b6da-e7f62dfa3591,HIL - FRE : 2024-9-23,2024,1.Div
KIF,15,1057.4,115894.45999999999,20484.68,8742.29,3094.8,1311,695,512,104,f15f337e-148c-4d84-8ef3-8033d4d76226,KIF - OB : 2024-9-27,2024,1.Div
OB,15,1057.4333333333334,111353.74,17362.97,7420.74,3096.11,1200,620,507,73,f15f337e-148c-4d84-8ef3-8033d4d76226,KIF - OB : 2024-9-27,2024,1.Div
HVI,13,1073.6,112000.28,16798.26,7584.41,2732.92,1052,572,406,74,e7919888-f477-4884-ad25-ddbc5d2a91ff,VFN - HVI : 2024-9-28,2024,1.Div
VFN,16,1073.5333333333333,112662.79,19456.03,7557.45,2865.68,1111,503,510,98,e7919888-f477-4884-ad25-ddbc5d2a91ff,VFN - HVI : 2024-9-28,2024,1.Div
B93,16,1059.8166666666666,121868.61,20888.69,7913.65,2214.2599999999998,939,511,384,44,47b53f69-5b54-4b55-9894-5f8364e58972,FRE - B93 : 2024-9-28,2024,1.Div
FRE,16,1059.8,120882.52,20361.43,8412.05,2929.53,1154,607,487,60,47b53f69-5b54-4b55-9894-5f8364e58972,FRE - B93 : 2024-9-28,2024,1.Div
ACH,16,1057.7833333333333,116816.84,18554.78,7426.7699999999995,2756.39,957,439,482,36,fda5376d-6fe4-48ca-a29a-49ebfd988ffd,ACH - HIK : 2024-9-28,2024,1.Div
HIK,16,1057.75,117228.88,19108.510000000002,7684.13,2569.97,953,529,381,43,fda5376d-6fe4-48ca-a29a-49ebfd988ffd,ACH - HIK : 2024-9-28,2024,1.Div
EFB,16,1048.9666666666667,116177.4,16942.34,6417.49,2426.58,865,475,369,21,8aa3a008-1922-48b0-a6a1-96e2b3cef07b,EFB - HIL : 2024-9-29,2024,1.Div
HIL,15,1049.0166666666667,117375.68,18129.809999999998,7054.34,2161.91,921,476,418,27,8aa3a008-1922-48b0-a6a1-96e2b3cef07b,EFB - HIL : 2024-9-29,2024,1.Div
HBK,14,1038.1666666666667,111272.96,16896.079999999998,6740.07,2916.7599999999998,992,600,356,36,74591c90-2be0-4610-8446-e56887e83511,ROS - HBK : 2024-9-29,2024,1.Div
ROS,16,1038.1333333333334,110565.43,16330.29,6880.06,2852.34,1016,445,540,31,74591c90-2be0-4610-8446-e56887e83511,ROS - HBK : 2024-9-29,2024,1.Div
HIK,16,1049.0333333333333,119662.93000000001,17806.28,8190.15,3922.87,1246,635,553,58,dc09048d-0956-42d3-9ef0-86971345403b,HIK - ROS : 2024-10-4,2024,1.Div
ROS,16,1049.0166666666667,114122.53,16922.88,7514.0,3511.89,1122,600,496,26,dc09048d-0956-42d3-9ef0-86971345403b,HIK - ROS : 2024-10-4,2024,1.Div
HIL,14,1069.9333333333334,124061.0,20543.329999999998,8614.71,2750.59,1041,508,500,33,0b729967-9bab-4825-b07a-069c241787ff,HIL - VFN : 2024-10-4,2024,1.Div
VFN,16,1069.9333333333334,123520.06,21131.17,9121.39,3564.87,1221,679,487,55,0b729967-9bab-4825-b07a-069c241787ff,HIL - VFN : 2024-10-4,2024,1.Div
HBK,15,1072.8,114859.94,15342.77,5566.639999999999,1393.24,706,468,181,57,24fe1da8-d12d-40c2-98ad-359fb2da4cc6,OB - HBK : 2024-10-4,2024,1.Div
OB,16,1072.7833333333333,118227.7,15804.970000000001,5636.8,1778.1200000000001,759,319,385,55,24fe1da8-d12d-40c2-98ad-359fb2da4cc6,OB - HBK : 2024-10-4,2024,1.Div
B93,15,1013.7166666666667,112892.15,17489.92,6969.82,2208.21,948,449,457,42,fcbaa17c-06a5-4e94-bc1d-2022eb47019d,B93 - EFB : 2024-10-4,2024,1.Div
EFB,16,1060.9,116400.76,17227.06,7805.14,2891.9,1131,633,439,59,fcbaa17c-06a5-4e94-bc1d-2022eb47019d,B93 - EFB : 2024-10-4,2024,1.Div
ACH,16,1063.8333333333333,119783.1,19553.17,8503.43,3484.56,1240,534,523,183,b2a7ffdc-d554-4cba-a62d-fc491cd69dce,FRE - ACH : 2024-10-5,2024,1.Div
FRE,16,1063.85,116980.54000000001,20190.13,8460.7,3045.0299999999997,1127,538,445,144,b2a7ffdc-d554-4cba-a62d-fc491cd69dce,FRE - ACH : 2024-10-5,2024,1.Div
HVI,13,1062.9333333333334,107559.29,14640.33,6353.77,2513.92,892,470,389,33,99beaf25-430d-4505-9f04-1d7520aec0f1,HVI - KIF : 2024-10-7,2024,1.Div
KIF,16,1062.8833333333334,113542.95,18122.5,7826.6,2613.48,1039,550,431,58,99beaf25-430d-4505-9f04-1d7520aec0f1,HVI - KIF : 2024-10-7,2024,1.Div
OB,16,1052.6666666666667,117171.03,17170.45,7747.349999999999,3864.33,1215,567,570,78,309641ee-6fe1-4199-b9b0-6763732beac8,ROS - OB : 2024-10-18,2024,1.Div
ROS,15,1052.6666666666667,109267.45999999999,15265.46,6383.49,2851.96,914,490,361,63,309641ee-6fe1-4199-b9b0-6763732beac8,ROS - OB : 2024-10-18,2024,1.Div
B93,16,1128.35,121446.71,19478.38,8155.56,3249.22,1153,543,525,85,e4b5db4b-894b-46cf-8591-ae1c2365c081,VFN - B93 : 2024-10-18,2024,1.Div
VFN,16,1128.4,116074.51,17782.41,8391.51,3151.96,1184,643,441,100,e4b5db4b-894b-46cf-8591-ae1c2365c081,VFN - B93 : 2024-10-18,2024,1.Div
HBK,16,1080.9166666666667,116859.65,16624.9,6545.97,2375.54,937,575,332,30,fca8b379-87c5-436e-bba0-daf7ef2d142e,HBK - HIK : 2024-10-18,2024,1.Div
HIK,16,1080.85,117535.43,15646.75,5722.34,2268.0,819,396,393,30,fca8b379-87c5-436e-bba0-daf7ef2d142e,HBK - HIK : 2024-10-18,2024,1.Div
ACH,14,1040.7333333333333,112141.89,17472.27,7001.79,2755.56,959,439,474,46,239bde29-adb3-4468-81f3-3b5cda8902b6,ACH - HVI : 2024-10-20,2024,1.Div
HVI,15,1040.7333333333333,110869.33,16598.85,6860.74,2135.79,790,452,301,37,239bde29-adb3-4468-81f3-3b5cda8902b6,ACH - HVI : 2024-10-20,2024,1.Div
HBK,16,1054.7,112600.48,17911.239999999998,6621.55,2242.78,962,475,426,61,136539c6-9469-43b2-b649-b71b5cd13075,HBK - KIF : 2024-10-25,2024,1.Div
KIF,16,1054.7166666666667,119821.73,20605.73,8609.32,2498.01,1102,616,428,58,136539c6-9469-43b2-b649-b71b5cd13075,HBK - KIF : 2024-10-25,2024,1.Div
