team,players,minutes,Distance,Running,High Speed Running,Sprinting,No. of High Intensity Runs,No. of High Intensity Runs OTIP,No. of High Intensity Runs TIP,No. of High Intensity Runs BOP,game_id,match_description,season,competition
ROS,16,1081.85,121832.27,20123.04,8096.58,2975.0,1086,538,519,29,9c8c0cee-734e-410a-a4c6-1ec923512e00,HIL - ROS : 2025-4-20,2024,1.Div
B93,16,1061.0666666666666,123203.42,21453.37,8489.43,2842.31,1188,590,542,56,e2112528-46e1-46f0-995c-f33a12ff6123,VFN - B93 : 2025-4-20,2024,1.Div
VFN,15,1061.0666666666666,120642.18,19106.010000000002,8034.799999999999,3143.4,1157,630,449,78,e2112528-46e1-46f0-995c-f33a12ff6123,VFN - B93 : 2025-4-20,2024,1.Div
HVI,15,1045.4833333333333,111817.1,18147.27,8423.05,2431.09,1081,671,369,41,a5f25f3d-f792-4a00-966d-b3aaa9b56a4e,HVI - OB : 2025-4-21,2024,1.Div
OB,16,1045.4833333333333,112884.36,18545.02,7734.12,3024.2200000000003,1134,497,590,47,a5f25f3d-f792-4a00-966d-b3aaa9b56a4e,HVI - OB : 2025-4-21,2024,1.Div
HBK,16,1039.4833333333333,118607.57,18476.91,7983.74,2816.32,1122,617,479,26,c382a1d0-29ff-4da6-84e3-19db5ded9de5,HBK - HIK : 2025-4-21,2024,1.Div
HIK,16,1039.4666666666667,123449.39,19182.61,7649.21,2958.99,1074,598,439,37,c382a1d0-29ff-4da6-84e3-19db5ded9de5,HBK - HIK : 2025-4-21,2024,1.Div
ACH,16,1057.4666666666667,119497.33,20657.04,9184.699999999999,3980.1,1383,677,636,70,084c825b-a2c0-488f-ad2b-0bd8e3797aa2,KIF - ACH : 2025-4-21,2024,1.Div
KIF,16,1057.4666666666667,128248.91,25141.96,11865.17,5395.42,1883,983,777,123,084c825b-a2c0-488f-ad2b-0bd8e3797aa2,KIF - ACH : 2025-4-21,2024,1.Div
EFB,16,1034.4666666666667,119835.74,20082.63,9562.29,4092.9,1370,737,603,30,8b8f234e-6d78-48a2-8e9c-97b9f6c6e995,EFB - FRE : 2025-4-22,2024,1.Div
FRE,16,1034.5333333333333,121572.55,21308.61,9970.27,3681.85,1419,725,638,56,8b8f234e-6d78-48a2-8e9c-97b9f6c6e995,EFB - FRE : 2025-4-22,2024,1.Div
ACH,16,1055.7333333333333,110437.74,16925.76,6156.87,2215.46,837,397,395,45,43a74631-8dd6-4953-b951-49e856445481,ACH - KIF : 2025-4-25,2024,1.Div
KIF,16,1055.7666666666667,119386.88,20784.7,7574.02,2729.1,1023,567,402,54,43a74631-8dd6-4953-b951-49e856445481,ACH - KIF : 2025-4-25,2024,1.Div
B93,16,1047.35,128372.95999999999,22689.85,8794.76,3001.15,1297,616,622,59,87f76fcc-789c-4e49-b795-13c46f62dc3f,B93 - HIK : 2025-4-25,2024,1.Div
HIK,16,1047.3666666666666,122017.49,20919.45,8666.83,2749.34,1175,671,456,48,87f76fcc-789c-4e49-b795-13c46f62dc3f,B93 - HIK : 2025-4-25,2024,1.Div
HBK,16,1000.95,110508.65,18805.3,8379.37,3249.43,1178,700,434,44,e894fff6-c856-4ecc-a54c-4c90b9fd2fc9,HIL - HBK : 2025-4-25,2024,1.Div
HIL,16,1046.3833333333334,120209.38,19748.8,7848.5,2531.72,1035,476,519,40,e894fff6-c856-4ecc-a54c-4c90b9fd2fc9,HIL - HBK : 2025-4-25,2024,1.Div
HVI,15,1054.5333333333333,108854.23000000001,15719.26,6069.36,1799.2,762,442,281,39,3471401d-5b99-4064-a44a-c810738f78f3,OB - HVI : 2025-4-26,2024,1.Div
OB,15,1075.2,114018.56,15914.48,6789.58,2538.4,911,441,420,50,3471401d-5b99-4064-a44a-c810738f78f3,OB - HVI : 2025-4-26,2024,1.Div
ROS,16,1070.3,118450.74,19216.43,7886.99,3065.14,1157,611,502,44,88efb03e-b167-4abf-a6eb-1622c4cb2e04,ROS - VFN : 2025-4-26,2024,1.Div
VFN,16,1070.3,122951.61,20923.51,9275.9,3400.77,1385,728,601,56,88efb03e-b167-4abf-a6eb-1622c4cb2e04,ROS - VFN : 2025-4-26,2024,1.Div
EFB,15,1059.05,118754.73,20637.26,9788.77,4586.4,1448,686,706,56,92b0a471-9890-4107-9489-327304991fcf,FRE - EFB : 2025-4-27,2024,1.Div
FRE,16,1059.0333333333333,118914.86,21327.08,9083.82,3873.03,1303,725,527,51,92b0a471-9890-4107-9489-327304991fcf,FRE - EFB : 2025-4-27,2024,1.Div
HIK,14,1044.8333333333333,110806.3,15345.34,5947.66,2302.52,828,415,387,26,991f8b4a-fcc9-40ad-8d46-2ff86f3a0306,HIK - HIL : 2025-5-2,2024,1.Div
HIL,15,1100.5333333333333,119867.35,18249.59,7007.77,1847.01,895,463,408,24,991f8b4a-fcc9-40ad-8d46-2ff86f3a0306,HIK - HIL : 2025-5-2,2024,1.Div
B93,16,1065.6666666666667,122734.96,21174.98,8381.92,3329.2000000000003,1261,627,587,47,dba96011-1ee7-4e2a-be29-9029c13ca9b7,B93 - VFN : 2025-5-2,2024,1.Div
VFN,15,1065.6833333333334,119737.01,20288.15,8083.15,3231.89,1188,592,535,61,dba96011-1ee7-4e2a-be29-9029c13ca9b7,B93 - VFN : 2025-5-2,2024,1.Div
FRE,16,1079.9333333333334,123021.48999999999,20917.46,8047.85,2908.08,1014,533,431,50,1a5f4ce1-8f26-426d-90f4-0e7800562fe4,OB - FRE : 2025-5-3,2024,1.Div
OB,16,1079.95,121787.32,19452.36,8791.28,3419.11,1172,597,549,26,1a5f4ce1-8f26-426d-90f4-0e7800562fe4,OB - FRE : 2025-5-3,2024,1.Div
ACH,16,1053.6166666666666,115278.17,17874.58,7533.27,3307.4,1055,597,434,24,69e12088-64cb-4612-9485-7bd65adadfad,EFB - ACH : 2025-5-3,2024,1.Div
EFB,16,1053.5833333333333,116588.03,17967.73,8972.58,4344.81,1326,610,673,43,69e12088-64cb-4612-9485-7bd65adadfad,EFB - ACH : 2025-5-3,2024,1.Div
HVI,16,1052.0666666666666,117277.73,19365.25,8069.17,3293.5699999999997,1059,645,372,42,a209cb54-a39f-4ccf-ba65-9369fd5dfb01,HVI - KIF : 2025-5-3,2024,1.Div
KIF,16,1052.0833333333333,124820.66,22803.97,9510.61,3561.89,1228,570,603,55,a209cb54-a39f-4ccf-ba65-9369fd5dfb01,HVI - KIF : 2025-5-3,2024,1.Div
HBK,16,1087.8166666666666,124645.44,20653.0,8675.45,3942.8599999999997,1342,877,411,54,b89b9c50-3ee7-4da0-9750-be7ea6988833,HBK - ROS : 2025-5-4,2024,1.Div
ROS,15,1087.8333333333333,124330.13,20173.22,8499.05,3736.64,1348,551,719,78,b89b9c50-3ee7-4da0-9750-be7ea6988833,HBK - ROS : 2025-5-4,2024,1.Div
B93,16,1079.2833333333333,123406.45999999999,21132.2,7895.4400000000005,2376.75,1039,523,500,16,caaeabbb-c2f6-456d-b57a-92297598383b,HIL - B93 : 2025-5-8,2024,1.Div
HIL,16,1052.8166666666666,119810.25,18688.65,7313.860000000001,2526.19,1005,580,405,20,caaeabbb-c2f6-456d-b57a-92297598383b,HIL - B93 : 2025-5-8,2024,1.Div
ACH,16,1069.9,114611.15000000001,16260.210000000001,5904.7699999999995,2324.76,799,429,339,31,8179a6b3-4309-480c-befd-d9948a6492ed,ACH - OB : 2025-5-9,2024,1.Div
OB,16,1069.9166666666667,117961.31,18867.95,7017.99,2524.7,904,466,417,21,8179a6b3-4309-480c-befd-d9948a6492ed,ACH - OB : 2025-5-9,2024,1.Div
FRE,16,1036.1666666666667,120479.89,20880.73,8606.53,3315.52,1186,507,527,152,f9285c65-1401-40d5-b821-c61bb2b78b16,FRE - HVI : 2025-5-9,2024,1.Div
HVI,16,1036.1333333333334,115607.68000000001,18786.07,8286.45,2628.28,1013,533,376,104,f9285c65-1401-40d5-b821-c61bb2b78b16,FRE - HVI : 2025-5-9,2024,1.Div
HIK,16,1035.5833333333333,124630.42,20905.61,8686.91,3522.98,1320,758,548,14,cda82c78-7659-418f-8fa2-b63072bf5585,ROS - HIK : 2025-5-9,2024,1.Div
ROS,15,1035.6166666666666,120647.88,19585.09,7991.97,2983.67,1204,572,599,33,cda82c78-7659-418f-8fa2-b63072bf5585,ROS - HIK : 2025-5-9,2024,1.Div
HBK,14,1111.3666666666666,114079.09,17065.489999999998,6928.4,2475.34,950,528,387,35,cc4cb61d-4c73-460c-a588-d25a61d56aa8,VFN - HBK : 2025-5-10,2024,1.Div
VFN,15,1111.3666666666666,120582.66,19061.25,7880.47,3158.96,1186,590,539,57,cc4cb61d-4c73-460c-a588-d25a61d56aa8,VFN - HBK : 2025-5-10,2024,1.Div
EFB,15,1081.8,113514.17,19219.06,10223.880000000001,5021.8,1534,823,657,54,dc5e0b5d-0729-42b0-b32e-a48b6d2fd3e8,KIF - EFB : 2025-5-10,2024,1.Div
KIF,16,1081.8333333333333,121288.94,22436.67,11144.81,5187.36,1639,808,758,73,dc5e0b5d-0729-42b0-b32e-a48b6d2fd3e8,KIF - EFB : 2025-5-10,2024,1.Div
EFB,16,1034.4833333333333,117200.52,20306.82,9924.93,5047.58,1522,730,745,47,da6ce46c-6719-4e00-8127-9eed143d0567,EFB - HVI : 2025-5-15,2024,1.Div
HVI,16,1034.4833333333333,116334.78,20153.989999999998,9438.99,3701.74,1371,727,609,35,da6ce46c-6719-4e00-8127-9eed143d0567,EFB - HVI : 2025-5-15,2024,1.Div
HIL,15,1045.4833333333333,126067.08,20724.6,8365.18,3665.9700000000003,1310,726,545,39,09d570c9-8cea-46c1-9c3e-275d0691cded,ROS - HIL : 2025-5-16,2024,1.Div
ROS,15,1045.5333333333333,119587.34,18073.05,7595.1,3282.84,1103,553,511,39,09d570c9-8cea-46c1-9c3e-275d0691cded,ROS - HIL : 2025-5-16,2024,1.Div
HIK,16,1102.3,112750.43,16888.98,6939.65,2850.79,1040,522,465,53,5c7d22fe-e217-405f-b5b7-95bc8c5cd3de,VFN - HIK : 2025-5-16,2024,1.Div
VFN,15,1084.4,111772.51,17550.88,7379.33,2802.92,1102,613,435,54,5c7d22fe-e217-405f-b5b7-95bc8c5cd3de,VFN - HIK : 2025-5-16,2024,1.Div
B93,16,1080.9333333333334,122341.59,20797.11,8370.25,3612.57,1232,618,586,28,9db320b6-a10d-4bd8-ba26-39416129111d,HBK - B93 : 2025-5-16,2024,1.Div
HBK,15,1080.9166666666667,117662.62,18217.55,8445.96,3224.34,1112,603,456,53,9db320b6-a10d-4bd8-ba26-39416129111d,HBK - B93 : 2025-5-16,2024,1.Div
KIF,16,1073.2,129878.4,24553.91,11648.16,5825.46,1853,879,919,55,0fca0b92-07ef-4635-a29e-5848831fd837,KIF - OB : 2025-5-17,2024,1.Div
OB,16,1073.1666666666667,122436.56,20687.61,10221.85,4573.66,1606,940,623,43,0fca0b92-07ef-4635-a29e-5848831fd837,KIF - OB : 2025-5-17,2024,1.Div
ACH,15,975.8666666666667,104680.36,16515.65,6719.68,1932.94,848,457,378,13,879d14ff-97d3-450d-bea5-c1822447e960,ACH - FRE : 2025-5-17,2024,1.Div
FRE,16,1037.2833333333333,113133.31,18362.17,6866.2,2178.8,860,474,358,28,879d14ff-97d3-450d-bea5-c1822447e960,ACH - FRE : 2025-5-17,2024,1.Div
,0,61.43333333333333,6996.84,871.7,442.76,236.54,63,14,49,0,879d14ff-97d3-450d-bea5-c1822447e960,ACH - FRE : 2025-5-17,2024,1.Div
HBK,16,1088.95,118048.45999999999,19092.51,7046.35,2628.5699999999997,1072,609,417,46,a5f268dd-c238-4139-931e-6b6b21399591,HIK - HBK : 2025-5-22,2024,1.Div
HIK,16,1088.9666666666667,119078.2,17832.52,6247.81,1968.31,846,400,421,25,a5f268dd-c238-4139-931e-6b6b21399591,HIK - HBK : 2025-5-22,2024,1.Div
HIL,16,1072.05,121012.57,18507.92,7018.53,1952.14,886,490,361,35,c33e0072-3e53-48a0-9320-d607c0b05e26,HIL - VFN : 2025-5-22,2024,1.Div
VFN,16,1072.1,120875.41,18623.79,7210.38,2720.94,1011,511,486,14,c33e0072-3e53-48a0-9320-d607c0b05e26,HIL - VFN : 2025-5-22,2024,1.Div
B93,16,1044.4333333333334,125038.40000000001,22954.6,9175.77,3293.82,1289,621,615,53,f25114ae-d008-431f-8239-7e45b5ecc8a8,B93 - ROS : 2025-5-22,2024,1.Div
ROS,16,1044.45,119798.08,19071.76,8224.1,3185.89,1248,712,489,47,f25114ae-d008-431f-8239-7e45b5ecc8a8,B93 - ROS : 2025-5-22,2024,1.Div
EFB,16,1058.3666666666666,118192.57,20478.01,9548.81,3414.52,1162,663,455,44,2ba48850-33ee-46bb-a4e6-004cc341201f,OB - EFB : 2025-5-23,2024,1.Div
OB,16,1058.3833333333334,120055.52,20034.73,8584.05,2800.9,1022,465,518,39,2ba48850-33ee-46bb-a4e6-004cc341201f,OB - EFB : 2025-5-23,2024,1.Div
FRE,16,1049.1333333333334,117565.37,19005.85,7603.93,3291.18,1108,575,460,73,ac37b5bf-4f29-42a2-b51a-a5ad4b375703,FRE - KIF : 2025-5-23,2024,1.Div
KIF,16,1049.1666666666667,121466.6,21797.920000000002,8380.19,3085.6,1097,565,491,41,ac37b5bf-4f29-42a2-b51a-a5ad4b375703,FRE - KIF : 2025-5-23,2024,1.Div
ACH,16,1053.5833333333333,119682.54000000001,19997.48,7831.6900000000005,3053.78,1076,540,516,20,f59e6862-9b36-493c-8a4c-91b1a7e5811d,HVI - ACH : 2025-5-23,2024,1.Div
HVI,16,1053.5666666666666,118967.12,19097.63,8269.46,3020.3,1090,600,452,38,f59e6862-9b36-493c-8a4c-91b1a7e5811d,HVI - ACH : 2025-5-23,2024,1.Div
