Player,Metric,per 90
Kasper Enghardt,Low Speed Running Count,164.24
Kasper Enghardt,Low Speed Running Distance,1135.73
Kasper Enghardt,Sprinting Count,29.14
Kasper Enghardt,Sprinting Distance,513.69
Kasper Enghardt,Total Distance,7593.25
Kasper Enghardt,Walking Count,284.91
Kasper Enghardt,Walking Distance,2897.06
Kasper Kristensen,High Speed Running Count,18.0
Kasper Kristensen,High Speed Running Distance,91.8
Kasper Kristensen,Jogging Count,126.0
Kasper Kristensen,Jogging Distance,745.41
Kasper Kristensen,Low Speed Running Count,18.0
Kasper Kristensen,Low Speed Running Distance,90.97
Kasper Kristensen,Sprinting Count,
Kasper Kristensen,Sprinting Distance,
Kasper Kristensen,Total Distance,3477.94
Kasper Kristensen,Walking Count,90.0
Kasper Kristensen,Walking Distance,2680.47
Kasper Kusk,High Speed Running Count,72.57
Kasper Kusk,High Speed Running Distance,631.92
Kasper Kusk,Jogging Count,476.91
Kasper Kusk,Jogging Distance,4118.79
Kasper Kusk,Low Speed Running Count,204.51
Kasper Kusk,Low Speed Running Distance,1515.47
Kasper Kusk,Sprinting Count,24.62
Kasper Kusk,Sprinting Distance,235.06
Kasper Kusk,Total Distance,9629.26
Kasper Kusk,Walking Count,311.97
Kasper Kusk,Walking Distance,3352.66
Kasper Nyegaard,High Speed Running Count,76.0
Kasper Nyegaard,High Speed Running Distance,681.18
Kasper Nyegaard,Jogging Count,547.61
Kasper Nyegaard,Jogging Distance,5432.82
Kasper Nyegaard,Low Speed Running Count,237.86
Kasper Nyegaard,Low Speed Running Distance,1966.14
Kasper Nyegaard,Sprinting Count,25.55
Kasper Nyegaard,Sprinting Distance,291.23
Kasper Nyegaard,Total Distance,10643.65
Kasper Nyegaard,Walking Count,397.86
Kasper Nyegaard,Walking Distance,2495.31
Kwaku Karikari,High Speed Running Count,67.14
Kwaku Karikari,High Speed Running Distance,514.87
Kwaku Karikari,Jogging Count,400.0
Kwaku Karikari,Jogging Distance,3034.2
Kwaku Karikari,Low Speed Running Count,165.15
Kwaku Karikari,Low Speed Running Distance,909.08
Kwaku Karikari,Sprinting Count,36.84
Kwaku Karikari,Sprinting Distance,425.08
Kwaku Karikari,Total Distance,7545.66
Kwaku Karikari,Walking Count,288.8
Kwaku Karikari,Walking Distance,2783.02
Lasse Emil Nielsen,High Speed Running Count,67.51
Lasse Emil Nielsen,High Speed Running Distance,494.41
Lasse Emil Nielsen,Jogging Count,461.04
Lasse Emil Nielsen,Jogging Distance,3589.36
Lasse Emil Nielsen,Low Speed Running Count,168.37
Lasse Emil Nielsen,Low Speed Running Distance,1090.8
Lasse Emil Nielsen,Sprinting Count,28.73
Lasse Emil Nielsen,Sprinting Distance,348.29
Lasse Emil Nielsen,Total Distance,8332.04
Lasse Emil Nielsen,Walking Count,311.94
Lasse Emil Nielsen,Walking Distance,3005.27
Lasse Schulz,High Speed Running Count,22.92
Lasse Schulz,High Speed Running Distance,95.2
Lasse Schulz,Jogging Count,266.58
Lasse Schulz,Jogging Distance,1567.45
Lasse Schulz,Low Speed Running Count,41.82
Lasse Schulz,Low Speed Running Distance,193.21
Lasse Schulz,Sprinting Count,54.0
Lasse Schulz,Sprinting Distance,95.4
Lasse Schulz,Total Distance,5027.96
Lasse Schulz,Walking Count,189.54
Lasse Schulz,Walking Distance,3286.7
Lasse Steffensen,High Speed Running Count,82.61
Lasse Steffensen,High Speed Running Distance,742.11
Lasse Steffensen,Jogging Count,489.63
Lasse Steffensen,Jogging Distance,4491.87
Lasse Steffensen,Low Speed Running Count,235.52
Lasse Steffensen,Low Speed Running Distance,1682.84
Lasse Steffensen,Sprinting Count,31.2
Lasse Steffensen,Sprinting Distance,284.69
Lasse Steffensen,Total Distance,9849.11
Lasse Steffensen,Walking Count,332.25
Lasse Steffensen,Walking Distance,2721.97
Leeroy Owusu,High Speed Running Count,69.82
Leeroy Owusu,High Speed Running Distance,615.55
Leeroy Owusu,Jogging Count,437.14
Leeroy Owusu,Jogging Distance,4308.79
Leeroy Owusu,Low Speed Running Count,179.32
Leeroy Owusu,Low Speed Running Distance,1290.03
Leeroy Owusu,Sprinting Count,25.46
Leeroy Owusu,Sprinting Distance,364.78
Leeroy Owusu,Total Distance,8916.04
Leeroy Owusu,Walking Count,325.37
Leeroy Owusu,Walking Distance,2580.57
Lennart Moser,High Speed Running Count,27.68
Lennart Moser,High Speed Running Distance,146.79
Lennart Moser,Jogging Count,302.9
Lennart Moser,Jogging Distance,2128.41
Lennart Moser,Low Speed Running Count,46.91
Lennart Moser,Low Speed Running Distance,250.37
Lennart Moser,Sprinting Count,18.0
Lennart Moser,Sprinting Distance,127.97
Lennart Moser,Total Distance,5532.32
Lennart Moser,Walking Count,248.88
Lennart Moser,Walking Distance,3134.46
Leonel Montano,High Speed Running Count,84.13
Leonel Montano,High Speed Running Distance,699.42
Leonel Montano,Jogging Count,478.15
Leonel Montano,Jogging Distance,3944.71
Leonel Montano,Low Speed Running Count,198.34
Leonel Montano,Low Speed Running Distance,1392.81
Leonel Montano,Minute Splits,942.86
Leonel Montano,Sprinting Count,29.98
Leonel Montano,Sprinting Distance,478.09
Leonel Montano,Total Distance,9430.23
Leonel Montano,Walking Count,337.04
Leonel Montano,Walking Distance,3067.31
Lirim Qamili,High Speed Running Count,75.14
Lirim Qamili,High Speed Running Distance,563.59
Lirim Qamili,Jogging Count,447.61
Lirim Qamili,Jogging Distance,3562.91
Lirim Qamili,Low Speed Running Count,183.33
Lirim Qamili,Low Speed Running Distance,1192.94
Lirim Qamili,Sprinting Count,33.81
Lirim Qamili,Sprinting Distance,436.92
Lirim Qamili,Total Distance,8764.44
Lirim Qamili,Walking Count,308.0
Lirim Qamili,Walking Distance,3184.69
Louicius Deedson,High Speed Running Count,77.06
Louicius Deedson,High Speed Running Distance,654.41
Louicius Deedson,Jogging Count,454.57
Louicius Deedson,Jogging Distance,3863.91
Louicius Deedson,Low Speed Running Count,201.13
Louicius Deedson,Low Speed Running Distance,1392.11
Louicius Deedson,Sprinting Count,30.18
Louicius Deedson,Sprinting Distance,316.54
Louicius Deedson,Total Distance,8950.92
Louicius Deedson,Walking Count,322.54
Louicius Deedson,Walking Distance,2875.1
Luca Kjerrumgaard,High Speed Running Count,68.34
Luca Kjerrumgaard,High Speed Running Distance,591.77
Luca Kjerrumgaard,Jogging Count,460.58
Luca Kjerrumgaard,Jogging Distance,4313.39
Luca Kjerrumgaard,Low Speed Running Count,179.8
Luca Kjerrumgaard,Low Speed Running Distance,1164.39
Luca Kjerrumgaard,Minute Splits,942.86
Luca Kjerrumgaard,Sprinting Count,24.39
Luca Kjerrumgaard,Sprinting Distance,296.46
Luca Kjerrumgaard,Total Distance,9165.31
Luca Kjerrumgaard,Walking Count,338.96
Luca Kjerrumgaard,Walking Distance,2934.05
Lucas Boje-Larsen,High Speed Running Count,68.31
Lucas Boje-Larsen,High Speed Running Distance,567.85
Lucas Boje-Larsen,Jogging Count,472.95
Lucas Boje-Larsen,Jogging Distance,4271.87
Lucas Boje-Larsen,Low Speed Running Count,182.74
Lucas Boje-Larsen,Low Speed Running Distance,1438.96
Lucas Boje-Larsen,Sprinting Count,24.57
Lucas Boje-Larsen,Sprinting Distance,283.62
Lucas Boje-Larsen,Total Distance,9225.57
Lucas Boje-Larsen,Walking Count,347.39
Lucas Boje-Larsen,Walking Distance,2839.05
Lucas Jensen,High Speed Running Count,100.21
Lucas Jensen,High Speed Running Distance,838.26
Lucas Jensen,Jogging Count,539.26
Lucas Jensen,Jogging Distance,4247.48
Lucas Jensen,Low Speed Running Count,249.04
Lucas Jensen,Low Speed Running Distance,1683.55
Lucas Jensen,Sprinting Count,35.31
Lucas Jensen,Sprinting Distance,506.65
Lucas Jensen,Total Distance,10091.09
Lucas Jensen,Walking Count,360.15
Lucas Jensen,Walking Distance,3003.23
Lucas Skjoldberg From,High Speed Running Count,104.02
Lucas Skjoldberg From,High Speed Running Distance,902.39
Lucas Skjoldberg From,Jogging Count,470.83
Lucas Skjoldberg From,Jogging Distance,4550.98
Lucas Skjoldberg From,Low Speed Running Count,242.12
Lucas Skjoldberg From,Low Speed Running Distance,1750.24
Lucas Skjoldberg From,Sprinting Count,34.29
Lucas Skjoldberg From,Sprinting Distance,512.23
Lucas Skjoldberg From,Total Distance,10455.57
Lucas Skjoldberg From,Walking Count,329.81
Lucas Skjoldberg From,Walking Distance,2818.68
Ludvig Fagersted Henriksen,High Speed Running Count,70.79
Ludvig Fagersted Henriksen,High Speed Running Distance,613.08
Ludvig Fagersted Henriksen,Jogging Count,461.57
Ludvig Fagersted Henriksen,Jogging Distance,4389.38
Ludvig Fagersted Henriksen,Low Speed Running Count,198.14
Ludvig Fagersted Henriksen,Low Speed Running Distance,1581.34
Ludvig Fagersted Henriksen,Sprinting Count,27.04
Ludvig Fagersted Henriksen,Sprinting Distance,336.91
Ludvig Fagersted Henriksen,Total Distance,9693.04
Ludvig Fagersted Henriksen,Walking Count,329.38
Ludvig Fagersted Henriksen,Walking Distance,2921.4
Lukas Klitten,High Speed Running Count,119.36
Lukas Klitten,High Speed Running Distance,1000.53
Lukas Klitten,Jogging Count,530.47
Lukas Klitten,Jogging Distance,3935.97
Lukas Klitten,Low Speed Running Count,265.66
Lukas Klitten,Low Speed Running Distance,1794.35
Lukas Klitten,Sprinting Count,41.42
Lukas Klitten,Sprinting Distance,569.05
Lukas Klitten,Total Distance,10153.92
Lukas Klitten,Walking Count,349.74
Lukas Klitten,Walking Distance,3000.57
Mads Greve,High Speed Running Count,63.61
Mads Greve,High Speed Running Distance,517.06
Mads Greve,Jogging Count,516.1
Mads Greve,Jogging Distance,4169.38
Mads Greve,Low Speed Running Count,188.83
Mads Greve,Low Speed Running Distance,1269.62
Mads Greve,Sprinting Count,24.91
Mads Greve,Sprinting Distance,234.61
Mads Greve,Total Distance,8864.41
Mads Greve,Walking Count,383.1
Mads Greve,Walking Distance,2799.35
Mads Kaalund Larsen,High Speed Running Count,63.88
Mads Kaalund Larsen,High Speed Running Distance,637.47
Mads Kaalund Larsen,Jogging Count,471.8
Mads Kaalund Larsen,Jogging Distance,4650.15
Mads Kaalund Larsen,Low Speed Running Count,211.83
Mads Kaalund Larsen,Low Speed Running Distance,1638.85
Mads Kaalund Larsen,Sprinting Count,26.21
Mads Kaalund Larsen,Sprinting Distance,261.97
Mads Kaalund Larsen,Total Distance,9659.78
Mads Kaalund Larsen,Walking Count,351.96
Mads Kaalund Larsen,Walking Distance,2685.19
Magnus Bottker,High Speed Running Count,117.0
Magnus Bottker,High Speed Running Distance,912.44
Magnus Bottker,Jogging Count,450.0
Magnus Bottker,Jogging Distance,3579.68
Magnus Bottker,Low Speed Running Count,242.55
Magnus Bottker,Low Speed Running Distance,1499.6
Magnus Bottker,Sprinting Count,44.1
Magnus Bottker,Sprinting Distance,431.62
Magnus Bottker,Total Distance,9209.07
Magnus Bottker,Walking Count,310.95
Magnus Bottker,Walking Distance,2785.69
Magnus Fredslund,High Speed Running Count,79.92
Magnus Fredslund,High Speed Running Distance,739.99
Magnus Fredslund,Jogging Count,438.49
Magnus Fredslund,Jogging Distance,4364.57
Magnus Fredslund,Low Speed Running Count,196.03
Magnus Fredslund,Low Speed Running Distance,1526.43
Magnus Fredslund,Sprinting Count,23.75
Magnus Fredslund,Sprinting Distance,332.23
Magnus Fredslund,Total Distance,9223.59
Magnus Fredslund,Walking Count,313.98
Magnus Fredslund,Walking Distance,2561.42
Magnus Kaastrup,High Speed Running Count,98.13
Magnus Kaastrup,High Speed Running Distance,802.16
Magnus Kaastrup,Jogging Count,486.58
Magnus Kaastrup,Jogging Distance,4204.03
Magnus Kaastrup,Low Speed Running Count,230.31
Magnus Kaastrup,Low Speed Running Distance,1572.68
Magnus Kaastrup,Sprinting Count,36.73
Magnus Kaastrup,Sprinting Distance,493.69
Magnus Kaastrup,Total Distance,9617.2
Magnus Kaastrup,Walking Count,339.24
Magnus Kaastrup,Walking Distance,2813.0
Magnus Lysholm,High Speed Running Count,91.61
Magnus Lysholm,High Speed Running Distance,813.18
Magnus Lysholm,Jogging Count,417.29
Magnus Lysholm,Jogging Distance,3643.12
Magnus Lysholm,Low Speed Running Count,207.07
Magnus Lysholm,Low Speed Running Distance,1385.51
Magnus Lysholm,Sprinting Count,32.1
Magnus Lysholm,Sprinting Distance,533.35
Magnus Lysholm,Total Distance,8439.01
Magnus Lysholm,Walking Count,312.62
Magnus Lysholm,Walking Distance,2421.45
Malte Kiilerich,High Speed Running Count,55.64
Malte Kiilerich,High Speed Running Distance,426.04
Malte Kiilerich,Jogging Count,415.6
Malte Kiilerich,Jogging Distance,3445.22
Malte Kiilerich,Low Speed Running Count,144.84
Malte Kiilerich,Low Speed Running Distance,979.18
Malte Kiilerich,Sprinting Count,22.77
Malte Kiilerich,Sprinting Distance,239.71
Malte Kiilerich,Total Distance,7921.85
Malte Kiilerich,Walking Count,308.06
Malte Kiilerich,Walking Distance,3058.03
Marc Winkel,High Speed Running Count,98.04
Marc Winkel,High Speed Running Distance,861.87
Marc Winkel,Jogging Count,415.5
Marc Winkel,Jogging Distance,3241.11
Marc Winkel,Low Speed Running Count,236.76
Marc Winkel,Low Speed Running Distance,1488.22
Marc Winkel,Sprinting Count,33.6
Marc Winkel,Sprinting Distance,452.73
Marc Winkel,Total Distance,7609.5
Marc Winkel,Walking Count,284.7
Marc Winkel,Walking Distance,1973.4
Marco Bruhn,High Speed Running Count,66.58
Marco Bruhn,High Speed Running Distance,494.31
Marco Bruhn,Jogging Count,457.69
Marco Bruhn,Jogging Distance,4680.14
Marco Bruhn,Low Speed Running Count,181.49
Marco Bruhn,Low Speed Running Distance,1240.12
Marco Bruhn,Minute Splits,942.86
Marco Bruhn,Sprinting Count,25.93
Marco Bruhn,Sprinting Distance,295.23
Marco Bruhn,Total Distance,9221.42
Marco Bruhn,Walking Count,331.43
Marco Bruhn,Walking Distance,2745.71
Marco Brylov,High Speed Running Count,20.4
Marco Brylov,High Speed Running Distance,70.61
Marco Brylov,Jogging Count,172.15
Marco Brylov,Jogging Distance,978.5
Marco Brylov,Low Speed Running Count,32.27
Marco Brylov,Low Speed Running Distance,145.85
Marco Brylov,Sprinting Count,18.0
Marco Brylov,Sprinting Distance,55.42
Marco Brylov,Total Distance,4102.82
Marco Brylov,Walking Count,124.92
Marco Brylov,Walking Distance,3006.41
Marcus Gudmann,High Speed Running Count,54.61
Marcus Gudmann,High Speed Running Distance,489.3
Marcus Gudmann,Jogging Count,491.1
Marcus Gudmann,Jogging Distance,4369.77
Marcus Gudmann,Low Speed Running Count,162.62
Marcus Gudmann,Low Speed Running Distance,1256.39
Marcus Gudmann,Sprinting Count,23.9
Marcus Gudmann,Sprinting Distance,267.13
Marcus Gudmann,Total Distance,8859.06
Marcus Gudmann,Walking Count,364.02
Marcus Gudmann,Walking Distance,2672.24
Marcus Hannesbo,High Speed Running Count,121.78
Marcus Hannesbo,High Speed Running Distance,896.59
Marcus Hannesbo,Jogging Count,508.64
Marcus Hannesbo,Jogging Distance,4307.0
Marcus Hannesbo,Low Speed Running Count,277.88
Marcus Hannesbo,Low Speed Running Distance,1698.1
Marcus Hannesbo,Sprinting Count,37.88
Marcus Hannesbo,Sprinting Distance,673.2
Marcus Hannesbo,Total Distance,9430.92
Marcus Hannesbo,Walking Count,351.21
Marcus Hannesbo,Walking Distance,2276.86
Marcus Kristensen,High Speed Running Count,118.79
Marcus Kristensen,High Speed Running Distance,1114.39
Marcus Kristensen,Jogging Count,461.79
Marcus Kristensen,Jogging Distance,4116.57
Marcus Kristensen,Low Speed Running Count,234.13
Marcus Kristensen,Low Speed Running Distance,1704.71
Marcus Kristensen,Sprinting Count,43.5
Marcus Kristensen,Sprinting Distance,500.56
Marcus Kristensen,Total Distance,9214.21
Marcus Kristensen,Walking Count,326.14
Marcus Kristensen,Walking Distance,2231.54
Marcus Winther Hansen,High Speed Running Count,99.0
Marcus Winther Hansen,High Speed Running Distance,680.94
Marcus Winther Hansen,Jogging Count,418.5
Marcus Winther Hansen,Jogging Distance,3626.23
Marcus Winther Hansen,Low Speed Running Count,193.5
Marcus Winther Hansen,Low Speed Running Distance,1295.77
Marcus Winther Hansen,Sprinting Count,42.0
Marcus Winther Hansen,Sprinting Distance,921.78
Marcus Winther Hansen,Total Distance,8364.69
Marcus Winther Hansen,Walking Count,279.0
Marcus Winther Hansen,Walking Distance,2070.41
Marinus Due Grandt,High Speed Running Count,42.27
Marinus Due Grandt,High Speed Running Distance,364.31
Marinus Due Grandt,Jogging Count,440.07
Marinus Due Grandt,Jogging Distance,4864.86
Marinus Due Grandt,Low Speed Running Count,147.82
Marinus Due Grandt,Low Speed Running Distance,1212.77
Marinus Due Grandt,Sprinting Count,21.06
Marinus Due Grandt,Sprinting Distance,175.31
Marinus Due Grandt,Total Distance,9280.77
Marinus Due Grandt,Walking Count,337.09
Marinus Due Grandt,Walking Distance,2887.21
Marinus Larsen,High Speed Running Count,67.2
Marinus Larsen,High Speed Running Distance,659.23
Marinus Larsen,Jogging Count,487.06
Marinus Larsen,Jogging Distance,4470.8
Marinus Larsen,Low Speed Running Count,196.84
Marinus Larsen,Low Speed Running Distance,1632.92
Marinus Larsen,Sprinting Count,32.14
Marinus Larsen,Sprinting Distance,313.57
Marinus Larsen,Total Distance,9463.92
Marinus Larsen,Walking Count,344.65
Marinus Larsen,Walking Distance,2651.19
Marius Haudrum Jacobsen,High Speed Running Count,83.29
Marius Haudrum Jacobsen,High Speed Running Distance,771.44
Marius Haudrum Jacobsen,Jogging Count,455.04
Marius Haudrum Jacobsen,Jogging Distance,3424.04
Marius Haudrum Jacobsen,Low Speed Running Count,237.32
Marius Haudrum Jacobsen,Low Speed Running Distance,1534.97
Marius Haudrum Jacobsen,Sprinting Count,27.44
Marius Haudrum Jacobsen,Sprinting Distance,331.0
Marius Haudrum Jacobsen,Total Distance,8064.06
Marius Haudrum Jacobsen,Walking Count,315.29
Marius Haudrum Jacobsen,Walking Distance,2406.98
Marius Papuga,High Speed Running Count,90.0
Marius Papuga,High Speed Running Distance,837.63
Marius Papuga,Jogging Count,408.0
Marius Papuga,Jogging Distance,4127.82
Marius Papuga,Low Speed Running Count,198.0
Marius Papuga,Low Speed Running Distance,1505.28
Marius Papuga,Sprinting Count,36.0
Marius Papuga,Sprinting Distance,285.48
Marius Papuga,Total Distance,8249.46
Marius Papuga,Walking Count,258.0
Marius Papuga,Walking Distance,1962.78
Markus Jensen,High Speed Running Count,85.47
Markus Jensen,High Speed Running Distance,713.13
Markus Jensen,Jogging Count,438.15
Markus Jensen,Jogging Distance,3956.68
Markus Jensen,Low Speed Running Count,193.32
Markus Jensen,Low Speed Running Distance,1363.14
Markus Jensen,Sprinting Count,28.57
Markus Jensen,Sprinting Distance,421.71
Markus Jensen,Total Distance,8741.75
Markus Jensen,Walking Count,313.05
Markus Jensen,Walking Distance,2660.42
Markus Strom Bay,High Speed Running Count,59.76
Markus Strom Bay,High Speed Running Distance,535.65
Markus Strom Bay,Jogging Count,507.35
Markus Strom Bay,Jogging Distance,5054.06
Markus Strom Bay,Low Speed Running Count,215.82
Markus Strom Bay,Low Speed Running Distance,1615.89
Markus Strom Bay,Sprinting Count,22.42
Markus Strom Bay,Sprinting Distance,170.2
Markus Strom Bay,Total Distance,10141.61
Markus Strom Bay,Walking Count,372.26
Markus Strom Bay,Walking Distance,2814.57
Martin Hansen,High Speed Running Count,18.0
Martin Hansen,High Speed Running Distance,73.08
Martin Hansen,Jogging Count,111.43
Martin Hansen,Jogging Distance,694.01
Martin Hansen,Low Speed Running Count,20.25
Martin Hansen,Low Speed Running Distance,96.82
Martin Hansen,Sprinting Count,
Martin Hansen,Sprinting Distance,
Martin Hansen,Total Distance,3969.27
Martin Hansen,Walking Count,86.4
Martin Hansen,Walking Distance,3218.69
Martin Spelmann,High Speed Running Count,72.09
Martin Spelmann,High Speed Running Distance,747.15
Martin Spelmann,Jogging Count,393.93
Martin Spelmann,Jogging Distance,3819.17
Martin Spelmann,Low Speed Running Count,182.29
Martin Spelmann,Low Speed Running Distance,1423.01
Martin Spelmann,Sprinting Count,26.41
Martin Spelmann,Sprinting Distance,282.39
Martin Spelmann,Total Distance,8745.93
Martin Spelmann,Walking Count,264.07
Martin Spelmann,Walking Distance,2654.11
Marvin Egho,High Speed Running Count,62.48
Marvin Egho,High Speed Running Distance,542.28
Marvin Egho,Jogging Count,433.86
Marvin Egho,Jogging Distance,4298.55
Marvin Egho,Low Speed Running Count,161.53
Marvin Egho,Low Speed Running Distance,1044.49
Marvin Egho,Minute Splits,942.86
Marvin Egho,Sprinting Count,24.46
Marvin Egho,Sprinting Distance,282.91
Marvin Egho,Total Distance,8957.12
Marvin Egho,Walking Count,325.01
Marvin Egho,Walking Distance,3020.94
Matej Delac,High Speed Running Count,20.83
Matej Delac,High Speed Running Distance,129.73
Matej Delac,Jogging Count,156.94
Matej Delac,Jogging Distance,901.87
Matej Delac,Low Speed Running Count,32.6
Matej Delac,Low Speed Running Distance,182.41
Matej Delac,Sprinting Count,24.0
Matej Delac,Sprinting Distance,101.22
Matej Delac,Total Distance,4523.08
Matej Delac,Walking Count,111.37
Matej Delac,Walking Distance,3447.42
Mathias Andreasen,High Speed Running Count,108.0
Mathias Andreasen,High Speed Running Distance,1363.68
Mathias Andreasen,Jogging Count,337.5
Mathias Andreasen,Jogging Distance,4066.78
Mathias Andreasen,Low Speed Running Count,148.5
Mathias Andreasen,Low Speed Running Distance,936.36
Mathias Andreasen,Sprinting Count,36.0
Mathias Andreasen,Sprinting Distance,440.1
Mathias Andreasen,Total Distance,8094.15
Mathias Andreasen,Walking Count,279.0
Mathias Andreasen,Walking Distance,2189.12
Mathias Gehrt,High Speed Running Count,63.21
Mathias Gehrt,High Speed Running Distance,588.55
Mathias Gehrt,Jogging Count,472.5
Mathias Gehrt,Jogging Distance,5120.36
Mathias Gehrt,Low Speed Running Count,241.02
Mathias Gehrt,Low Speed Running Distance,2250.06
Mathias Gehrt,Sprinting Count,23.17
Mathias Gehrt,Sprinting Distance,189.35
Mathias Gehrt,Total Distance,10305.7
Mathias Gehrt,Walking Count,320.79
Mathias Gehrt,Walking Distance,2624.58
Mathias Haarup,High Speed Running Count,79.2
Mathias Haarup,High Speed Running Distance,708.64
Mathias Haarup,Jogging Count,447.48
Mathias Haarup,Jogging Distance,3880.83
Mathias Haarup,Low Speed Running Count,214.74
Mathias Haarup,Low Speed Running Distance,1410.48
Mathias Haarup,Sprinting Count,28.44
Mathias Haarup,Sprinting Distance,332.29
Mathias Haarup,Total Distance,8158.05
Mathias Haarup,Walking Count,324.78
Mathias Haarup,Walking Distance,2205.84
Mathias Kristensen,High Speed Running Count,86.26
Mathias Kristensen,High Speed Running Distance,716.21
Mathias Kristensen,Jogging Count,526.98
Mathias Kristensen,Jogging Distance,5022.43
Mathias Kristensen,Low Speed Running Count,242.8
Mathias Kristensen,Low Speed Running Distance,1746.76
Mathias Kristensen,Sprinting Count,31.69
Mathias Kristensen,Sprinting Distance,407.85
Mathias Kristensen,Total Distance,10531.31
Mathias Kristensen,Walking Count,371.47
Mathias Kristensen,Walking Distance,2714.47
Mathias Veltz,High Speed Running Count,110.62
Mathias Veltz,High Speed Running Distance,959.29
Mathias Veltz,Jogging Count,428.0
Mathias Veltz,Jogging Distance,3337.28
Mathias Veltz,Low Speed Running Count,229.12
Mathias Veltz,Low Speed Running Distance,1599.27
Mathias Veltz,Sprinting Count,33.75
Mathias Veltz,Sprinting Distance,474.87
Mathias Veltz,Total Distance,8339.72
Mathias Veltz,Walking Count,295.43
Mathias Veltz,Walking Distance,2391.14
Matti Olsen,High Speed Running Count,48.32
Matti Olsen,High Speed Running Distance,408.48
Matti Olsen,Jogging Count,454.53
Matti Olsen,Jogging Distance,4483.1
Matti Olsen,Low Speed Running Count,159.99
Matti Olsen,Low Speed Running Distance,1188.98
Matti Olsen,Sprinting Count,21.21
Matti Olsen,Sprinting Distance,232.46
Matti Olsen,Total Distance,8662.94
Matti Olsen,Walking Count,352.76
Matti Olsen,Walking Distance,2519.13
Mattias Jakobsen,High Speed Running Count,71.04
Mattias Jakobsen,High Speed Running Distance,676.42
Mattias Jakobsen,Jogging Count,475.68
Mattias Jakobsen,Jogging Distance,4844.24
Mattias Jakobsen,Low Speed Running Count,205.72
Mattias Jakobsen,Low Speed Running Distance,1651.16
Mattias Jakobsen,Sprinting Count,26.76
Mattias Jakobsen,Sprinting Distance,305.82
Mattias Jakobsen,Total Distance,9862.54
Mattias Jakobsen,Walking Count,341.68
Mattias Jakobsen,Walking Distance,2589.75
Mattias Lamhauge,High Speed Running Count,22.2
Mattias Lamhauge,High Speed Running Distance,95.26
Mattias Lamhauge,Jogging Count,195.6
Mattias Lamhauge,Jogging Distance,1329.86
Mattias Lamhauge,Low Speed Running Count,43.7
Mattias Lamhauge,Low Speed Running Distance,216.11
Mattias Lamhauge,Sprinting Count,18.0
Mattias Lamhauge,Sprinting Distance,96.14
Mattias Lamhauge,Total Distance,4827.18
Mattias Lamhauge,Walking Count,146.34
Mattias Lamhauge,Walking Distance,3329.04
Max Ejdum,High Speed Running Count,76.33
Max Ejdum,High Speed Running Distance,696.93
Max Ejdum,Jogging Count,494.5
Max Ejdum,Jogging Distance,4847.0
Max Ejdum,Low Speed Running Count,237.02
Max Ejdum,Low Speed Running Distance,1792.05
Max Ejdum,Sprinting Count,27.18
Max Ejdum,Sprinting Distance,274.6
Max Ejdum,Total Distance,9846.91
Max Ejdum,Walking Count,365.76
Max Ejdum,Walking Distance,2499.67
Max Fenger,High Speed Running Count,77.81
Max Fenger,High Speed Running Distance,706.95
Max Fenger,Jogging Count,494.87
Max Fenger,Jogging Distance,4481.48
Max Fenger,Low Speed Running Count,229.13
Max Fenger,Low Speed Running Distance,1761.25
Max Fenger,Sprinting Count,30.13
Max Fenger,Sprinting Distance,434.82
Max Fenger,Total Distance,10077.63
Max Fenger,Walking Count,338.13
Max Fenger,Walking Distance,2901.78
Max Nielsen,High Speed Running Count,155.29
Max Nielsen,High Speed Running Distance,1155.19
Max Nielsen,Jogging Count,489.64
Max Nielsen,Jogging Distance,4284.35
Max Nielsen,Low Speed Running Count,294.57
Max Nielsen,Low Speed Running Distance,1761.93
Max Nielsen,Sprinting Count,51.86
Max Nielsen,Sprinting Distance,1056.47
Max Nielsen,Total Distance,8571.94
Max Nielsen,Walking Count,350.57
Max Nielsen,Walking Distance,1571.5
Michael Chacon,High Speed Running Count,68.34
Michael Chacon,High Speed Running Distance,610.29
Michael Chacon,Jogging Count,504.3
Michael Chacon,Jogging Distance,4033.95
Michael Chacon,Low Speed Running Count,214.32
Michael Chacon,Low Speed Running Distance,1673.86
Michael Chacon,Sprinting Count,24.4
Michael Chacon,Sprinting Distance,280.64
Michael Chacon,Total Distance,8736.9
Michael Chacon,Walking Count,352.26
Michael Chacon,Walking Distance,2470.52
Michael Falkesgaard,High Speed Running Count,21.0
Michael Falkesgaard,High Speed Running Distance,81.13
Michael Falkesgaard,Jogging Count,114.78
Michael Falkesgaard,Jogging Distance,643.86
Michael Falkesgaard,Low Speed Running Count,35.38
Michael Falkesgaard,Low Speed Running Distance,117.76
Michael Falkesgaard,Sprinting Count,18.0
Michael Falkesgaard,Sprinting Distance,144.81
Michael Falkesgaard,Total Distance,3501.84
Michael Falkesgaard,Walking Count,80.57
Michael Falkesgaard,Walking Distance,2784.53
Mihajlo Ivancevic,High Speed Running Count,63.0
Mihajlo Ivancevic,High Speed Running Distance,501.98
Mihajlo Ivancevic,Jogging Count,385.2
Mihajlo Ivancevic,Jogging Distance,3689.53
Mihajlo Ivancevic,Low Speed Running Count,165.6
Mihajlo Ivancevic,Low Speed Running Distance,1288.12
Mihajlo Ivancevic,Sprinting Count,27.0
