Player,Metric,per 90
Sebastian Hausner,Total Distance,8577.23
Sebastian Hausner,Walking Count,330.03
Sebastian Hausner,Walking Distance,3011.07
Sebastian Larsen,High Speed Running Count,70.2
Sebastian Larsen,High Speed Running Distance,625.81
Sebastian Larsen,Jogging Count,490.06
Sebastian Larsen,Jogging Distance,4806.87
Sebastian Larsen,Low Speed Running Count,205.55
Sebastian Larsen,Low Speed Running Distance,1551.26
Sebastian Larsen,Minute Splits,900.0
Sebastian Larsen,Sprinting Count,28.13
Sebastian Larsen,Sprinting Distance,341.88
Sebastian Larsen,Total Distance,9552.86
Sebastian Larsen,Walking Count,367.42
Sebastian Larsen,Walking Distance,2446.2
Sebastian Pingel,High Speed Running Count,68.18
Sebastian Pingel,High Speed Running Distance,577.34
Sebastian Pingel,Jogging Count,486.14
Sebastian Pingel,Jogging Distance,4594.78
Sebastian Pingel,Low Speed Running Count,210.3
Sebastian Pingel,Low Speed Running Distance,1505.0
Sebastian Pingel,Sprinting Count,25.7
Sebastian Pingel,Sprinting Distance,276.27
Sebastian Pingel,Total Distance,9655.55
Sebastian Pingel,Walking Count,350.33
Sebastian Pingel,Walking Distance,2807.21
Sebastian Senna Clemmensen,High Speed Running Count,68.46
Sebastian Senna Clemmensen,High Speed Running Distance,669.73
Sebastian Senna Clemmensen,Jogging Count,452.93
Sebastian Senna Clemmensen,Jogging Distance,4760.57
Sebastian Senna Clemmensen,Low Speed Running Count,207.15
Sebastian Senna Clemmensen,Low Speed Running Distance,1437.07
Sebastian Senna Clemmensen,Sprinting Count,24.5
Sebastian Senna Clemmensen,Sprinting Distance,269.29
Sebastian Senna Clemmensen,Total Distance,9582.35
Sebastian Senna Clemmensen,Walking Count,345.19
Sebastian Senna Clemmensen,Walking Distance,2611.79
Selim Baskaya,High Speed Running Count,90.92
Selim Baskaya,High Speed Running Distance,879.44
Selim Baskaya,Jogging Count,488.69
Selim Baskaya,Jogging Distance,4663.15
Selim Baskaya,Low Speed Running Count,244.65
Selim Baskaya,Low Speed Running Distance,1734.53
Selim Baskaya,Sprinting Count,29.53
Selim Baskaya,Sprinting Distance,364.99
Selim Baskaya,Total Distance,9999.52
Selim Baskaya,Walking Count,343.27
Selim Baskaya,Walking Distance,2633.55
Shanyder Borgelin,High Speed Running Count,85.5
Shanyder Borgelin,High Speed Running Distance,809.06
Shanyder Borgelin,Jogging Count,459.0
Shanyder Borgelin,Jogging Distance,3554.37
Shanyder Borgelin,Low Speed Running Count,202.5
Shanyder Borgelin,Low Speed Running Distance,1127.97
Shanyder Borgelin,Sprinting Count,30.0
Shanyder Borgelin,Sprinting Distance,552.9
Shanyder Borgelin,Total Distance,7118.42
Shanyder Borgelin,Walking Count,351.0
Shanyder Borgelin,Walking Distance,2393.5
Simon Makienok,High Speed Running Count,45.02
Simon Makienok,High Speed Running Distance,313.05
Simon Makienok,Jogging Count,364.85
Simon Makienok,Jogging Distance,3092.97
Simon Makienok,Low Speed Running Count,142.9
Simon Makienok,Low Speed Running Distance,1180.06
Simon Makienok,Sprinting Count,21.24
Simon Makienok,Sprinting Distance,170.93
Simon Makienok,Total Distance,7499.38
Simon Makienok,Walking Count,254.61
Simon Makienok,Walking Distance,2968.08
Simon Peter Friis Sharif,High Speed Running Count,65.62
Simon Peter Friis Sharif,High Speed Running Distance,522.98
Simon Peter Friis Sharif,Jogging Count,456.25
Simon Peter Friis Sharif,Jogging Distance,3901.54
Simon Peter Friis Sharif,Low Speed Running Count,196.31
Simon Peter Friis Sharif,Low Speed Running Distance,1417.7
Simon Peter Friis Sharif,Sprinting Count,23.94
Simon Peter Friis Sharif,Sprinting Distance,313.18
Simon Peter Friis Sharif,Total Distance,8746.48
Simon Peter Friis Sharif,Walking Count,330.94
Simon Peter Friis Sharif,Walking Distance,2853.24
Solomon Opoku,High Speed Running Count,69.52
Solomon Opoku,High Speed Running Distance,617.07
Solomon Opoku,Jogging Count,469.62
Solomon Opoku,Jogging Distance,4321.36
Solomon Opoku,Low Speed Running Count,190.59
Solomon Opoku,Low Speed Running Distance,1390.74
Solomon Opoku,Sprinting Count,21.2
Solomon Opoku,Sprinting Distance,255.54
Solomon Opoku,Total Distance,8690.99
Solomon Opoku,Walking Count,328.13
Solomon Opoku,Walking Distance,2369.73
Soren Reese,High Speed Running Count,60.63
Soren Reese,High Speed Running Distance,577.55
Soren Reese,Jogging Count,432.0
Soren Reese,Jogging Distance,4206.52
Soren Reese,Low Speed Running Count,190.42
Soren Reese,Low Speed Running Distance,1644.59
Soren Reese,Sprinting Count,22.5
Soren Reese,Sprinting Distance,165.32
Soren Reese,Total Distance,9331.88
Soren Reese,Walking Count,314.53
Soren Reese,Walking Distance,2915.15
Sterling Yateke,High Speed Running Count,90.58
Sterling Yateke,High Speed Running Distance,773.63
Sterling Yateke,Jogging Count,539.09
Sterling Yateke,Jogging Distance,3810.57
Sterling Yateke,Low Speed Running Count,250.73
Sterling Yateke,Low Speed Running Distance,1644.38
Sterling Yateke,Sprinting Count,33.09
Sterling Yateke,Sprinting Distance,349.06
Sterling Yateke,Total Distance,9346.77
Sterling Yateke,Walking Count,363.05
Sterling Yateke,Walking Distance,2801.97
Theo Hansen,High Speed Running Count,113.55
Theo Hansen,High Speed Running Distance,1081.58
Theo Hansen,Jogging Count,470.5
Theo Hansen,Jogging Distance,4101.95
Theo Hansen,Low Speed Running Count,259.88
Theo Hansen,Low Speed Running Distance,1966.77
Theo Hansen,Sprinting Count,40.03
Theo Hansen,Sprinting Distance,691.21
Theo Hansen,Total Distance,9415.93
Theo Hansen,Walking Count,312.72
Theo Hansen,Walking Distance,2099.14
Tim Freriks,High Speed Running Count,70.31
Tim Freriks,High Speed Running Distance,568.15
Tim Freriks,Jogging Count,442.52
Tim Freriks,Jogging Distance,4051.35
Tim Freriks,Low Speed Running Count,179.04
Tim Freriks,Low Speed Running Distance,1086.38
Tim Freriks,Sprinting Count,29.41
Tim Freriks,Sprinting Distance,326.08
Tim Freriks,Total Distance,8558.94
Tim Freriks,Walking Count,316.01
Tim Freriks,Walking Distance,2616.59
Tobias Arndal,High Speed Running Count,79.37
Tobias Arndal,High Speed Running Distance,649.98
Tobias Arndal,Jogging Count,533.55
Tobias Arndal,Jogging Distance,4950.52
Tobias Arndal,Low Speed Running Count,241.69
Tobias Arndal,Low Speed Running Distance,1915.37
Tobias Arndal,Sprinting Count,25.87
Tobias Arndal,Sprinting Distance,275.72
Tobias Arndal,Total Distance,10430.31
Tobias Arndal,Walking Count,383.82
Tobias Arndal,Walking Distance,2852.71
Tobias Slotsager,High Speed Running Count,36.98
Tobias Slotsager,High Speed Running Distance,292.3
Tobias Slotsager,Jogging Count,395.06
Tobias Slotsager,Jogging Distance,3527.05
Tobias Slotsager,Low Speed Running Count,108.81
Tobias Slotsager,Low Speed Running Distance,758.57
Tobias Slotsager,Sprinting Count,22.5
Tobias Slotsager,Sprinting Distance,236.66
Tobias Slotsager,Total Distance,6953.62
Tobias Slotsager,Walking Count,322.93
Tobias Slotsager,Walking Distance,2416.96
Tobias Stagaard,High Speed Running Count,54.38
Tobias Stagaard,High Speed Running Distance,417.24
Tobias Stagaard,Jogging Count,461.92
Tobias Stagaard,Jogging Distance,4405.14
Tobias Stagaard,Low Speed Running Count,151.87
Tobias Stagaard,Low Speed Running Distance,1084.03
Tobias Stagaard,Sprinting Count,25.52
Tobias Stagaard,Sprinting Distance,250.61
Tobias Stagaard,Total Distance,8669.21
Tobias Stagaard,Walking Count,354.94
Tobias Stagaard,Walking Distance,2638.9
Tobias Vedel Blidegn,High Speed Running Count,119.6
Tobias Vedel Blidegn,High Speed Running Distance,972.0
Tobias Vedel Blidegn,Jogging Count,468.8
Tobias Vedel Blidegn,Jogging Distance,4428.98
Tobias Vedel Blidegn,Low Speed Running Count,284.2
Tobias Vedel Blidegn,Low Speed Running Distance,1924.54
Tobias Vedel Blidegn,Minute Splits,942.86
Tobias Vedel Blidegn,Sprinting Count,32.7
Tobias Vedel Blidegn,Sprinting Distance,400.79
Tobias Vedel Blidegn,Total Distance,9805.76
Tobias Vedel Blidegn,Walking Count,337.0
Tobias Vedel Blidegn,Walking Distance,2237.71
Tom Trybull,High Speed Running Count,43.2
Tom Trybull,High Speed Running Distance,545.52
Tom Trybull,Jogging Count,401.4
Tom Trybull,Jogging Distance,4723.56
Tom Trybull,Low Speed Running Count,160.2
Tom Trybull,Low Speed Running Distance,1400.2
Tom Trybull,Sprinting Count,
Tom Trybull,Sprinting Distance,36.45
Tom Trybull,Total Distance,8725.21
Tom Trybull,Walking Count,316.8
Tom Trybull,Walking Distance,2172.29
Valdemar Birkso,High Speed Running Count,21.0
Valdemar Birkso,High Speed Running Distance,102.34
Valdemar Birkso,Jogging Count,173.7
Valdemar Birkso,Jogging Distance,895.72
Valdemar Birkso,Low Speed Running Count,29.82
Valdemar Birkso,Low Speed Running Distance,101.42
Valdemar Birkso,Minute Splits,900.0
Valdemar Birkso,Sprinting Count,
Valdemar Birkso,Sprinting Distance,35.82
Valdemar Birkso,Total Distance,3880.86
Valdemar Birkso,Walking Count,123.3
Valdemar Birkso,Walking Distance,2890.25
Valdemar Montell,High Speed Running Count,62.02
Valdemar Montell,High Speed Running Distance,470.14
Valdemar Montell,Jogging Count,503.75
Valdemar Montell,Jogging Distance,4412.03
Valdemar Montell,Low Speed Running Count,168.66
Valdemar Montell,Low Speed Running Distance,1134.1
Valdemar Montell,Sprinting Count,26.39
Valdemar Montell,Sprinting Distance,270.47
Valdemar Montell,Total Distance,9168.59
Valdemar Montell,Walking Count,377.79
Valdemar Montell,Walking Distance,3026.37
Victor Mpindi,High Speed Running Count,55.72
Victor Mpindi,High Speed Running Distance,509.01
Victor Mpindi,Jogging Count,429.06
Victor Mpindi,Jogging Distance,3811.61
Victor Mpindi,Low Speed Running Count,177.43
Victor Mpindi,Low Speed Running Distance,1366.33
Victor Mpindi,Sprinting Count,23.4
Victor Mpindi,Sprinting Distance,173.61
Victor Mpindi,Total Distance,8415.41
Victor Mpindi,Walking Count,325.7
Victor Mpindi,Walking Distance,2676.77
Viljar Myhra,High Speed Running Count,21.3
Viljar Myhra,High Speed Running Distance,118.45
Viljar Myhra,Jogging Count,189.55
Viljar Myhra,Jogging Distance,1328.87
Viljar Myhra,Low Speed Running Count,31.56
Viljar Myhra,Low Speed Running Distance,167.43
Viljar Myhra,Sprinting Count,18.0
Viljar Myhra,Sprinting Distance,247.95
Viljar Myhra,Total Distance,5096.05
Viljar Myhra,Walking Count,151.78
Viljar Myhra,Walking Distance,3624.14
Villads Rasmussen,High Speed Running Count,111.14
Villads Rasmussen,High Speed Running Distance,952.6
Villads Rasmussen,Jogging Count,554.62
Villads Rasmussen,Jogging Distance,4346.7
Villads Rasmussen,Low Speed Running Count,264.04
Villads Rasmussen,Low Speed Running Distance,1994.09
Villads Rasmussen,Sprinting Count,39.11
Villads Rasmussen,Sprinting Distance,467.24
Villads Rasmussen,Total Distance,10434.22
Villads Rasmussen,Walking Count,372.29
Villads Rasmussen,Walking Distance,2759.33
Villads Westh,High Speed Running Count,85.57
Villads Westh,High Speed Running Distance,684.29
Villads Westh,Jogging Count,533.71
Villads Westh,Jogging Distance,4605.35
Villads Westh,Low Speed Running Count,255.32
Villads Westh,Low Speed Running Distance,1843.37
Villads Westh,Sprinting Count,32.09
Villads Westh,Sprinting Distance,319.25
Villads Westh,Total Distance,9968.54
Villads Westh,Walking Count,372.33
Villads Westh,Walking Distance,2673.5
William Madsen,High Speed Running Count,58.84
William Madsen,High Speed Running Distance,504.93
William Madsen,Jogging Count,538.66
William Madsen,Jogging Distance,4933.24
William Madsen,Low Speed Running Count,216.85
William Madsen,Low Speed Running Distance,1766.42
William Madsen,Minute Splits,942.86
William Madsen,Sprinting Count,22.96
William Madsen,Sprinting Distance,269.02
William Madsen,Total Distance,10081.27
William Madsen,Walking Count,388.09
William Madsen,Walking Distance,2812.24
William Martin,High Speed Running Count,74.1
William Martin,High Speed Running Distance,615.91
William Martin,Jogging Count,397.98
William Martin,Jogging Distance,3802.74
William Martin,Low Speed Running Count,196.57
William Martin,Low Speed Running Distance,1411.75
William Martin,Sprinting Count,25.5
William Martin,Sprinting Distance,272.33
William Martin,Total Distance,7685.36
William Martin,Walking Count,284.38
William Martin,Walking Distance,1818.91
Yacine Bourhane,High Speed Running Count,91.02
Yacine Bourhane,High Speed Running Distance,780.74
Yacine Bourhane,Jogging Count,523.83
Yacine Bourhane,Jogging Distance,4504.67
Yacine Bourhane,Low Speed Running Count,241.81
Yacine Bourhane,Low Speed Running Distance,1750.74
Yacine Bourhane,Sprinting Count,29.47
Yacine Bourhane,Sprinting Distance,309.54
Yacine Bourhane,Total Distance,10137.68
Yacine Bourhane,Walking Count,368.79
Yacine Bourhane,Walking Distance,2908.73
Youssef Dhaflaoui,High Speed Running Count,82.18
Youssef Dhaflaoui,High Speed Running Distance,662.7
Youssef Dhaflaoui,Jogging Count,413.11
Youssef Dhaflaoui,Jogging Distance,3912.75
Youssef Dhaflaoui,Low Speed Running Count,203.04
Youssef Dhaflaoui,Low Speed Running Distance,1435.52
Youssef Dhaflaoui,Sprinting Count,29.85
Youssef Dhaflaoui,Sprinting Distance,383.72
Youssef Dhaflaoui,Total Distance,8607.24
Youssef Dhaflaoui,Walking Count,304.92
Youssef Dhaflaoui,Walking Distance,2412.7
Zander Hyltoft,High Speed Running Count,85.61
Zander Hyltoft,High Speed Running Distance,676.29
Zander Hyltoft,Jogging Count,546.5
Zander Hyltoft,Jogging Distance,5102.02
Zander Hyltoft,Low Speed Running Count,251.68
Zander Hyltoft,Low Speed Running Distance,1748.27
Zander Hyltoft,Sprinting Count,31.01
Zander Hyltoft,Sprinting Distance,363.19
Zander Hyltoft,Total Distance,10482.16
Zander Hyltoft,Walking Count,380.22
Zander Hyltoft,Walking Distance,2777.63
