type,overall.away,overall.home,overall.middle,interval_type,interval,away,home,middle,label,match_id,date,home_team,away_team
territorialThird,24.4,31.9,43.7,5,81-85,18.4,55.3,26.3,Esbjerg vs OB,5vjn0dtuqrd9fmnqncz9uxn9w,2024-07-20,Esbjerg,OB
territorialThird,24.4,31.9,43.7,5,86-90,38.5,29.8,31.7,Esbjerg vs OB,5vjn0dtuqrd9fmnqncz9uxn9w,2024-07-20,Esbjerg,OB
territorialThird,24.4,31.9,43.7,15,0-15,14.6,35.4,50.0,Esbjerg vs OB,5vjn0dtuqrd9fmnqncz9uxn9w,2024-07-20,Esbjerg,OB
territorialThird,24.4,31.9,43.7,15,16-30,24.6,25.4,50.0,Esbjerg vs OB,5vjn0dtuqrd9fmnqncz9uxn9w,2024-07-20,Esbjerg,OB
territorialThird,24.4,31.9,43.7,15,31-45,40.6,29.4,30.0,Esbjerg vs OB,5vjn0dtuqrd9fmnqncz9uxn9w,2024-07-20,Esbjerg,OB
territorialThird,24.4,31.9,43.7,15,46-60,25.5,23.4,51.1,Esbjerg vs OB,5vjn0dtuqrd9fmnqncz9uxn9w,2024-07-20,Esbjerg,OB
territorialThird,24.4,31.9,43.7,15,61-75,11.7,33.3,55.0,Esbjerg vs OB,5vjn0dtuqrd9fmnqncz9uxn9w,2024-07-20,Esbjerg,OB
territorialThird,24.4,31.9,43.7,15,76-90,27.2,41.1,31.7,Esbjerg vs OB,5vjn0dtuqrd9fmnqncz9uxn9w,2024-07-20,Esbjerg,OB
territorialThird,24.4,31.9,43.7,45,0-45,26.1,30.5,43.4,Esbjerg vs OB,5vjn0dtuqrd9fmnqncz9uxn9w,2024-07-20,Esbjerg,OB
territorialThird,24.4,31.9,43.7,45,46-90,22.7,33.3,44.0,Esbjerg vs OB,5vjn0dtuqrd9fmnqncz9uxn9w,2024-07-20,Esbjerg,OB
ballPossession,41.8,58.2,NaN,5,0-5,20.3,79.7,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
ballPossession,41.8,58.2,NaN,5,6-10,38.5,61.5,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
ballPossession,41.8,58.2,NaN,5,11-15,38.9,61.1,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
ballPossession,41.8,58.2,NaN,5,16-20,43.4,56.6,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
ballPossession,41.8,58.2,NaN,5,21-25,47.9,52.1,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
ballPossession,41.8,58.2,NaN,5,26-30,51.8,48.2,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
ballPossession,41.8,58.2,NaN,5,31-35,64.0,36.0,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
ballPossession,41.8,58.2,NaN,5,36-40,40.7,59.3,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
ballPossession,41.8,58.2,NaN,5,41-45,53.8,46.2,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
ballPossession,41.8,58.2,NaN,5,46-50,68.2,31.8,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
ballPossession,41.8,58.2,NaN,5,51-55,38.8,61.2,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
ballPossession,41.8,58.2,NaN,5,56-60,23.4,76.6,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
ballPossession,41.8,58.2,NaN,5,61-65,45.5,54.5,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
ballPossession,41.8,58.2,NaN,5,66-70,35.3,64.7,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
ballPossession,41.8,58.2,NaN,5,71-75,36.8,63.2,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
ballPossession,41.8,58.2,NaN,5,76-80,35.0,65.0,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
ballPossession,41.8,58.2,NaN,5,81-85,49.0,51.0,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
ballPossession,41.8,58.2,NaN,5,86-90,30.9,69.1,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
ballPossession,41.8,58.2,NaN,15,0-15,33.2,66.8,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
ballPossession,41.8,58.2,NaN,15,16-30,47.8,52.2,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
ballPossession,41.8,58.2,NaN,15,31-45,52.3,47.7,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
ballPossession,41.8,58.2,NaN,15,46-60,42.9,57.1,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
ballPossession,41.8,58.2,NaN,15,61-75,39.8,60.2,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
ballPossession,41.8,58.2,NaN,15,76-90,36.6,63.4,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
ballPossession,41.8,58.2,NaN,45,0-45,43.8,56.2,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
ballPossession,41.8,58.2,NaN,45,46-90,39.3,60.7,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorial,49.2,50.8,NaN,5,0-5,57.6,42.4,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorial,49.2,50.8,NaN,5,6-10,35.4,64.6,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorial,49.2,50.8,NaN,5,11-15,65.3,34.7,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorial,49.2,50.8,NaN,5,16-20,49.1,50.9,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorial,49.2,50.8,NaN,5,21-25,62.5,37.5,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorial,49.2,50.8,NaN,5,26-30,60.7,39.3,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorial,49.2,50.8,NaN,5,31-35,28.0,72.0,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorial,49.2,50.8,NaN,5,36-40,45.8,54.2,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorial,49.2,50.8,NaN,5,41-45,50.8,49.2,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorial,49.2,50.8,NaN,5,46-50,45.5,54.5,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorial,49.2,50.8,NaN,5,51-55,55.1,44.9,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorial,49.2,50.8,NaN,5,56-60,74.5,25.5,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorial,49.2,50.8,NaN,5,61-65,39.4,60.6,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorial,49.2,50.8,NaN,5,66-70,41.2,58.8,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorial,49.2,50.8,NaN,5,71-75,71.1,28.9,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorial,49.2,50.8,NaN,5,76-80,35.0,65.0,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorial,49.2,50.8,NaN,5,81-85,43.1,56.9,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorial,49.2,50.8,NaN,5,86-90,34.0,66.0,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorial,49.2,50.8,NaN,15,0-15,53.1,46.9,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorial,49.2,50.8,NaN,15,16-30,57.3,42.7,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorial,49.2,50.8,NaN,15,31-45,42.5,57.5,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorial,49.2,50.8,NaN,15,46-60,58.6,41.4,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorial,49.2,50.8,NaN,15,61-75,53.4,46.6,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorial,49.2,50.8,NaN,15,76-90,36.6,63.4,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorial,49.2,50.8,NaN,45,0-45,50.9,49.1,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorial,49.2,50.8,NaN,45,46-90,47.1,52.9,NaN,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorialThird,23.4,27.5,49.1,5,0-5,25.4,49.2,25.4,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorialThird,23.4,27.5,49.1,5,6-10,30.8,12.3,56.9,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorialThird,23.4,27.5,49.1,5,11-15,11.1,31.9,57.0,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorialThird,23.4,27.5,49.1,5,16-20,17.0,28.3,54.7,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorialThird,23.4,27.5,49.1,5,21-25,10.4,29.2,60.4,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorialThird,23.4,27.5,49.1,5,26-30,19.6,44.6,35.8,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorialThird,23.4,27.5,49.1,5,31-35,30.0,20.0,50.0,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorialThird,23.4,27.5,49.1,5,36-40,23.7,20.3,56.0,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorialThird,23.4,27.5,49.1,5,41-45,9.2,35.4,55.4,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorialThird,23.4,27.5,49.1,5,46-50,20.5,22.7,56.8,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorialThird,23.4,27.5,49.1,5,51-55,22.4,24.5,53.1,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorialThird,23.4,27.5,49.1,5,56-60,17.0,51.1,31.9,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorialThird,23.4,27.5,49.1,5,61-65,27.3,18.2,54.5,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorialThird,23.4,27.5,49.1,5,66-70,35.3,17.6,47.1,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorialThird,23.4,27.5,49.1,5,71-75,7.9,42.1,50.0,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorialThird,23.4,27.5,49.1,5,76-80,48.3,8.3,43.4,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorialThird,23.4,27.5,49.1,5,81-85,15.7,17.6,66.7,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorialThird,23.4,27.5,49.1,5,86-90,41.5,21.3,37.2,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorialThird,23.4,27.5,49.1,15,0-15,21.9,30.6,47.5,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorialThird,23.4,27.5,49.1,15,16-30,15.9,34.4,49.7,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorialThird,23.4,27.5,49.1,15,31-45,20.1,25.9,54.0,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorialThird,23.4,27.5,49.1,15,46-60,20.0,32.9,47.1,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorialThird,23.4,27.5,49.1,15,61-75,20.5,28.4,51.1,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorialThird,23.4,27.5,49.1,15,76-90,37.1,16.6,46.3,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorialThird,23.4,27.5,49.1,45,0-45,19.5,30.2,50.3,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
territorialThird,23.4,27.5,49.1,45,46-90,28.2,24.2,47.6,Horsens vs Fredericia,5vzud50zb2yp8fwqvfjkjfk0k,2024-07-21,Horsens,Fredericia
ballPossession,43.4,56.6,NaN,5,0-5,33.3,66.7,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
ballPossession,43.4,56.6,NaN,5,6-10,37.1,62.9,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
ballPossession,43.4,56.6,NaN,5,11-15,61.2,38.8,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
ballPossession,43.4,56.6,NaN,5,16-20,29.1,70.9,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
ballPossession,43.4,56.6,NaN,5,21-25,17.5,82.5,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
ballPossession,43.4,56.6,NaN,5,26-30,40.0,60.0,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
ballPossession,43.4,56.6,NaN,5,31-35,39.0,61.0,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
ballPossession,43.4,56.6,NaN,5,36-40,20.0,80.0,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
ballPossession,43.4,56.6,NaN,5,41-45,67.1,32.9,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
ballPossession,43.4,56.6,NaN,5,46-50,66.7,33.3,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
ballPossession,43.4,56.6,NaN,5,51-55,43.5,56.5,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
ballPossession,43.4,56.6,NaN,5,56-60,19.2,80.8,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
ballPossession,43.4,56.6,NaN,5,61-65,51.2,48.8,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
ballPossession,43.4,56.6,NaN,5,66-70,68.8,31.2,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
ballPossession,43.4,56.6,NaN,5,71-75,43.8,56.2,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
ballPossession,43.4,56.6,NaN,5,76-80,58.1,41.9,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
ballPossession,43.4,56.6,NaN,5,81-85,36.6,63.4,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
ballPossession,43.4,56.6,NaN,5,86-90,52.4,47.6,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
ballPossession,43.4,56.6,NaN,15,0-15,43.8,56.2,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
ballPossession,43.4,56.6,NaN,15,16-30,26.7,73.3,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
ballPossession,43.4,56.6,NaN,15,31-45,45.7,54.3,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
ballPossession,43.4,56.6,NaN,15,46-60,46.2,53.8,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
ballPossession,43.4,56.6,NaN,15,61-75,51.6,48.4,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
ballPossession,43.4,56.6,NaN,15,76-90,50.0,50.0,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
ballPossession,43.4,56.6,NaN,45,0-45,39.2,60.8,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
ballPossession,43.4,56.6,NaN,45,46-90,48.8,51.2,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorial,39.4,60.6,NaN,5,0-5,48.6,51.4,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorial,39.4,60.6,NaN,5,6-10,62.9,37.1,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorial,39.4,60.6,NaN,5,11-15,52.2,47.8,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorial,39.4,60.6,NaN,5,16-20,41.8,58.2,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorial,39.4,60.6,NaN,5,21-25,27.0,73.0,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorial,39.4,60.6,NaN,5,26-30,30.0,70.0,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorial,39.4,60.6,NaN,5,31-35,24.4,75.6,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorial,39.4,60.6,NaN,5,36-40,41.7,58.3,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorial,39.4,60.6,NaN,5,41-45,35.3,64.7,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorial,39.4,60.6,NaN,5,46-50,46.7,53.3,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorial,39.4,60.6,NaN,5,51-55,39.1,60.9,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorial,39.4,60.6,NaN,5,56-60,21.2,78.8,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorial,39.4,60.6,NaN,5,61-65,18.6,81.4,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorial,39.4,60.6,NaN,5,66-70,62.5,37.5,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorial,39.4,60.6,NaN,5,71-75,46.9,53.1,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorial,39.4,60.6,NaN,5,76-80,23.3,76.7,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorial,39.4,60.6,NaN,5,81-85,43.9,56.1,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorial,39.4,60.6,NaN,5,86-90,39.0,61.0,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorial,39.4,60.6,NaN,15,0-15,54.2,45.8,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorial,39.4,60.6,NaN,15,16-30,34.3,65.7,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorial,39.4,60.6,NaN,15,31-45,34.9,65.1,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorial,39.4,60.6,NaN,15,46-60,37.0,63.0,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorial,39.4,60.6,NaN,15,61-75,36.3,63.7,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorial,39.4,60.6,NaN,15,76-90,36.1,63.9,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorial,39.4,60.6,NaN,45,0-45,41.7,58.3,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorial,39.4,60.6,NaN,45,46-90,36.5,63.5,NaN,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorialThird,33.1,19.6,47.3,5,0-5,30.6,12.5,56.9,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorialThird,33.1,19.6,47.3,5,6-10,9.7,37.1,53.2,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorialThird,33.1,19.6,47.3,5,11-15,34.3,28.4,37.3,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorialThird,33.1,19.6,47.3,5,16-20,35.4,26.6,38.0,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorialThird,33.1,19.6,47.3,5,21-25,38.1,6.3,55.6,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorialThird,33.1,19.6,47.3,5,26-30,50.0,13.3,36.7,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorialThird,33.1,19.6,47.3,5,31-35,43.9,14.6,41.5,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorialThird,33.1,19.6,47.3,5,36-40,30.0,13.3,56.7,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorialThird,33.1,19.6,47.3,5,41-45,30.6,15.3,54.1,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorialThird,33.1,19.6,47.3,5,46-50,29.3,34.7,36.0,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorialThird,33.1,19.6,47.3,5,51-55,32.6,21.7,45.7,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorialThird,33.1,19.6,47.3,5,56-60,46.2,7.7,46.1,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorialThird,33.1,19.6,47.3,5,61-65,44.2,4.7,51.1,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorialThird,33.1,19.6,47.3,5,66-70,25.0,31.2,43.8,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorialThird,33.1,19.6,47.3,5,71-75,21.9,40.6,37.5,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorialThird,33.1,19.6,47.3,5,76-80,46.5,7.0,46.5,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorialThird,33.1,19.6,47.3,5,81-85,26.8,26.8,46.4,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorialThird,33.1,19.6,47.3,5,86-90,30.5,15.9,53.6,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
territorialThird,33.1,19.6,47.3,15,0-15,25.4,25.4,49.2,Hillerød vs Hobro,5wg9cdczccjfgs2hctntatt04,2024-07-21,Hillerød,Hobro
