playerName,playerId,contestantId,team_name,typeId,321,322,9,24,25,26,label,match_id,date
A. Justinussen,uiyol728wan4mxco2foplknp,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,16,0.543217122554779,0.948126494884491,,NaN,NaN,,Hillerød vs HB Køge,64asahp9xtmrj6tt53ghkam1g,2024-08-16
A. Taranis,m031ocyfq011rual3olkegdm,bd4qakf7j0wwie8wke9km7uj8,Roskilde,14,0.03643098473548889,0.0,,,NaN,,Fredericia vs Roskilde,64o9dmwumoh7ybeg7hb62m3o4,2024-08-16
E. Nielsen,7pnxa8wzxx5qxevcckxdd62tx,bd4qakf7j0wwie8wke9km7uj8,Roskilde,16,0.14687412977218628,0.488115131855011,,,NaN,,Fredericia vs Roskilde,64o9dmwumoh7ybeg7hb62m3o4,2024-08-16
R. Arabaci,7h02v4ymnko5fh01iylbh34es,bd4qakf7j0wwie8wke9km7uj8,Roskilde,15,0.09399072825908661,0.0,,,NaN,,Fredericia vs Roskilde,64o9dmwumoh7ybeg7hb62m3o4,2024-08-16
A. Muçolli,289rctmvd5ppy9zqn98jbe4et,6wwwud48qahpwrfxs20334qk5,Fredericia,16,0.11841746419668198,0.32564154267311096,,,NaN,,Fredericia vs Roskilde,64o9dmwumoh7ybeg7hb62m3o4,2024-08-16
O. Juul,aejgqvdw1jftxaa538kaa15w4,bd4qakf7j0wwie8wke9km7uj8,Roskilde,13,0.03701072186231613,0.0,,,NaN,,Fredericia vs Roskilde,64o9dmwumoh7ybeg7hb62m3o4,2024-08-16
A. Muçolli,289rctmvd5ppy9zqn98jbe4et,6wwwud48qahpwrfxs20334qk5,Fredericia,15,0.02642401121556759,0.09197386354207993,,,NaN,,Fredericia vs Roskilde,64o9dmwumoh7ybeg7hb62m3o4,2024-08-16
A. Maarup,cf6zq49y8v1ekw07e7yi3uac,bd4qakf7j0wwie8wke9km7uj8,Roskilde,15,0.05940457060933113,0.0,,,NaN,,Fredericia vs Roskilde,64o9dmwumoh7ybeg7hb62m3o4,2024-08-16
A. Maarup,cf6zq49y8v1ekw07e7yi3uac,bd4qakf7j0wwie8wke9km7uj8,Roskilde,15,0.0932958647608757,0.0,,,NaN,,Fredericia vs Roskilde,64o9dmwumoh7ybeg7hb62m3o4,2024-08-16
A. Muçolli,289rctmvd5ppy9zqn98jbe4et,6wwwud48qahpwrfxs20334qk5,Fredericia,13,0.10835517197847366,0.0,,,NaN,,Fredericia vs Roskilde,64o9dmwumoh7ybeg7hb62m3o4,2024-08-16
G. Marcussen,ayxi2m0g0pm6rl1ba5pto66z9,6wwwud48qahpwrfxs20334qk5,Fredericia,16,0.12776410579681396,0.5700942873954773,,,NaN,,Fredericia vs Roskilde,64o9dmwumoh7ybeg7hb62m3o4,2024-08-16
E. Nielsen,7pnxa8wzxx5qxevcckxdd62tx,bd4qakf7j0wwie8wke9km7uj8,Roskilde,15,0.1075144112110138,0.16898295283317566,,,NaN,,Fredericia vs Roskilde,64o9dmwumoh7ybeg7hb62m3o4,2024-08-16
A. Bøndergaard,9jqox80arzpytv1b136jobhpm,6wwwud48qahpwrfxs20334qk5,Fredericia,13,0.018117766827344894,0.0,,,NaN,,Fredericia vs Roskilde,64o9dmwumoh7ybeg7hb62m3o4,2024-08-16
A. Taranis,m031ocyfq011rual3olkegdm,bd4qakf7j0wwie8wke9km7uj8,Roskilde,13,0.024036483839154243,0.0,,,NaN,,Fredericia vs Roskilde,64o9dmwumoh7ybeg7hb62m3o4,2024-08-16
J. Lindekilde,23sc7wc7my7wes6cuaxw1v0no,6wwwud48qahpwrfxs20334qk5,Fredericia,15,0.05576363205909729,0.1277557611465454,,,NaN,,Fredericia vs Roskilde,64o9dmwumoh7ybeg7hb62m3o4,2024-08-16
