,timeMin,timeSec,x,y,team_name,playerName,id,label,date,typeId,assist,sequence_duration,sequenceId,sequence_xG,5.0,6.0,9.0,24.0,25.0,26.0,107.0,321.0,322.0,match_state,distance to opp goal,possession_index,start_possession_distance
127854,39,32,83.7,55.6,Kolding,V. Westh,2722773851,Hobro vs Kolding,2024-09-20,15,,1,128.0,0.0885315090417862,nan,nan,none,nan,nan,none,nan,0.0885315090417862,0.2910532057285309,draw,17.235138525698012,2.0,29.986663702386092
127899,45,26,88.0,43.4,Hobro,S. Andreasen,2722777857,Hobro vs Kolding,2024-09-20,16,,0,146.0,0.0807311981916427,nan,nan,none,nan,nan,none,nan,0.0807311981916427,0.2029955387115478,draw,13.695254652615994,1.0,13.695254652615994
127935,45,49,89.0,36.4,Kolding,A. Beck,2722785723,Hobro vs Kolding,2024-09-20,1,,2,154.0,0.2365777045488357,nan,nan,none,nan,nan,none,nan,,,Hobro,17.491712323268985,1.0,17.491712323268985
127936,45,51,90.2,47.4,Kolding,S. Yatéké,2722785725,Hobro vs Kolding,2024-09-20,15,,2,154.0,0.2365777045488357,nan,nan,none,nan,nan,none,nan,0.2365777045488357,0.0,Hobro,10.139033484509259,2.0,17.491712323268985
127916,46,57,81.1,29.1,Kolding,V. Westh,2722778555,Hobro vs Kolding,2024-09-20,14,,0,150.0,0.0171946361660957,nan,nan,none,nan,nan,none,nan,0.0171946361660957,0.0,Hobro,28.178360491696463,1.0,28.178360491696463
128039,55,36,63.1,78.5,Hobro,F. Dietz,2722793011,Hobro vs Kolding,2024-09-20,8,,4,189.0,0.0103762429207563,nan,nan,none,nan,nan,none,nan,,,Hobro,46.62467158061276,1.0,46.62467158061276
128040,55,39,66.4,71.4,Hobro,L. Klitten,2722792871,Hobro vs Kolding,2024-09-20,1,,4,189.0,0.0103762429207563,nan,nan,none,nan,nan,none,nan,,,Hobro,39.83616447400527,2.0,46.62467158061276
128041,55,40,75.4,67.3,Hobro,S. Andreasen,2722792915,Hobro vs Kolding,2024-09-20,15,,4,189.0,0.0103762429207563,nan,nan,none,nan,nan,none,nan,0.0103762429207563,0.018922010436654,Hobro,30.07407521437691,3.0,46.62467158061276
129005,6,13,83.4,38.7,OB,L. Kjerrumgaard,2713232773,Hobro vs OB,2024-08-25,15,,0,22.0,0.0602583400905132,nan,nan,none,nan,nan,nan,nan,0.0602583400905132,0.0,draw,20.081085628023196,1.0,20.081085628023196
129103,16,13,79.1,18.6,OB,L. Deedson,2713240745,Hobro vs OB,2024-08-25,1,,3,48.0,0.0532248429954052,nan,nan,none,nan,nan,nan,nan,,,draw,37.71962354000899,1.0,37.71962354000899
129104,16,16,88.8,51.5,OB,L. Kjerrumgaard,2713245613,Hobro vs OB,2024-08-25,13,,3,48.0,0.0532248429954052,nan,nan,none,nan,nan,nan,nan,0.0532248429954052,0.2029547244310379,draw,11.300000000000002,2.0,37.71962354000899
129180,21,26,87.0,48.3,OB,L. Kjerrumgaard,2713243583,Hobro vs OB,2024-08-25,15,,0,61.0,0.3029409348964691,nan,nan,none,nan,nan,nan,nan,0.3029409348964691,0.1880750358104705,OB,13.110682667199296,1.0,13.110682667199296
129466,45,33,93.3,54.4,OB,L. Deedson,2713262393,Hobro vs OB,2024-08-25,15,,0,121.0,0.169922336935997,nan,nan,none,nan,nan,nan,nan,0.169922336935997,0.2972727417945862,OB,8.015609770940701,1.0,8.015609770940701
129644,64,8,93.1,67.9,OB,L. Deedson,2713298761,Hobro vs OB,2024-08-25,13,,0,169.0,0.0398372784256935,nan,nan,none,nan,nan,nan,nan,0.0398372784256935,0.0,OB,19.18384737220353,1.0,19.18384737220353
129672,67,2,92.4,59.1,OB,M. Fenger,2713301205,Hobro vs OB,2024-08-25,16,,0,176.0,0.5526981353759766,nan,nan,none,nan,nan,nan,nan,0.5526981353759766,0.8341273069381714,OB,11.85622199522259,1.0,11.85622199522259
129832,88,39,47.0,50.4,OB,W. Martin,2713316347,Hobro vs OB,2024-08-25,3,,8,226.0,0.0484962910413742,nan,nan,none,nan,nan,nan,nan,,,OB,53.00150941246862,1.0,53.00150941246862
129833,88,42,48.1,58.7,OB,W. Martin,2713316381,Hobro vs OB,2024-08-25,1,,8,226.0,0.0484962910413742,nan,nan,none,nan,nan,nan,nan,,,OB,52.624138947825074,2.0,53.00150941246862
129834,88,43,48.8,42.4,OB,M. Ejdum,2713320453,Hobro vs OB,2024-08-25,1,,8,226.0,0.0484962910413742,nan,nan,none,nan,nan,nan,nan,,,OB,51.76098917138273,3.0,53.00150941246862
129835,88,46,64.9,35.4,OB,L. Deedson,2713316413,Hobro vs OB,2024-08-25,3,,8,226.0,0.0484962910413742,nan,nan,none,nan,nan,nan,nan,,,OB,38.01539161971108,4.0,53.00150941246862
129836,88,47,81.9,37.0,OB,L. Deedson,2713316417,Hobro vs OB,2024-08-25,15,,8,226.0,0.0484962910413742,nan,nan,none,nan,nan,nan,nan,0.0484962910413742,0.0226098392158746,OB,22.284748147555984,5.0,53.00150941246862
129870,92,20,87.5,46.0,OB,L. Deedson,2713319665,Hobro vs OB,2024-08-25,15,,0,234.0,0.0853192284703254,nan,nan,none,nan,nan,nan,nan,0.0853192284703254,0.0,OB,13.124404748406688,1.0,13.124404748406688
130541,22,53,42.3,72.0,Hobro,Z. Hyltoft,2730041229,Hobro vs Roskilde,2024-10-04,1,,11,59.0,0.1141211539506912,nan,nan,nan,nan,nan,none,nan,,,draw,61.75184207778745,1.0,61.75184207778745
130542,22,56,46.3,38.3,Hobro,V. Rasmussen,2730041251,Hobro vs Roskilde,2024-10-04,1,,11,59.0,0.1141211539506912,nan,nan,nan,nan,nan,none,nan,,,draw,54.959803493098484,2.0,61.75184207778745
130543,22,59,52.0,21.9,Hobro,E. Søgaard,2730041269,Hobro vs Roskilde,2024-10-04,1,,11,59.0,0.1141211539506912,nan,nan,nan,nan,nan,none,nan,,,draw,55.620230132569574,3.0,61.75184207778745
130544,23,2,62.9,37.4,Hobro,M. Kristensen,2730041281,Hobro vs Roskilde,2024-10-04,1,,11,59.0,0.1141211539506912,nan,nan,nan,nan,nan,none,nan,,,draw,39.18124551363828,4.0,61.75184207778745
130545,23,4,91.8,34.0,Hobro,S. Andreasen,2730041289,Hobro vs Roskilde,2024-10-04,13,,11,59.0,0.1141211539506912,nan,nan,nan,nan,nan,none,nan,0.1141211539506912,0.0,draw,17.97887649437528,5.0,61.75184207778745
131093,64,53,64.4,70.0,Hobro,Z. Hyltoft,2730073385,Hobro vs Roskilde,2024-10-04,49,,5,176.0,0.0447367131710052,nan,nan,nan,nan,nan,none,nan,,,Hobro,40.833319727888885,1.0,40.833319727888885
131094,64,53,64.4,70.0,Hobro,Z. Hyltoft,2730073395,Hobro vs Roskilde,2024-10-04,1,,5,176.0,0.0447367131710052,nan,nan,nan,nan,nan,none,nan,,,Hobro,40.833319727888885,2.0,40.833319727888885
131095,64,54,69.7,72.1,Hobro,M. Kristensen,2730073433,Hobro vs Roskilde,2024-10-04,1,,5,176.0,0.0447367131710052,nan,nan,nan,nan,nan,none,nan,,,Hobro,37.50333318519834,3.0,40.833319727888885
131096,64,58,93.3,68.1,Hobro,L. Klitten,2730073437,Hobro vs Roskilde,2024-10-04,15,,5,176.0,0.0447367131710052,nan,nan,nan,nan,nan,none,nan,0.0447367131710052,0.1233419701457023,Hobro,19.30025906561878,4.0,40.833319727888885
131266,81,50,62.2,62.4,Hobro,M. Kristensen,2730084917,Hobro vs Roskilde,2024-10-04,49,,6,223.0,0.0377761423587799,nan,nan,nan,nan,nan,none,nan,,,Hobro,39.78190543450627,1.0,39.78190543450627
131267,81,56,73.2,42.6,Hobro,M. Kristensen,2730085071,Hobro vs Roskilde,2024-10-04,13,,6,223.0,0.0377761423587799,nan,nan,nan,nan,nan,none,nan,0.0377761423587799,0.0,Hobro,27.802877548915685,2.0,39.78190543450627
131304,84,5,29.5,65.4,Roskilde,H. Askham,2730087951,Hobro vs Roskilde,2024-10-04,49,,10,231.0,0.2536389529705047,nan,nan,nan,nan,nan,none,nan,,,Hobro,72.16238632417861,1.0,72.16238632417861
131305,84,5,29.5,65.4,Roskilde,H. Askham,2730088127,Hobro vs Roskilde,2024-10-04,1,,10,231.0,0.2536389529705047,nan,nan,nan,nan,nan,none,nan,,,Hobro,72.16238632417861,2.0,72.16238632417861
131306,84,13,76.4,66.2,Roskilde,E. Nielsen,2730088199,Hobro vs Roskilde,2024-10-04,3,,10,231.0,0.2536389529705047,nan,nan,nan,nan,nan,none,nan,,,Hobro,28.625163754990115,3.0,72.16238632417861
131307,84,15,89.2,61.3,Roskilde,E. Nielsen,2730088243,Hobro vs Roskilde,2024-10-04,13,,10,231.0,0.2536389529705047,nan,nan,nan,nan,nan,none,nan,0.2536389529705047,0.0,Hobro,15.631058825300347,4.0,72.16238632417861
131524,8,10,38.2,42.1,Hobro,S. Andreasen,2793550047,Hobro vs Roskilde,2025-03-30,1,,11,32.0,0.0640888661146164,nan,nan,none,nan,nan,nan,nan,,,draw,62.30288917859267,1.0,62.30288917859267
131525,8,19,79.5,32.7,Hobro,V. Rasmussen,2793550095,Hobro vs Roskilde,2025-03-30,1,,11,32.0,0.0640888661146164,nan,nan,none,nan,nan,nan,nan,,,draw,26.82424276657218,2.0,62.30288917859267
131526,8,21,77.8,49.3,Hobro,S. Andreasen,2793550101,Hobro vs Roskilde,2025-03-30,15,,11,32.0,0.0640888661146164,nan,nan,none,nan,nan,nan,nan,0.0640888661146164,0.0216859187930822,draw,22.21103329428868,3.0,62.30288917859267
131709,23,49,95.7,45.8,Roskilde,E. Nielsen,2793563619,Hobro vs Roskilde,2025-03-30,15,,0,71.0,0.3464370667934418,nan,nan,none,nan,nan,nan,nan,0.3464370667934418,0.4220142960548401,draw,6.010823570859488,1.0,6.010823570859488
132451,90,5,24.4,31.2,Hobro,R. Gyamfi,2793666633,Hobro vs Roskilde,2025-03-30,3,,11,261.0,0.0937539935111999,nan,nan,none,nan,nan,nan,nan,,,draw,77.90250316902531,1.0,77.90250316902531
132452,90,6,27.5,31.7,Hobro,R. Gyamfi,2794602903,Hobro vs Roskilde,2025-03-30,49,,11,261.0,0.0937539935111999,nan,nan,none,nan,nan,nan,nan,,,draw,74.77392593678628,2.0,77.90250316902531
132453,90,10,37.3,28.6,Hobro,R. Gyamfi,2793666683,Hobro vs Roskilde,2025-03-30,1,,11,261.0,0.0937539935111999,nan,nan,none,nan,nan,nan,nan,,,draw,66.2514150792268,3.0,77.90250316902531
132454,90,13,81.0,78.9,Hobro,T. Hansen,2793666693,Hobro vs Roskilde,2025-03-30,3,,11,261.0,0.0937539935111999,nan,nan,none,nan,nan,nan,nan,,,draw,34.586268951709734,4.0,77.90250316902531
132455,90,16,85.6,64.8,Hobro,T. Hansen,2793666727,Hobro vs Roskilde,2025-03-30,13,,11,261.0,0.0937539935111999,nan,nan,none,nan,nan,nan,nan,0.0937539935111999,0.0,draw,20.649455198624494,5.0,77.90250316902531
132482,93,42,55.9,84.4,Hobro,T. Hansen,2793670083,Hobro vs Roskilde,2025-03-30,7,,8,277.0,0.0301438570022583,nan,nan,none,nan,nan,nan,nan,,,draw,55.93004559268659,1.0,55.93004559268659
132483,93,43,57.5,78.7,Hobro,T. Hansen,2793670091,Hobro vs Roskilde,2025-03-30,49,,8,277.0,0.0301438570022583,nan,nan,none,nan,nan,nan,nan,,,draw,51.28294063331392,2.0,55.93004559268659
132484,93,46,76.7,70.2,Hobro,T. Hansen,2793670193,Hobro vs Roskilde,2025-03-30,1,,8,277.0,0.0301438570022583,nan,nan,none,nan,nan,nan,nan,,,draw,30.83715291657127,3.0,55.93004559268659
132485,93,50,86.7,71.7,Hobro,M. Bruhn,2793670201,Hobro vs Roskilde,2025-03-30,15,,8,277.0,0.0301438570022583,nan,nan,none,nan,nan,nan,nan,0.0301438570022583,0.0,draw,25.451522547776978,4.0,55.93004559268659
133013,2,17,36.9,16.4,Vendsyssel,L. Jensen,2778770453,Hobro vs Vendsyssel,2025-02-21,7,,8,13.0,0.0262256935238838,nan,nan,none,nan,nan,nan,nan,,,draw,71.48825078290838,1.0,71.48825078290838
133014,2,18,40.9,7.6,Vendsyssel,L. Jensen,2778770459,Hobro vs Vendsyssel,2025-02-21,49,,8,13.0,0.0262256935238838,nan,nan,none,nan,nan,nan,nan,,,draw,72.73630455281598,2.0,71.48825078290838
133015,2,25,81.5,30.9,Vendsyssel,L. Jensen,2778752547,Hobro vs Vendsyssel,2025-02-21,15,,8,13.0,0.0262256935238838,nan,nan,none,nan,nan,nan,nan,0.0262256935238838,0.0,draw,26.59059984280159,3.0,71.48825078290838
133062,7,18,87.6,65.2,Vendsyssel,F. Børsting,2778755961,Hobro vs Vendsyssel,2025-02-21,1,,3,32.0,0.1154939234256744,nan,nan,none,nan,nan,nan,nan,,,draw,19.61631973638277,1.0,19.61631973638277
133063,7,21,89.0,51.9,Vendsyssel,I. Nikolov,2778771753,Hobro vs Vendsyssel,2025-02-21,15,,3,32.0,0.1154939234256744,nan,nan,none,nan,nan,nan,nan,0.1154939234256744,0.0,draw,11.16288493177279,2.0,19.61631973638277
133213,27,32,81.9,27.6,Hobro,O. Klitten,2778766101,Hobro vs Vendsyssel,2025-02-21,1,,2,92.0,0.0426763743162155,nan,nan,none,nan,nan,nan,nan,,,draw,28.79878469658051,1.0,28.79878469658051
133214,27,34,81.6,38.5,Hobro,S. Andreasen,2778766107,Hobro vs Vendsyssel,2025-02-21,13,,2,92.0,0.0426763743162155,nan,nan,none,nan,nan,nan,nan,0.0426763743162155,0.0,draw,21.698156603730194,2.0,28.79878469658051
133405,45,24,94.4,86.2,Hobro,R. Gyamfi,2778776501,Hobro vs Vendsyssel,2025-02-21,3,,8,141.0,0.0293998140841722,nan,nan,none,nan,nan,nan,nan,,,draw,36.630588310863914,1.0,36.630588310863914
133406,45,26,95.2,74.4,Hobro,R. Gyamfi,2778776511,Hobro vs Vendsyssel,2025-02-21,3,,8,141.0,0.0293998140841722,nan,nan,none,nan,nan,nan,nan,,,draw,24.867649667791287,2.0,36.630588310863914
133407,45,26,96.2,69.0,Hobro,R. Gyamfi,2778776565,Hobro vs Vendsyssel,2025-02-21,1,,8,141.0,0.0293998140841722,nan,nan,none,nan,nan,nan,nan,,,draw,19.37627415165258,3.0,36.630588310863914
133408,45,29,88.1,66.4,Hobro,O. Klitten,2778776605,Hobro vs Vendsyssel,2025-02-21,1,,8,141.0,0.0293998140841722,nan,nan,none,nan,nan,nan,nan,,,draw,20.26252698949468,4.0,36.630588310863914
133409,45,32,85.2,67.9,Hobro,L. Klitten,2778776607,Hobro vs Vendsyssel,2025-02-21,13,,8,141.0,0.0293998140841722,nan,nan,none,nan,nan,nan,nan,0.0293998140841722,0.0,draw,23.22606294661237,5.0,36.630588310863914
133533,62,1,87.5,59.4,Hobro,V. Rasmussen,2778803171,Hobro vs Vendsyssel,2025-02-21,15,,0,195.0,0.1138522699475288,nan,nan,none,nan,nan,nan,nan,0.1138522699475288,0.0,draw,15.640012787718556,1.0,15.640012787718556
133537,62,44,89.0,44.6,Hobro,E. Søgaard,2778804307,Hobro vs Vendsyssel,2025-02-21,16,,0,198.0,0.1410473138093948,nan,nan,none,nan,nan,nan,nan,0.1410473138093948,0.69240802526474,draw,12.253978945632312,1.0,12.253978945632312
133556,69,28,70.0,40.4,Hobro,M. Pedersen,2778808161,Hobro vs Vendsyssel,2025-02-21,1,,7,211.0,0.0254521593451499,nan,nan,none,nan,nan,nan,nan,,,Hobro,31.49857139617605,1.0,31.49857139617605
133557,69,29,57.7,30.4,Hobro,M. Nielsen,2778808213,Hobro vs Vendsyssel,2025-02-21,1,,7,211.0,0.0254521593451499,nan,nan,none,nan,nan,nan,nan,,,Hobro,46.620274559466075,2.0,31.49857139617605
133558,69,35,75.8,62.0,Hobro,M. Jacobsen,2778808221,Hobro vs Vendsyssel,2025-02-21,13,,7,211.0,0.0254521593451499,nan,nan,none,nan,nan,nan,nan,0.0254521593451499,0.0,Hobro,27.011849251763568,3.0,31.49857139617605
133709,87,1,89.2,35.2,Vendsyssel,K. Kusk,2778823641,Hobro vs Vendsyssel,2025-02-21,15,,0,262.0,0.060582760721445,nan,nan,none,nan,nan,nan,nan,0.060582760721445,0.0,Hobro,18.321571984958055,1.0,18.321571984958055
133749,93,52,84.5,15.7,Hobro,M. Bruhn,2778831023,Hobro vs Vendsyssel,2025-02-21,3,,8,294.0,0.0977459028363227,nan,nan,none,nan,nan,nan,nan,,,Hobro,37.639606799221475,1.0,37.639606799221475
133750,93,54,82.6,23.3,Hobro,M. Bruhn,2778831153,Hobro vs Vendsyssel,2025-02-21,1,,8,294.0,0.0977459028363227,nan,nan,none,nan,nan,nan,nan,,,Hobro,31.869264189811478,2.0,37.639606799221475
133751,94,0,83.3,46.6,Hobro,L. Klitten,2778831159,Hobro vs Vendsyssel,2025-02-21,13,,8,294.0,0.0977459028363227,nan,nan,none,nan,nan,nan,nan,0.0977459028363227,0.0,Hobro,17.042593699317017,3.0,37.639606799221475
134797,45,9,72.9,30.6,Vendsyssel,R. Thellufsen,2801946927,Hobro vs Vendsyssel,2025-04-16,1,,4,143.0,0.0356301702558994,nan,nan,none,nan,nan,nan,nan,,,Hobro,33.32821627390221,1.0,33.32821627390221
134798,45,10,70.8,42.6,Vendsyssel,Z. Dalügge,2801946933,Hobro vs Vendsyssel,2025-04-16,3,,4,143.0,0.0356301702558994,nan,nan,none,nan,nan,nan,nan,,,Hobro,30.123080851732283,2.0,33.32821627390221
134799,45,13,76.8,42.7,Vendsyssel,Z. Dalügge,2801946937,Hobro vs Vendsyssel,2025-04-16,13,,4,143.0,0.0356301702558994,nan,nan,none,nan,nan,nan,nan,0.0356301702558994,0.0,Hobro,24.321389762922678,3.0,33.32821627390221
134864,57,49,81.5,61.2,Vendsyssel,I. Nikolov,2801948869,Hobro vs Vendsyssel,2025-04-16,15,,0,180.0,0.0243055541068315,nan,nan,none,nan,nan,nan,nan,0.0243055541068315,0.0,Hobro,21.626141588364764,1.0,21.626141588364764
134998,79,24,96.8,77.9,Vendsyssel,M. Kaastrup,2801951867,Hobro vs Vendsyssel,2025-04-16,1,,3,247.0,0.0920188501477241,nan,nan,none,nan,nan,nan,nan,,,Hobro,28.082912954321536,1.0,28.082912954321536
134999,79,27,92.7,58.3,Vendsyssel,G. Mortensen,2801951869,Hobro vs Vendsyssel,2025-04-16,15,,3,247.0,0.0920188501477241,nan,nan,none,nan,nan,nan,nan,0.0920188501477241,0.0,Hobro,11.053506231056277,2.0,28.082912954321536
135009,82,5,32.8,35.4,Vendsyssel,H. Ndam,2801952465,Hobro vs Vendsyssel,2025-04-16,1,,9,255.0,0.0268154274672269,nan,nan,none,nan,nan,nan,nan,,,Hobro,68.76772498781678,1.0,68.76772498781678
135010,82,6,43.6,53.6,Vendsyssel,S. Borgelin,2801952469,Hobro vs Vendsyssel,2025-04-16,49,,9,255.0,0.0268154274672269,nan,nan,none,nan,nan,nan,nan,,,Hobro,56.51477682871976,2.0,68.76772498781678
135011,82,6,43.6,53.6,Vendsyssel,S. Borgelin,2801952497,Hobro vs Vendsyssel,2025-04-16,1,,9,255.0,0.0268154274672269,nan,nan,none,nan,nan,nan,nan,,,Hobro,56.51477682871976,3.0,68.76772498781678
135012,82,14,72.9,55.8,Vendsyssel,M. Kaastrup,2801952499,Hobro vs Vendsyssel,2025-04-16,15,,9,255.0,0.0268154274672269,nan,nan,none,nan,nan,nan,nan,0.0268154274672269,0.0,Hobro,27.713715016215343,4.0,68.76772498781678
135054,86,41,78.1,56.0,Vendsyssel,M. Munck,2801953441,Hobro vs Vendsyssel,2025-04-16,14,,0,273.0,0.0529883876442909,nan,nan,none,nan,nan,nan,nan,0.0529883876442909,0.0,Hobro,22.707047364199518,1.0,22.707047364199518
135091,90,43,89.5,41.3,Vendsyssel,A. Rise Kristiansen,2801954369,Hobro vs Vendsyssel,2025-04-16,1,,4,288.0,0.0961183756589889,nan,nan,none,nan,nan,nan,nan,,,Hobro,13.635981812836215,1.0,13.635981812836215
135092,90,47,89.5,38.0,Vendsyssel,S. Borgelin,2801954373,Hobro vs Vendsyssel,2025-04-16,15,,4,288.0,0.0961183756589889,nan,nan,none,nan,nan,nan,nan,0.0961183756589889,0.0,Hobro,15.945218719101975,2.0,13.635981812836215
135118,94,29,87.2,64.4,Vendsyssel,M. Munck,2801954951,Hobro vs Vendsyssel,2025-04-16,15,,0,305.0,0.0630235522985458,nan,nan,none,nan,nan,nan,nan,0.0630235522985458,0.1278109401464462,Hobro,19.266551326067674,1.0,19.266551326067674
135783,2,43,79.6,68.3,Horsens,S. Ngabo,2742192709,Horsens vs B 93,2024-11-01,15,,0,16.0,0.0144669106230139,nan,nan,none,none,nan,nan,nan,0.0144669106230139,0.0,draw,27.405291459862276,1.0,27.405291459862276
135852,9,3,80.3,44.8,Horsens,E. Frederiksen,2742196131,Horsens vs B 93,2024-11-01,13,,0,42.0,0.0233591813594102,nan,nan,none,none,nan,nan,nan,0.0233591813594102,0.0,draw,20.37473926213536,1.0,20.37473926213536
135880,11,8,84.7,12.3,Horsens,K. Karikari,2742197253,Horsens vs B 93,2024-11-01,1,,2,49.0,0.0742011293768882,nan,nan,none,none,nan,nan,nan,,,draw,40.686361351194826,1.0,40.686361351194826
135881,11,10,80.3,48.7,Horsens,F. Christensen,2742197259,Horsens vs B 93,2024-11-01,15,,2,49.0,0.0742011293768882,nan,nan,none,none,nan,nan,nan,0.0742011293768882,0.0,draw,19.742846805868705,2.0,40.686361351194826
136042,24,5,77.5,62.2,Horsens,S. Ngabo,2742203351,Horsens vs B 93,2024-11-01,15,,0,100.0,0.0205121841281652,nan,nan,none,none,nan,nan,nan,0.0205121841281652,0.0,draw,25.59472601924076,1.0,25.59472601924076
136076,26,16,76.1,46.7,Horsens,S. Pingel,2742204457,Horsens vs B 93,2024-11-01,1,1.0,3,110.0,0.0472051277756691,nan,nan,none,none,nan,nan,nan,,,draw,24.126748641290234,1.0,24.126748641290234
136077,26,19,88.9,32.7,Horsens,E. Frederiksen,2742204577,Horsens vs B 93,2024-11-01,16,,3,110.0,0.0472051277756691,nan,nan,none,none,nan,nan,nan,0.0472051277756691,0.5515028238296509,draw,20.554804791094462,2.0,24.126748641290234
136140,32,16,88.4,72.4,Horsens,J. Madsen,2742206779,Horsens vs B 93,2024-11-01,13,,0,128.0,0.0191655308008193,nan,nan,none,none,nan,nan,nan,0.0191655308008193,0.0,Horsens,25.2253840406841,1.0,25.2253840406841
136167,34,47,50.1,48.5,Horsens,S. Hausner,2742208257,Horsens vs B 93,2024-11-01,44,,8,136.0,0.065255232155323,nan,nan,none,none,nan,nan,nan,,,Horsens,49.9225399994832,1.0,49.9225399994832
136168,34,48,50.6,49.0,Horsens,S. Hausner,2742208271,Horsens vs B 93,2024-11-01,1,,8,136.0,0.065255232155323,nan,nan,none,none,nan,nan,nan,,,Horsens,49.41012042082067,2.0,49.9225399994832
136169,34,49,60.4,50.1,Horsens,K. Lusavec,2742208279,Horsens vs B 93,2024-11-01,1,,8,136.0,0.065255232155323,nan,nan,none,none,nan,nan,nan,,,Horsens,39.60012626242497,3.0,49.9225399994832
136170,34,50,65.6,39.1,Horsens,E. Frederiksen,2742208291,Horsens vs B 93,2024-11-01,1,,8,136.0,0.065255232155323,nan,nan,none,none,nan,nan,nan,,,Horsens,36.08559269292941,4.0,49.9225399994832
136171,34,53,66.4,44.6,Horsens,K. Lusavec,2742208325,Horsens vs B 93,2024-11-01,49,,8,136.0,0.065255232155323,nan,nan,none,none,nan,nan,nan,,,Horsens,34.03116218996935,5.0,49.9225399994832
136172,34,53,66.4,44.6,Horsens,K. Lusavec,2742208327,Horsens vs B 93,2024-11-01,1,,8,136.0,0.065255232155323,nan,nan,none,none,nan,nan,nan,,,Horsens,34.03116218996935,6.0,49.9225399994832
136173,34,53,82.9,28.6,Horsens,S. Pingel,2742208357,Horsens vs B 93,2024-11-01,1,,8,136.0,0.065255232155323,nan,nan,none,none,nan,nan,nan,,,Horsens,27.392882287192776,7.0,49.9225399994832
136174,34,55,84.7,48.7,Horsens,E. Frederiksen,2742208367,Horsens vs B 93,2024-11-01,15,,8,136.0,0.065255232155323,nan,nan,none,none,nan,nan,nan,0.065255232155323,0.0,Horsens,15.355129436120032,8.0,49.9225399994832
136364,49,42,90.2,62.3,B 93,O. Addo,2742231315,Horsens vs B 93,2024-11-01,13,,0,208.0,0.2704426050186157,nan,nan,none,none,nan,nan,nan,0.2704426050186157,0.0,Horsens,15.726728839781014,1.0,15.726728839781014
136543,65,53,87.2,42.7,Horsens,E. Frederiksen,2742250779,Horsens vs B 93,2024-11-01,16,,0,262.0,0.1086057946085929,nan,nan,none,none,nan,nan,nan,0.1086057946085929,0.5203036665916443,Horsens,14.735331689514148,1.0,14.735331689514148
136570,72,19,49.8,59.0,Horsens,K. Lusavec,2742255953,Horsens vs B 93,2024-11-01,1,,6,273.0,0.6634572744369507,nan,nan,none,none,nan,nan,nan,,,Horsens,51.000392155355044,1.0,51.000392155355044
136571,72,22,58.2,66.7,Horsens,J. Madsen,2742256401,Horsens vs B 93,2024-11-01,1,1.0,6,273.0,0.6634572744369507,nan,nan,none,none,nan,nan,nan,,,Horsens,45.01255380446659,2.0,51.000392155355044
136572,72,25,92.4,55.8,Horsens,S. Pingel,2742256409,Horsens vs B 93,2024-11-01,16,,6,273.0,0.6634572744369507,nan,nan,none,none,nan,nan,nan,0.6634572744369507,0.3403892517089844,Horsens,9.560334722173689,3.0,51.000392155355044
136598,75,17,75.9,18.6,Horsens,O. Kjærgaard,2742258629,Horsens vs B 93,2024-11-01,1,,4,281.0,0.1197357177734375,nan,nan,none,none,nan,nan,nan,,,Horsens,39.5824456040806,1.0,39.5824456040806
136599,75,20,77.5,69.1,Horsens,J. Madsen,2742258699,Horsens vs B 93,2024-11-01,1,,4,281.0,0.1197357177734375,nan,nan,none,none,nan,nan,nan,,,Horsens,29.513725620463433,2.0,39.5824456040806
136600,75,21,85.6,46.4,Horsens,E. Frederiksen,2742258711,Horsens vs B 93,2024-11-01,13,,4,281.0,0.1197357177734375,nan,nan,none,none,nan,nan,nan,0.1197357177734375,0.0,Horsens,14.843180252223583,3.0,39.5824456040806
136604,75,50,41.1,44.8,Horsens,C. Tapé,2742259073,Horsens vs B 93,2024-11-01,49,,7,283.0,0.0943837910890579,nan,nan,none,none,nan,nan,nan,,,Horsens,59.12909605262032,1.0,59.12909605262032
136605,75,51,41.4,46.3,Horsens,C. Tapé,2742259111,Horsens vs B 93,2024-11-01,1,,7,283.0,0.0943837910890579,nan,nan,none,none,nan,nan,nan,,,Horsens,58.716692686151866,2.0,59.12909605262032
136606,75,53,56.1,59.1,Horsens,K. Lusavec,2742259173,Horsens vs B 93,2024-11-01,1,,7,283.0,0.0943837910890579,nan,nan,none,none,nan,nan,nan,,,Horsens,44.83324659223331,3.0,59.12909605262032
136607,75,57,85.8,57.9,Horsens,O. Kjærgaard,2742259251,Horsens vs B 93,2024-11-01,15,,7,283.0,0.0943837910890579,nan,nan,none,none,nan,nan,nan,0.0943837910890579,0.2717389464378357,Horsens,16.249615380063616,4.0,59.12909605262032
136638,79,45,78.8,5.0,Horsens,M. Kallesøe,2742263097,Horsens vs B 93,2024-11-01,1,,5,294.0,0.0520032942295074,nan,nan,none,none,nan,nan,nan,,,Horsens,49.74374332516603,1.0,49.74374332516603
136639,79,50,84.1,36.1,Horsens,S. Hausner,2742263101,Horsens vs B 93,2024-11-01,15,,5,294.0,0.0520032942295074,nan,nan,none,none,nan,nan,nan,0.0520032942295074,0.0,Horsens,21.11918559035836,2.0,49.74374332516603
