playerName,playerId,contestantId,team_name,318.0,9.0,24.0,25.0,26.0,label,match_id,date
N. Mickelson,1mml4inucvyomv1dcog3c1pt5,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00000343,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Mouritz,ezbixgm2km8iapnsl57bn4wkp,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00000433,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
S. Clemmensen,as7qhgi67gngq0nb3zmwg8jro,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00023012,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
N. Thomsen,4a0jmv6qmwn01iuqp1mhnyzth,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00611155,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Wohlgemuth,e8vt8711wb40afht2v13omket,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00018103,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
N. Mickelson,1mml4inucvyomv1dcog3c1pt5,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00000443,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
L. Henriksen,6g671k5lvgoo2bgub2516q1w4,ajtb177oqwawkdwbqhldmq6mx,B 93,0.0000858,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Wohlgemuth,e8vt8711wb40afht2v13omket,ajtb177oqwawkdwbqhldmq6mx,B 93,0.0003055,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Jensen,1b32j0lqi7ggcabdra4tygxzo,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00000656,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
J. Bonde,e9o7q10wnhex4e8eo47mobbvt,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00013514,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Mouritz,ezbixgm2km8iapnsl57bn4wkp,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00022233,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Wohlgemuth,e8vt8711wb40afht2v13omket,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00042604,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Fenger,80s55a7uw8kypoikefwhtdm5m,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00068816,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Mouritz,ezbixgm2km8iapnsl57bn4wkp,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00046968,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
L. Owusu,e42jh6bbwn4aybdnysonrvutx,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00291662,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Fenger,80s55a7uw8kypoikefwhtdm5m,dbl7ir1qugqz8nvp1vzn8im50,OB,0.01424692,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
A. Manneh,97xbmht3t4t1p9iu6598oq7l5,dbl7ir1qugqz8nvp1vzn8im50,OB,0.08883342,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
L. Owusu,e42jh6bbwn4aybdnysonrvutx,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00000147,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
A. Manneh,97xbmht3t4t1p9iu6598oq7l5,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00161965,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Fenger,80s55a7uw8kypoikefwhtdm5m,dbl7ir1qugqz8nvp1vzn8im50,OB,0.0001235,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
L. Owusu,e42jh6bbwn4aybdnysonrvutx,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00022527,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
L. Owusu,e42jh6bbwn4aybdnysonrvutx,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00020807,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Fenger,80s55a7uw8kypoikefwhtdm5m,dbl7ir1qugqz8nvp1vzn8im50,OB,0.01072062,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Falkesgaard,b2gkyjq8emj9pywryc3rycogl,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00000059,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
J. Bonde,e9o7q10wnhex4e8eo47mobbvt,dbl7ir1qugqz8nvp1vzn8im50,OB,0.01158661,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Fenger,80s55a7uw8kypoikefwhtdm5m,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00454222,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Jensen,1b32j0lqi7ggcabdra4tygxzo,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00041607,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
N. Mickelson,1mml4inucvyomv1dcog3c1pt5,dbl7ir1qugqz8nvp1vzn8im50,OB,0.0003327,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
A. Manneh,97xbmht3t4t1p9iu6598oq7l5,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00201187,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
L. Kjerrumgaard,axyrfq1u8nwcj2ss5498u8qhg,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00313903,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Ejdum,2z8u8kyv91shp0la8alkn6kus,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00391891,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
A. Manneh,97xbmht3t4t1p9iu6598oq7l5,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00273025,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
L. Henriksen,6g671k5lvgoo2bgub2516q1w4,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00000705,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Wohlgemuth,e8vt8711wb40afht2v13omket,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00000598,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Jensen,1b32j0lqi7ggcabdra4tygxzo,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00039642,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
J. Egeris,2uellcocrvapu7o70g5zdcmad,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00000463,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
O. Søe,9213debwtuph6cjborx73sx78,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00000519,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
N. Mouritsen,eyvv6b94feknnp1uew6n0ytat,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00000851,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
A. Manneh,97xbmht3t4t1p9iu6598oq7l5,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00026028,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
O. Søe,9213debwtuph6cjborx73sx78,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00000892,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
J. Bonde,e9o7q10wnhex4e8eo47mobbvt,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00031364,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
J. Egeris,2uellcocrvapu7o70g5zdcmad,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00000715,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Ejdum,2z8u8kyv91shp0la8alkn6kus,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00067422,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
L. Kjerrumgaard,axyrfq1u8nwcj2ss5498u8qhg,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00026988,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
L. Henriksen,6g671k5lvgoo2bgub2516q1w4,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00000402,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
J. Bonde,e9o7q10wnhex4e8eo47mobbvt,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00334394,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
J. Egeris,2uellcocrvapu7o70g5zdcmad,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00001203,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Wohlgemuth,e8vt8711wb40afht2v13omket,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00005273,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
L. Owusu,e42jh6bbwn4aybdnysonrvutx,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00224997,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Fenger,80s55a7uw8kypoikefwhtdm5m,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00167063,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
L. Owusu,e42jh6bbwn4aybdnysonrvutx,dbl7ir1qugqz8nvp1vzn8im50,OB,0.01298467,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
J. Egeris,2uellcocrvapu7o70g5zdcmad,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00004803,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
N. Mickelson,1mml4inucvyomv1dcog3c1pt5,dbl7ir1qugqz8nvp1vzn8im50,OB,0.12942921,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Mouritz,ezbixgm2km8iapnsl57bn4wkp,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00004557,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
L. Henriksen,6g671k5lvgoo2bgub2516q1w4,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00000048,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Falkesgaard,b2gkyjq8emj9pywryc3rycogl,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00000238,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
A. Manneh,97xbmht3t4t1p9iu6598oq7l5,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00072805,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Ejdum,2z8u8kyv91shp0la8alkn6kus,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00047013,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
A. Manneh,97xbmht3t4t1p9iu6598oq7l5,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00034409,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
J. Bonde,e9o7q10wnhex4e8eo47mobbvt,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00065661,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
J. Egeris,2uellcocrvapu7o70g5zdcmad,ajtb177oqwawkdwbqhldmq6mx,B 93,0.0000004,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
L. Owusu,e42jh6bbwn4aybdnysonrvutx,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00034574,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Falkesgaard,b2gkyjq8emj9pywryc3rycogl,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00000051,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
J. Egeris,2uellcocrvapu7o70g5zdcmad,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00000208,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
J. Bonde,e9o7q10wnhex4e8eo47mobbvt,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00019758,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
B. Paulsen,dqtarwrqvkopmzbt2ovp2dln9,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00008101,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
L. Henriksen,6g671k5lvgoo2bgub2516q1w4,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00001192,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
T. Slotsager,wrckom9vy4352nos44600ydw,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00015192,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Ejdum,2z8u8kyv91shp0la8alkn6kus,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00012391,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
T. Slotsager,wrckom9vy4352nos44600ydw,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00003836,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
B. Paulsen,dqtarwrqvkopmzbt2ovp2dln9,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00014464,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
L. Owusu,e42jh6bbwn4aybdnysonrvutx,dbl7ir1qugqz8nvp1vzn8im50,OB,0.26573069,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
S. Clemmensen,as7qhgi67gngq0nb3zmwg8jro,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00000895,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Ejdum,2z8u8kyv91shp0la8alkn6kus,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00013834,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
A. Manneh,97xbmht3t4t1p9iu6598oq7l5,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00022386,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
N. Mickelson,1mml4inucvyomv1dcog3c1pt5,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00020486,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
A. Manneh,97xbmht3t4t1p9iu6598oq7l5,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00035377,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
L. Henriksen,6g671k5lvgoo2bgub2516q1w4,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00000108,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
J. Egeris,2uellcocrvapu7o70g5zdcmad,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00000211,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
O. Søe,9213debwtuph6cjborx73sx78,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00000834,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
N. Mouritsen,eyvv6b94feknnp1uew6n0ytat,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00002521,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
N. Mickelson,1mml4inucvyomv1dcog3c1pt5,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00001396,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
E. Nnamani,8i0o1b8rjsab9se3v6vteqmfo,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00002153,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Wohlgemuth,e8vt8711wb40afht2v13omket,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00000355,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
T. Slotsager,wrckom9vy4352nos44600ydw,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00000633,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
O. Søe,9213debwtuph6cjborx73sx78,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00001005,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
B. Paulsen,dqtarwrqvkopmzbt2ovp2dln9,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00000071,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Wohlgemuth,e8vt8711wb40afht2v13omket,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00000443,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
V. Myhra,4clmd8g8jogdfvauhijd7n55h,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00000409,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
J. Egeris,2uellcocrvapu7o70g5zdcmad,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00000055,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Falkesgaard,b2gkyjq8emj9pywryc3rycogl,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00000131,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
L. Owusu,e42jh6bbwn4aybdnysonrvutx,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00156238,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Fenger,80s55a7uw8kypoikefwhtdm5m,dbl7ir1qugqz8nvp1vzn8im50,OB,0.0002967,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
J. Egeris,2uellcocrvapu7o70g5zdcmad,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00000351,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
J. Bonde,e9o7q10wnhex4e8eo47mobbvt,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00024172,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
N. Mouritsen,eyvv6b94feknnp1uew6n0ytat,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00000193,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
O. Søe,9213debwtuph6cjborx73sx78,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00000726,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
A. Manneh,97xbmht3t4t1p9iu6598oq7l5,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00069086,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Wohlgemuth,e8vt8711wb40afht2v13omket,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00001562,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Ejdum,2z8u8kyv91shp0la8alkn6kus,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00031887,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
J. Egeris,2uellcocrvapu7o70g5zdcmad,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00004185,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Wohlgemuth,e8vt8711wb40afht2v13omket,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00031241,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
N. Mickelson,1mml4inucvyomv1dcog3c1pt5,dbl7ir1qugqz8nvp1vzn8im50,OB,0.15295081,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
N. Thomsen,4a0jmv6qmwn01iuqp1mhnyzth,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00007573,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
O. Søe,9213debwtuph6cjborx73sx78,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00000573,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Falkesgaard,b2gkyjq8emj9pywryc3rycogl,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00000882,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
J. Egeris,2uellcocrvapu7o70g5zdcmad,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00001119,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
O. Søe,9213debwtuph6cjborx73sx78,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00000127,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
N. Mickelson,1mml4inucvyomv1dcog3c1pt5,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00000592,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Falkesgaard,b2gkyjq8emj9pywryc3rycogl,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00000534,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
M. Wohlgemuth,e8vt8711wb40afht2v13omket,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00000249,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
O. Søe,9213debwtuph6cjborx73sx78,ajtb177oqwawkdwbqhldmq6mx,B 93,0.00000411,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
N. Mickelson,1mml4inucvyomv1dcog3c1pt5,dbl7ir1qugqz8nvp1vzn8im50,OB,0.00000672,,NaN,NaN,NaN,B 93 vs OB,63xeqztss8336rl4y45w74zys,2024-08-16
