Type,PlayerId,Team,Position,ControlArea,TotalControlArea,CenterControlArea,PenaltyAreaControl,Frames,label,date
Player,J. Cornelius,Hobro,RF,17233848.69744411,17233848.69744411,15691973.397040248,1053868.0717386461,123804,Hobro vs OB,2024-08-25
Player,Z. Hyltoft,Hobro,CM,15312753.85490326,15312753.85490326,14006907.287407516,1092343.9279867013,142811,Hobro vs OB,2024-08-25
Player,M. Nielsen,Hobro,SUB,15114315.292077452,15114315.292077452,13422297.946812537,504564.4741985698,49477,Hobro vs OB,2024-08-25
Player,A. Manneh,OB,RCM,14890069.056132512,14890069.056132512,13302163.203107117,668990.6153558438,123157,Hobro vs OB,2024-08-25
Player,M. Ejdum,OB,LCM,14210245.534057612,14210245.534057612,12498191.9789503,1385163.9962449789,142811,Hobro vs OB,2024-08-25
Player,V. Rasmussen,Hobro,LCM,12224442.84760444,12224442.84760444,11343791.499345368,561135.1369420943,106984,Hobro vs OB,2024-08-25
Player,F. Christensen,Hobro,LF,12152058.924038395,12152058.924038395,10770612.773393521,999150.2989109826,106887,Hobro vs OB,2024-08-25
Player,L. Kjerrumgaard,OB,CF,11056326.30812437,11056326.30812437,9017819.50190055,1442451.392045576,106655,Hobro vs OB,2024-08-25
Player,J. Bonde,OB,CDM,11054975.700267922,11054975.700267922,10304773.775576532,532538.424282291,106423,Hobro vs OB,2024-08-25
Player,T. Slotsager,OB,SUB,10194532.256145583,10194532.256145583,9070095.164671138,426227.0717008356,27825,Hobro vs OB,2024-08-25
Player,M. Jensen,OB,SUB,7751458.74635825,7751458.74635825,6681060.199424594,644968.4234884095,36156,Hobro vs OB,2024-08-25
Player,M. Ivancevic,OB,SUB,6243925.666936793,6243925.666936793,4997361.091452111,739395.660153079,27396,Hobro vs OB,2024-08-25
Player,O. Overgaard,Hobro,SUB,4998594.125135063,4998594.125135063,4652633.429174154,146949.28448046997,19195,Hobro vs OB,2024-08-25
Player,Theo Hansen,Hobro,SUB,3490664.7120098616,3490664.7120098616,3152834.0911056167,284115.2063335882,35827,Hobro vs OB,2024-08-25
Player,Mikkel Pedersen,Hobro,SUB,3395692.683038126,3395692.683038126,2958326.8029809752,279571.00668320013,35924,Hobro vs OB,2024-08-25
Player,T. Trybull,OB,SUB,3095755.79598513,3095755.79598513,2904184.2998352526,177330.7809646815,36388,Hobro vs OB,2024-08-25
Player,W. Martin,OB,SUB,1977707.0284420147,1977707.0284420147,1712471.0362321995,185103.284073017,19654,Hobro vs OB,2024-08-25
Player,M. Compaore,Hobro,SUB,1575529.5872517375,1575529.5872517375,1303535.0099645641,218877.275197363,19007,Hobro vs OB,2024-08-25
Team,None,OB,None,nan,nan,2647.950831551648,326.6905019008233,None,Hobro vs OB,2024-08-25
Team,None,Hobro,None,nan,nan,2207.3593720644476,322.6500955415959,None,Hobro vs OB,2024-08-25
Player,V. Birkso,Fredericia,GK,190163215.61628297,190163215.61628297,95170138.01738854,79743940.71131282,144739,Fredericia vs Hvidovre,2024-08-25
Player,F. Dukic,Hvidovre,GK,135378762.0731615,135378762.0731615,57497518.204902284,67122514.59280662,144739,Fredericia vs Hvidovre,2024-08-25
Player,A. Dahl,Fredericia,RB,63898900.84846131,63898900.84846131,56778117.05269652,2334722.047853133,144739,Fredericia vs Hvidovre,2024-08-25
Player,F. Rieper,Fredericia,RCB,54479569.99341563,54479569.99341563,48839660.10459428,3346620.527531285,144739,Fredericia vs Hvidovre,2024-08-25
Player,J. Juelsgard,Fredericia,LCB,51364036.40488855,51364036.40488855,45173967.59678486,3224845.8579830495,144739,Fredericia vs Hvidovre,2024-08-25
Player,N. Clausen,Hvidovre,LB,49381161.3013441,49381161.3013441,43122496.6169053,2631331.994803166,144739,Fredericia vs Hvidovre,2024-08-25
Player,A. Mucolli,Fredericia,LW,43030354.612580866,43030354.612580866,37546911.13015649,1719339.3545259016,144739,Fredericia vs Hvidovre,2024-08-25
Player,A. Iljazovski,Hvidovre,RB,40327818.28968269,40327818.28968269,34361968.630887866,2980668.3641665415,144739,Fredericia vs Hvidovre,2024-08-25
Player,D. Kristjansson,Fredericia,LB,35778200.00171285,35778200.00171285,31993858.69553275,1821765.6690940247,96172,Fredericia vs Hvidovre,2024-08-25
Player,D. Stenderup,Hvidovre,LCB,35210325.705146395,35210325.705146395,28233238.43405424,4384021.538907698,144739,Fredericia vs Hvidovre,2024-08-25
Player,M. Olsen,Hvidovre,RCB,34333484.150883324,34333484.150883324,27239271.003596444,4636922.01908355,144739,Fredericia vs Hvidovre,2024-08-25
Player,A. Smed,Hvidovre,RW,24391511.82548154,24391511.82548154,21342298.441472825,1284897.0541101831,144739,Fredericia vs Hvidovre,2024-08-25
Player,G. Marcussen,Fredericia,CAM,22148173.912769873,22148173.912769873,20178203.341771226,886006.5483066608,144739,Fredericia vs Hvidovre,2024-08-25
Player,F. Hogh,Hvidovre,ST,21510183.247162357,21510183.247162357,18703138.124293588,1947237.7343354318,144739,Fredericia vs Hvidovre,2024-08-25
Player,J. Singh,Hvidovre,LW,18402308.456346456,18402308.456346456,15783434.001040945,1274564.2182279618,104321,Fredericia vs Hvidovre,2024-08-25
Player,C. Jakobsen,Hvidovre,CAM,17231688.80422294,17231688.80422294,14636190.530492205,1508176.1289647056,144739,Fredericia vs Hvidovre,2024-08-25
Player,W. Madsen,Fredericia,SUB,15259212.866342096,15259212.866342096,13862156.796189658,769549.2960509297,127336,Fredericia vs Hvidovre,2024-08-25
Player,O. Buch,Fredericia,RW,15157467.985737134,15157467.985737134,13232335.77804165,978273.238766998,95980,Fredericia vs Hvidovre,2024-08-25
Player,M. Kaalund,Hvidovre,LDM,14037554.258289207,14037554.258289207,12970231.63581265,655531.0030991748,123082,Fredericia vs Hvidovre,2024-08-25
Player,A. Bondergaard,Fredericia,ST,14033100.37442046,14033100.37442046,11011427.947311256,2295474.712147051,117168,Fredericia vs Hvidovre,2024-08-25
Player,J. Jessen,Fredericia,RDM,12145737.76673564,12145737.76673564,10906283.012060966,842245.8797954269,117277,Fredericia vs Hvidovre,2024-08-25
Player,E. Dall,Fredericia,SUB,10042267.480001079,10042267.480001079,8381672.902459209,837948.9165182444,48759,Fredericia vs Hvidovre,2024-08-25
Player,M. Spelmann,Hvidovre,SUB,9920222.50595425,9920222.50595425,8986965.733616583,606133.476680773,96048,Fredericia vs Hvidovre,2024-08-25
Player,D. Thogersen,Fredericia,SUB,6268144.394577527,6268144.394577527,5399852.942424006,264331.86307326326,27571,Fredericia vs Hvidovre,2024-08-25
Player,M. Fredslund,Hvidovre,RDM,6193685.126517639,6193685.126517639,5649639.872231336,247013.6465855034,48691,Fredericia vs Hvidovre,2024-08-25
Player,M. Andreasen,Hvidovre,SUB,5961586.055131507,5961586.055131507,5297815.196501123,389479.10148698284,40418,Fredericia vs Hvidovre,2024-08-25
Player,J. Lindekilde,Fredericia,SUB,5879817.376119739,5879817.376119739,5266660.809957173,273547.6657447766,48567,Fredericia vs Hvidovre,2024-08-25
Player,P. Egelund,Fredericia,SUB,3075618.08522526,3075618.08522526,2495328.8452743585,383999.0150998094,27462,Fredericia vs Hvidovre,2024-08-25
Player,M. Papuga,Hvidovre,SUB,2069772.1642642918,2069772.1642642918,1937007.8019898266,112038.25561475332,21657,Fredericia vs Hvidovre,2024-08-25
Player,F. Winther,Fredericia,LDM,1494037.920781181,1494037.920781181,1391639.8467037678,83287.7272622746,17403,Fredericia vs Hvidovre,2024-08-25
Team,None,Fredericia,None,nan,nan,2816.298404848247,350.50827648198657,None,Fredericia vs Hvidovre,2024-08-25
Team,None,Hvidovre,None,nan,nan,2043.4106510877898,302.75612538473604,None,Fredericia vs Hvidovre,2024-08-25
Player,A. Kappenberger,Hillerød,GK,203334402.63315603,203334402.63315603,99735049.00382985,86247955.87898123,146095,Hillerød vs HB Køge,2024-08-16
Player,B. Bayrak,HB Køge,GK,115007078.11828572,115007078.11828572,44835282.19775431,61977263.53033273,146095,Hillerød vs HB Køge,2024-08-16
Player,R. Moller,Hillerød,LCB,55705066.370810546,55705066.370810546,51375100.57370719,2451144.416323329,146095,Hillerød vs HB Køge,2024-08-16
Player,L. Boje-Larsen,Hillerød,LB,53622960.0592271,53622960.0592271,48998271.43155733,1691601.1912574908,146095,Hillerød vs HB Køge,2024-08-16
Player,G. Culhaci,HB Køge,LB,52233725.77431737,52233725.77431737,40948633.14993539,5065762.707179128,146095,Hillerød vs HB Køge,2024-08-16
Player,J. Witt,Hillerød,RCB,51759289.483341046,51759289.483341046,48660950.30444953,1837502.0087677818,146095,Hillerød vs HB Køge,2024-08-16
Player,S. Larsen,HB Køge,RB,51020471.829357825,51020471.829357825,40261175.97700431,3941957.471229153,146095,Hillerød vs HB Køge,2024-08-16
Player,S. Sharif,Hillerød,RB,37098028.10396302,37098028.10396302,33400613.90063735,1034832.8572898105,111169,Hillerød vs HB Køge,2024-08-16
Player,H. Bonnesen,HB Køge,LCB,36051977.61013314,36051977.61013314,25504308.632176977,6589945.487835853,146095,Hillerød vs HB Køge,2024-08-16
Player,M. Gudmann,HB Køge,RCB,35129055.70990751,35129055.70990751,25249412.8259891,6426515.946663732,146095,Hillerød vs HB Køge,2024-08-16
Player,A. Justinussen,Hillerød,LW,27104523.120561495,27104523.120561495,22396854.595238272,1624391.3839032168,146095,Hillerød vs HB Køge,2024-08-16
Player,S. Jalaei,HB Køge,RW,26617769.029270362,26617769.029270362,25312267.924906168,510966.54826861003,118312,Hillerød vs HB Køge,2024-08-16
Player,I. Dorgu,HB Køge,LW,26005739.578908823,26005739.578908823,22656796.64730213,1130227.5766009938,118312,Hillerød vs HB Køge,2024-08-16
Player,M. Due Grandt,Hillerød,RDM,20190787.51962935,20190787.51962935,19754022.15865852,223919.97796388355,146095,Hillerød vs HB Køge,2024-08-16
Player,M. Jensen,HB Køge,LAM,18237332.889243506,18237332.889243506,17212464.297636464,572176.7623417963,146095,Hillerød vs HB Køge,2024-08-16
Player,J. Arias,HB Køge,ST,15990181.363015521,15990181.363015521,14982013.459000459,762639.9831788491,118195,Hillerød vs HB Køge,2024-08-16
Player,C. Allen,Hillerød,SUB,15264401.156574795,15264401.156574795,14326453.947435917,387011.141328099,34926,Hillerød vs HB Køge,2024-08-16
Player,M. Etim,Hillerød,ST,14050455.551959075,14050455.551959075,11719867.28339996,1994975.6419906463,133485,Hillerød vs HB Køge,2024-08-16
Player,T. Arndal,Hillerød,RW,13408785.091757221,13408785.091757221,11982309.55273401,586659.7196433279,89247,Hillerød vs HB Køge,2024-08-16
Player,M. Bay,Hillerød,CAM,11005494.254389841,11005494.254389841,9663050.47684747,685271.869044983,89242,Hillerød vs HB Køge,2024-08-16
Player,S. Opoku,Hillerød,SUB,9971495.377604906,9971495.377604906,9535787.216696793,279786.2763011873,56853,Hillerød vs HB Køge,2024-08-16
Player,M. Khan,HB Køge,RAM,9818933.036827514,9818933.036827514,9473880.0269243,278499.43874930544,101528,Hillerød vs HB Køge,2024-08-16
Player,A. Alicino,Hillerød,SUB,9790517.22850355,9790517.22850355,9446834.388202883,181725.5725831977,75422,Hillerød vs HB Køge,2024-08-16
Player,M. Chacon,HB Køge,CDM,9776832.964929132,9776832.964929132,9024504.723217374,647594.8867540493,90932,Hillerød vs HB Køge,2024-08-16
Player,B. Kucukylidiz,Hillerød,LDM,8480210.531526197,8480210.531526197,8265271.796239834,167178.43629688208,70673,Hillerød vs HB Køge,2024-08-16
Player,M. Veltz,Hillerød,SUB,8151028.580440001,8151028.580440001,5924240.781582265,1469160.240013887,56848,Hillerød vs HB Køge,2024-08-16
Player,A. Gothler,HB Køge,SUB,7575934.7403816115,7575934.7403816115,6744903.697117553,344884.78480200254,27783,Hillerød vs HB Køge,2024-08-16
Player,N. Jakobsen,HB Køge,SUB,7312229.266862961,7312229.266862961,6886442.987046749,131736.3285625424,27900,Hillerød vs HB Køge,2024-08-16
Player,G. Larsen,HB Køge,SUB,5695909.137143674,5695909.137143674,4731081.762000181,668578.318850517,55163,Hillerød vs HB Køge,2024-08-16
Player,C. Jensen,HB Køge,SUB,5136830.097048222,5136830.097048222,4572877.359201287,474177.92086807755,44567,Hillerød vs HB Køge,2024-08-16
Player,P. Weah,HB Køge,SUB,3535345.817033308,3535345.817033308,3283599.0932881744,162136.36696866172,27783,Hillerød vs HB Køge,2024-08-16
Player,K. Enghardt,Hillerød,SUB,3125990.0795424534,3125990.0795424534,2938966.7452252284,170436.25623366522,12610,Hillerød vs HB Køge,2024-08-16
Team,None,Hillerød,None,nan,nan,2793.5497050304457,342.33713179648817,None,Hillerød vs HB Køge,2024-08-16
Team,None,HB Køge,None,nan,nan,2064.9553014169205,310.83995523909766,None,Hillerød vs HB Køge,2024-08-16
Player,V. Birkso,Fredericia,GK,159290364.46485713,159290364.46485713,69104579.78744832,75303517.1964823,142246,Fredericia vs Roskilde,2024-08-16
Player,M. Brylov,Roskilde,GK,150450874.7218767,150450874.7218767,66780684.39017418,72179301.65868752,142246,Fredericia vs Roskilde,2024-08-16
Player,A. Dahl,Fredericia,RB,53932547.07140678,53932547.07140678,46989950.10059087,2913558.3053310034,142246,Fredericia vs Roskilde,2024-08-16
Player,F. Rieper,Fredericia,LCB,46712707.11402865,46712707.11402865,41419878.93045384,3305873.427596391,142246,Fredericia vs Roskilde,2024-08-16
Player,O. Skolnik,Roskilde,LCB,45876727.23796355,45876727.23796355,38478868.39830796,4479057.009024502,142246,Fredericia vs Roskilde,2024-08-16
Player,O. Juul,Roskilde,LB,43290353.6850796,43290353.6850796,38356837.48585103,1944507.7130070715,106411,Fredericia vs Roskilde,2024-08-16
Player,Mikkel Juhl Aagaard Andersen,Roskilde,RB,41892552.96324264,41892552.96324264,34470709.65405837,3027056.8476378624,142246,Fredericia vs Roskilde,2024-08-16
Player,V. Montell,Roskilde,RCB,40901912.11703267,40901912.11703267,33214051.656823684,4260435.343260311,142246,Fredericia vs Roskilde,2024-08-16
Player,D. Kristjansson,Fredericia,LB,35615092.613224946,35615092.613224946,30912072.878369864,1744977.927537721,112413,Fredericia vs Roskilde,2024-08-16
Player,A. Mucolli,Fredericia,LW,34606256.830350816,34606256.830350816,31206166.029648542,1330792.3644868615,142246,Fredericia vs Roskilde,2024-08-16
Player,A. Taranis,Roskilde,LW,28439197.871749997,28439197.871749997,25461957.779822618,1014098.3694491454,121415,Fredericia vs Roskilde,2024-08-16
Player,E. Nielsen,Roskilde,ST,26854703.80473537,26854703.80473537,24280020.354010336,1733567.662512085,142246,Fredericia vs Roskilde,2024-08-16
Player,R. Arabaci,Roskilde,RW,24313737.161930297,24313737.161930297,22161183.63408594,745867.6306432096,106181,Fredericia vs Roskilde,2024-08-16
Player,J. Juelsgard,Fredericia,SUB,24160331.881007988,24160331.881007988,21010148.51612583,1911518.8514274894,73055,Fredericia vs Roskilde,2024-08-16
Player,J. Kudsk,Fredericia,RCB,19080037.6293529,19080037.6293529,16540128.831068533,1720647.909572825,69191,Fredericia vs Roskilde,2024-08-16
Player,J. Lindekilde,Fredericia,RCM,18576349.40010262,18576349.40010262,16306582.162791083,1128878.4925166485,142246,Fredericia vs Roskilde,2024-08-16
Player,K. Nyegaard,Roskilde,LDM,17252806.253685974,17252806.253685974,16592876.936067082,503693.245144153,142246,Fredericia vs Roskilde,2024-08-16
Player,N. Halse,Roskilde,RDM,17040142.29538624,17040142.29538624,15312318.616817541,752613.1395141755,139419,Fredericia vs Roskilde,2024-08-16
Player,J. Jessen,Fredericia,LCM,16556491.482146936,16556491.482146936,15350903.33054535,534102.5459645964,142246,Fredericia vs Roskilde,2024-08-16
Player,G. Marcussen,Fredericia,RW,14083599.362222217,14083599.362222217,12706670.963016082,589373.431546121,92308,Fredericia vs Roskilde,2024-08-16
Player,M. Lysholm,Roskilde,SUB,13706831.542309176,13706831.542309176,11179412.644174142,1236958.709495886,35835,Fredericia vs Roskilde,2024-08-16
Player,A. Bondergaard,Fredericia,CF,11534578.829448996,11534578.829448996,9842493.076707587,1239466.574133089,91917,Fredericia vs Roskilde,2024-08-16
Player,A. Maarup,Roskilde,CAM,11204509.57095991,11204509.57095991,10137974.447377326,677409.2968416566,121124,Fredericia vs Roskilde,2024-08-16
Player,D. Thogersen,Fredericia,SUB,8620232.535296042,8620232.535296042,7335336.557556375,517329.7525381701,29833,Fredericia vs Roskilde,2024-08-16
Player,D. Haarbo,Fredericia,SUB,8269987.019022638,8269987.019022638,7712354.058394603,405275.576891293,73050,Fredericia vs Roskilde,2024-08-16
Player,O. Buch,Fredericia,SUB,6738803.21031223,6738803.21031223,5844980.154816592,438840.13732172543,49938,Fredericia vs Roskilde,2024-08-16
Player,W. Madsen,Fredericia,CDM,6598741.57804272,6598741.57804272,5907903.7780645825,434933.08247563656,69196,Fredericia vs Roskilde,2024-08-16
Player,P. Egelund,Fredericia,SUB,6554572.983997857,6554572.983997857,5368241.644649345,709108.642295417,50329,Fredericia vs Roskilde,2024-08-16
Player,S. Baskaya,Roskilde,SUB,5506193.428832965,5506193.428832965,5023749.418220972,230929.62900601557,36065,Fredericia vs Roskilde,2024-08-16
Player,M. Winkel,Roskilde,SUB,4746549.980422122,4746549.980422122,4361804.656647393,180577.82953152,20831,Fredericia vs Roskilde,2024-08-16
Player,M. Kristensen,Roskilde,SUB,2449815.484016291,2449815.484016291,2262339.788142953,143096.94065081852,21122,Fredericia vs Roskilde,2024-08-16
Player,J. Damkjaer,Roskilde,SUB,556238.8318064198,556238.8318064198,509975.3070234363,27316.430822829276,2827,Fredericia vs Roskilde,2024-08-16
Team,None,Roskilde,None,nan,nan,2450.5769242552747,314.8551367429077,None,Fredericia vs Roskilde,2024-08-16
Team,None,Fredericia,None,nan,nan,2415.241137186685,343.4075576709122,None,Fredericia vs Roskilde,2024-08-16
Player,A. Sondergaard,Hobro,GK,141723054.7908412,141723054.7908412,59563041.44818638,68169873.00046329,143167,Hobro vs HB Køge,2024-08-02
Player,B. Bayrak,HB Køge,GK,135804928.97519886,135804928.97519886,67857373.56717893,57996949.26078839,143143,Hobro vs HB Køge,2024-08-02
Player,J. Boge,Hobro,CB,55829829.527740136,55829829.527740136,49572650.997708045,4550502.057248217,143177,Hobro vs HB Køge,2024-08-02
Player,F. Dietz,Hobro,LCB,51162958.03720978,51162958.03720978,42597198.69490787,4942077.066530675,143167,Hobro vs HB Køge,2024-08-02
Player,S. Larsen,HB Køge,RB,49318818.96789434,49318818.96789434,40147419.343587,3735217.4265344897,143167,Hobro vs HB Køge,2024-08-02
Player,G. Culhaci,HB Køge,LB,49244109.50803162,49244109.50803162,41066964.692886665,4179578.818436249,143167,Hobro vs HB Køge,2024-08-02
Player,E. Sogaard,Hobro,RCB,47547383.379650205,47547383.379650205,38860427.87183259,4255302.939404426,143177,Hobro vs HB Køge,2024-08-02
Player,M. Gudmann,HB Køge,RCB,45467265.16850774,45467265.16850774,35647621.93477896,5816751.558445047,143144,Hobro vs HB Køge,2024-08-02
Player,L. Klitten,Hobro,LWB,41807388.319324665,41807388.319324665,33076507.65703333,3452493.471056675,143177,Hobro vs HB Køge,2024-08-02
Player,J. Rothmann,HB Køge,LW,37522773.628869064,37522773.628869064,33840407.9184886,1187096.3045264229,130274,Hobro vs HB Køge,2024-08-02
Player,O. Klitten,Hobro,RWB,35142551.98331758,35142551.98331758,27886279.138728548,3035111.442059909,143177,Hobro vs HB Køge,2024-08-02
Player,H. Bonnesen,HB Køge,LCB,34273379.908332,34273379.908332,27979001.639989953,4129951.099251175,143152,Hobro vs HB Køge,2024-08-02
Player,Z. Hyltoft,Hobro,CM,23972881.813011408,23972881.813011408,21054169.77741282,1540545.4457003542,143177,Hobro vs HB Køge,2024-08-02
Player,M. Jakobsen,HB Køge,CDM,22760531.997885555,22760531.997885555,17313744.308808528,2819323.0368986805,143167,Hobro vs HB Køge,2024-08-02
Player,V. Rasmussen,Hobro,LCM,21933484.52248226,21933484.52248226,20266319.149288673,995547.742899538,104078,Hobro vs HB Køge,2024-08-02
Player,F. Christensen,Hobro,LF,21496641.709015824,21496641.709015824,17110713.017703716,3098554.469009743,143167,Hobro vs HB Køge,2024-08-02
Player,M. Jensen,HB Køge,RCM,21453495.05633321,21453495.05633321,18733056.312485807,1762622.4862628584,143167,Hobro vs HB Køge,2024-08-02
Player,Mathias Kristensen,Hobro,RCM,20325782.41498231,20325782.41498231,18258738.671793077,1049380.8115044578,143177,Hobro vs HB Køge,2024-08-02
Player,C. Jensen,HB Køge,RW,20276103.11285892,20276103.11285892,17205039.674887333,1877312.3632949267,98566,Hobro vs HB Køge,2024-08-02
Player,J. Cornelius,Hobro,RF,18052132.097482085,18052132.097482085,14577722.00336502,2312919.5382756307,115286,Hobro vs HB Køge,2024-08-02
Player,G. Larsen,HB Køge,LCM,16558530.684180386,16558530.684180386,13350191.700855361,2222168.1837976594,130428,Hobro vs HB Køge,2024-08-02
Player,J. Arias,HB Køge,CF,14950133.960389985,14950133.960389985,12952543.778179144,1583406.7072109042,98680,Hobro vs HB Køge,2024-08-02
Player,Y. Dhaflaoui,HB Køge,SUB,8262876.938618625,8262876.938618625,7633251.521248182,259533.5720975097,44586,Hobro vs HB Køge,2024-08-02
Player,Theo Hansen,Hobro,SUB,5833318.953212661,5833318.953212661,5551025.839472916,219387.15465982567,39089,Hobro vs HB Køge,2024-08-02
Player,I. Dorgu,HB Køge,SUB,5812634.286696332,5812634.286696332,4368831.141836501,1094153.0584238025,44478,Hobro vs HB Køge,2024-08-02
Player,N. Jakobsen,HB Køge,SUB,4985321.680839002,4985321.680839002,4362423.766854679,250617.24644209226,12870,Hobro vs HB Køge,2024-08-02
Player,M. Compaore,Hobro,SUB,3698571.685385712,3698571.685385712,3054163.4286609916,433694.72234182805,27891,Hobro vs HB Køge,2024-08-02
Player,S. Jalaei,HB Køge,SUB,1888966.4392218788,1888966.4392218788,1630911.3237476347,214209.57285427913,12724,Hobro vs HB Køge,2024-08-02
Team,None,Hobro,None,nan,nan,2454.5070625595813,334.6239861515307,None,Hobro vs HB Køge,2024-08-02
Team,None,HB Køge,None,nan,nan,2403.24062262655,318.21749739851344,None,Hobro vs HB Køge,2024-08-02
Player,L. Moser,Kolding,GK,162865198.57276532,162865198.57276532,85223454.4183066,68517291.84133643,146868,B 93 vs Kolding,2024-07-19
Player,M. Falkesgaard,B 93,GK,157430559.08527884,157430559.08527884,75321259.45906982,71655525.85287024,146868,B 93 vs Kolding,2024-07-19
Player,L. Henriksen,B 93,RB,59604294.2155885,59604294.2155885,52157820.8030189,3790359.023733257,146868,B 93 vs Kolding,2024-07-19
Player,A. Norager,Kolding,LCB,53097467.28907518,53097467.28907518,45482487.197417006,4518219.760367493,146868,B 93 vs Kolding,2024-07-19
Player,N. Mouritsen,B 93,LB,45958177.3812791,45958177.3812791,39013304.467386626,2747828.547336893,146868,B 93 vs Kolding,2024-07-19
Player,E. Christensen,B 93,LCB,42358139.42467089,42358139.42467089,36172867.65151133,4379814.791828068,146868,B 93 vs Kolding,2024-07-19
Player,J. Egeris,B 93,RCB,41805151.73130512,41805151.73130512,35705911.665760115,4120281.8941495325,146868,B 93 vs Kolding,2024-07-19
Player,J. Vetter,Kolding,RCB,41625990.72413302,41625990.72413302,34677186.72253125,4168042.687251974,146868,B 93 vs Kolding,2024-07-19
Player,A. Njai,Kolding,LWB,39299945.32694789,39299945.32694789,31147514.4767162,3520929.414533706,146868,B 93 vs Kolding,2024-07-19
Player,A. Leifsson,Kolding,CB,26076130.822951682,26076130.822951682,22211866.03788526,2974304.4329270883,146868,B 93 vs Kolding,2024-07-19
Player,O. Addo,B 93,LW,23181245.453775175,23181245.453775175,20380395.725266777,1182105.2053700485,125128,B 93 vs Kolding,2024-07-19
Player,S. Jalal,Kolding,RWB,20597945.39765327,20597945.39765327,17510651.282255463,1017776.319771196,69241,B 93 vs Kolding,2024-07-19
Player,N. Morberg,B 93,RCM,17907607.42840707,17907607.42840707,16126101.961085252,986864.862410833,108713,B 93 vs Kolding,2024-07-19
Player,M. Mouritz,B 93,LCM,16476116.058279678,16476116.058279678,14982249.011061927,814734.0394618376,143622,B 93 vs Kolding,2024-07-19
Player,C. Jorgensen,Kolding,CAM,16207508.086216912,16207508.086216912,13881779.119679479,1113090.94597981,143436,B 93 vs Kolding,2024-07-19
Player,M. Vestergard,Kolding,RDM,16136675.563113352,16136675.563113352,15533135.14185729,340691.7603311665,146868,B 93 vs Kolding,2024-07-19
Player,I. Tannander,Kolding,SUB,15983107.495309746,15983107.495309746,10519157.455897272,2348020.571166739,77627,B 93 vs Kolding,2024-07-19
Player,Emeka,B 93,CF,14786867.992412996,14786867.992412996,13176621.033937318,1154191.2908556897,146868,B 93 vs Kolding,2024-07-19
Player,F. Isaki,B 93,RW,13458566.20778133,13458566.20778133,11627061.551298952,1112618.6832870238,108667,B 93 vs Kolding,2024-07-19
Player,V. Westh,Kolding,LDM,13183797.341375621,13183797.341375621,12023018.794604024,730419.9297899195,97725,B 93 vs Kolding,2024-07-19
Player,M. Wohlgemuth,B 93,CDM,11389854.209217245,11389854.209217245,10124984.862784132,978601.1614752044,125085,B 93 vs Kolding,2024-07-19
Player,F. Moller,Kolding,RF,9737661.651236126,9737661.651236126,9427642.315799471,186586.46039021105,69241,B 93 vs Kolding,2024-07-19
Player,C. Palm,Kolding,SUB,7534021.3404048225,7534021.3404048225,6453104.908759313,703701.4650423116,77627,B 93 vs Kolding,2024-07-19
Player,A. Beck,Kolding,SUB,6711028.573392869,6711028.573392869,6329649.5036000665,184426.93349692677,49143,B 93 vs Kolding,2024-07-19
Player,P. Ngongo,Kolding,LF,6200438.608173212,6200438.608173212,4995423.233226436,921659.1969684138,64950,B 93 vs Kolding,2024-07-19
Player,S. Clemmensen,B 93,SUB,5779332.015421333,5779332.015421333,5506796.881669457,139631.35278944622,38201,B 93 vs Kolding,2024-07-19
Player,T. Blidegn,B 93,SUB,3544818.8827345707,3544818.8827345707,3263336.5393160726,197917.81642553405,38155,B 93 vs Kolding,2024-07-19
Player,M. Bottker,B 93,SUB,2294578.1161305183,2294578.1161305183,1986632.994252812,160487.98395453437,21740,B 93 vs Kolding,2024-07-19
Player,J. Mathys,B 93,SUB,1638586.0907420772,1638586.0907420772,1317422.5602493125,213206.2903030853,21783,B 93 vs Kolding,2024-07-19
Player,C. Enemark,Kolding,SUB,343211.89951064857,343211.89951064857,334655.17774451,4647.723251107274,3432,B 93 vs Kolding,2024-07-19
Player,R. Minerba,B 93,SUB,218516.53331972292,218516.53331972292,191107.68774880652,3732.8705128655083,3246,B 93 vs Kolding,2024-07-19
Team,None,B 93,None,nan,nan,2294.94426869976,308.49582864263186,None,B 93 vs Kolding,2024-07-19
Team,None,Kolding,None,nan,nan,2149.8946386298194,320.5161368635949,None,B 93 vs Kolding,2024-07-19
Player,M. Delac,Horsens,GK,183700504.39007849,183700504.39007849,91531589.43312524,77401442.81848304,144868,HB Køge vs Horsens,2024-08-11
Player,B. Bayrak,HB Køge,GK,136741941.54846177,136741941.54846177,66683905.93303555,61907681.83286939,144868,HB Køge vs Horsens,2024-08-11
Player,G. Culhaci,HB Køge,LB,52892484.51977183,52892484.51977183,43239181.34320566,3951948.0400989754,144868,HB Køge vs Horsens,2024-08-11
Player,O. Kolskogen,Horsens,LCB,48122491.515883744,48122491.515883744,42802209.963661455,3072223.6349676745,144868,HB Køge vs Horsens,2024-08-11
Player,J. Rothmann,HB Køge,LW,45858648.854283884,45858648.854283884,42995813.11369096,1010588.694311108,144868,HB Køge vs Horsens,2024-08-11
Player,S. Larsen,HB Køge,RB,45759311.51911699,45759311.51911699,38085504.84110138,2862270.9315995253,123854,HB Køge vs Horsens,2024-08-11
Player,J. Madsen,Horsens,LB,45315068.202707194,45315068.202707194,40531658.49743858,1666718.9557130216,144868,HB Køge vs Horsens,2024-08-11
