sequence_id,receiver_Uuid,receiver_name,receiver_position,game_id,match_id,team_name,period,poss_player_Uuid,poss_player_name,poss_player_position,deep_run_opportunity,deep_run,pass_received,Low base,Low Low base,High Low base,High base,Low High base,High High base,Width,Pocket,num_teammates_in_box,poss_in_assist_zone,option_between_lines,time_on_ball,gameclock_first,gameclock_last,timemin_first,timemin_last,timesec_first,timesec_last,possessor_x,possessor_y,receiver_x,receiver_y,att_dir,local_date,description
2,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,LB,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,LM,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,8.56,9.48,0,0,8,9,26.46,15.13,13.97,25.17,True,2025-07-20,Esbjerg vs Lyngby
2,deyq3zqd0vwc821ngqldxqor9,F. Gytkjaer,RF,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,LM,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,8.56,9.48,0,0,8,9,26.46,15.13,31.62,12.19,True,2025-07-20,Esbjerg vs Lyngby
2,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivancevic,LCB,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,LM,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,8.56,9.48,0,0,8,9,26.46,15.13,1.58,16.19,True,2025-07-20,Esbjerg vs Lyngby
3,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,RCB,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivancevic,LCB,False,False,False,False,False,False,False,False,False,False,False,0,False,False,True,21.52,22.08,0,0,21,22,-2.71,29.24,-8.65,12.18,True,2025-07-20,Esbjerg vs Lyngby
3,52vwj2s29n7wngablotd7pboq,J. AEgidius,GK,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivancevic,LCB,False,False,True,False,False,False,False,False,False,False,False,0,False,False,True,21.52,22.08,0,0,21,22,-2.71,29.24,-25.68,15.38,True,2025-07-20,Esbjerg vs Lyngby
3,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,LM,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivancevic,LCB,False,False,False,False,False,False,False,False,False,False,False,0,False,False,True,21.52,22.08,0,0,21,22,-2.71,29.24,23.17,30.24,True,2025-07-20,Esbjerg vs Lyngby
3,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,RM,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivancevic,LCB,False,False,False,False,False,False,False,False,False,False,False,0,False,False,True,21.52,22.08,0,0,21,22,-2.71,29.24,21.02,7.03,True,2025-07-20,Esbjerg vs Lyngby
3,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,RCM,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivancevic,LCB,False,False,False,False,False,False,False,False,False,False,False,0,False,False,True,21.52,22.08,0,0,21,22,-2.71,29.24,9.0,14.44,True,2025-07-20,Esbjerg vs Lyngby
3,8822s8ns7oyvjqade4oaxzg0l,O. Buur,RB,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivancevic,LCB,False,False,False,False,False,False,False,False,False,False,False,0,False,False,True,21.52,22.08,0,0,21,22,-2.71,29.24,8.05,-2.45,True,2025-07-20,Esbjerg vs Lyngby
3,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,LF,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivancevic,LCB,False,False,False,False,False,False,False,False,False,False,False,0,False,False,True,21.52,22.08,0,0,21,22,-2.71,29.24,33.06,22.28,True,2025-07-20,Esbjerg vs Lyngby
3,b13l1wrb747y9cdc8wqltan6d,M. Hebo,LCM,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivancevic,LCB,False,False,False,False,False,False,False,False,False,False,False,0,False,False,True,21.52,22.08,0,0,21,22,-2.71,29.24,12.16,25.45,True,2025-07-20,Esbjerg vs Lyngby
3,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,LB,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivancevic,LCB,False,False,False,False,False,False,False,False,False,False,False,0,False,True,True,21.52,22.08,0,0,21,22,-2.71,29.24,10.09,33.98,True,2025-07-20,Esbjerg vs Lyngby
3,deyq3zqd0vwc821ngqldxqor9,F. Gytkjaer,RF,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivancevic,LCB,False,False,False,False,False,False,False,False,False,False,False,0,False,False,True,21.52,22.08,0,0,21,22,-2.71,29.24,27.01,4.66,True,2025-07-20,Esbjerg vs Lyngby
4,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,RCB,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,52vwj2s29n7wngablotd7pboq,J. AEgidius,GK,False,False,False,True,True,False,False,False,False,False,False,0,False,False,True,24.28,24.68,0,0,24,24,-29.18,7.65,-18.03,1.49,True,2025-07-20,Esbjerg vs Lyngby
4,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,LM,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,52vwj2s29n7wngablotd7pboq,J. AEgidius,GK,False,False,False,True,True,False,False,False,False,False,False,0,False,False,True,24.28,24.68,0,0,24,24,-29.18,7.65,12.96,26.55,True,2025-07-20,Esbjerg vs Lyngby
4,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,RM,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,52vwj2s29n7wngablotd7pboq,J. AEgidius,GK,False,False,False,True,True,False,False,False,False,False,False,0,False,False,True,24.28,24.68,0,0,24,24,-29.18,7.65,14.88,-0.5,True,2025-07-20,Esbjerg vs Lyngby
4,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,RCM,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,52vwj2s29n7wngablotd7pboq,J. AEgidius,GK,False,False,False,True,True,False,False,False,False,False,False,0,False,True,True,24.28,24.68,0,0,24,24,-29.18,7.65,-0.14,8.54,True,2025-07-20,Esbjerg vs Lyngby
4,8822s8ns7oyvjqade4oaxzg0l,O. Buur,RB,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,52vwj2s29n7wngablotd7pboq,J. AEgidius,GK,False,False,False,True,True,False,False,False,False,False,False,0,False,False,True,24.28,24.68,0,0,24,24,-29.18,7.65,3.0,-13.07,True,2025-07-20,Esbjerg vs Lyngby
4,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,LF,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,52vwj2s29n7wngablotd7pboq,J. AEgidius,GK,False,False,False,True,True,False,False,False,False,False,False,0,False,False,True,24.28,24.68,0,0,24,24,-29.18,7.65,22.46,19.23,True,2025-07-20,Esbjerg vs Lyngby
4,b13l1wrb747y9cdc8wqltan6d,M. Hebo,LCM,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,52vwj2s29n7wngablotd7pboq,J. AEgidius,GK,False,False,False,True,True,False,False,False,False,False,False,0,False,False,True,24.28,24.68,0,0,24,24,-29.18,7.65,3.78,22.41,True,2025-07-20,Esbjerg vs Lyngby
4,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,LB,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,52vwj2s29n7wngablotd7pboq,J. AEgidius,GK,False,False,False,True,True,False,False,False,False,False,False,0,False,False,True,24.28,24.68,0,0,24,24,-29.18,7.65,2.38,32.55,True,2025-07-20,Esbjerg vs Lyngby
4,deyq3zqd0vwc821ngqldxqor9,F. Gytkjaer,RF,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,52vwj2s29n7wngablotd7pboq,J. AEgidius,GK,False,False,False,True,True,False,False,False,False,False,False,0,False,False,True,24.28,24.68,0,0,24,24,-29.18,7.65,21.42,4.19,True,2025-07-20,Esbjerg vs Lyngby
4,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivancevic,LCB,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,52vwj2s29n7wngablotd7pboq,J. AEgidius,GK,False,False,False,True,True,False,False,False,False,False,False,0,False,False,True,24.28,24.68,0,0,24,24,-29.18,7.65,-15.22,27.4,True,2025-07-20,Esbjerg vs Lyngby
5,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,RCB,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,RCM,False,False,False,False,False,False,False,False,False,False,True,0,False,False,True,58.96,59.4,0,0,58,59,-2.78,-16.39,-10.82,-19.09,True,2025-07-20,Esbjerg vs Lyngby
5,52vwj2s29n7wngablotd7pboq,J. AEgidius,GK,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,RCM,False,False,False,False,False,False,False,False,False,False,True,0,False,False,True,58.96,59.4,0,0,58,59,-2.78,-16.39,-37.26,-6.11,True,2025-07-20,Esbjerg vs Lyngby
5,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,LM,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,RCM,False,False,False,False,False,False,False,False,False,False,True,0,False,False,True,58.96,59.4,0,0,58,59,-2.78,-16.39,9.14,2.11,True,2025-07-20,Esbjerg vs Lyngby
5,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,RM,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,RCM,False,False,True,False,False,False,False,False,False,False,True,0,False,True,True,58.96,59.4,0,0,58,59,-2.78,-16.39,1.53,-19.46,True,2025-07-20,Esbjerg vs Lyngby
5,8822s8ns7oyvjqade4oaxzg0l,O. Buur,RB,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,RCM,False,False,False,False,False,False,False,False,False,False,True,0,False,False,True,58.96,59.4,0,0,58,59,-2.78,-16.39,-18.46,-24.31,True,2025-07-20,Esbjerg vs Lyngby
5,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,LF,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,RCM,False,False,False,False,False,False,False,False,False,False,True,0,False,False,True,58.96,59.4,0,0,58,59,-2.78,-16.39,18.46,-3.6,True,2025-07-20,Esbjerg vs Lyngby
5,b13l1wrb747y9cdc8wqltan6d,M. Hebo,LCM,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,RCM,False,False,False,False,False,False,False,False,False,False,True,0,False,False,True,58.96,59.4,0,0,58,59,-2.78,-16.39,-8.29,-7.23,True,2025-07-20,Esbjerg vs Lyngby
5,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,LB,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,RCM,False,False,False,False,False,False,False,False,False,False,True,0,False,False,True,58.96,59.4,0,0,58,59,-2.78,-16.39,-16.69,2.16,True,2025-07-20,Esbjerg vs Lyngby
5,deyq3zqd0vwc821ngqldxqor9,F. Gytkjaer,RF,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,RCM,False,False,False,False,False,False,False,False,False,False,True,0,False,False,True,58.96,59.4,0,0,58,59,-2.78,-16.39,17.28,-14.08,True,2025-07-20,Esbjerg vs Lyngby
5,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivancevic,LCB,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,RCM,False,False,False,False,False,False,False,False,False,False,True,0,False,False,True,58.96,59.4,0,0,58,59,-2.78,-16.39,-18.92,-14.6,True,2025-07-20,Esbjerg vs Lyngby
6,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,RCB,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,RM,True,False,False,False,False,False,False,False,False,True,False,0,False,False,True,60.08,61.28,1,1,0,1,0.96,-21.05,-12.12,-19.26,True,2025-07-20,Esbjerg vs Lyngby
6,52vwj2s29n7wngablotd7pboq,J. AEgidius,GK,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,RM,True,False,False,False,False,False,False,False,False,True,False,0,False,False,True,60.08,61.28,1,1,0,1,0.96,-21.05,-37.68,-5.57,True,2025-07-20,Esbjerg vs Lyngby
6,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,LM,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,RM,True,False,False,False,False,False,False,False,False,True,False,0,False,False,True,60.08,61.28,1,1,0,1,0.96,-21.05,8.84,-2.84,True,2025-07-20,Esbjerg vs Lyngby
6,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,RCM,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,RM,True,False,False,False,False,False,False,False,False,True,False,0,False,False,True,60.08,61.28,1,1,0,1,0.96,-21.05,-1.18,-16.38,True,2025-07-20,Esbjerg vs Lyngby
6,8822s8ns7oyvjqade4oaxzg0l,O. Buur,RB,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,RM,True,False,False,False,False,False,False,False,False,True,False,0,False,False,True,60.08,61.28,1,1,0,1,0.96,-21.05,-15.89,-25.07,True,2025-07-20,Esbjerg vs Lyngby
6,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,LF,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,RM,True,False,False,False,False,False,False,False,False,True,False,0,False,False,True,60.08,61.28,1,1,0,1,0.96,-21.05,15.23,-7.34,True,2025-07-20,Esbjerg vs Lyngby
6,b13l1wrb747y9cdc8wqltan6d,M. Hebo,LCM,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,RM,True,False,False,False,False,False,False,False,False,True,False,0,False,False,True,60.08,61.28,1,1,0,1,0.96,-21.05,-8.86,-7.33,True,2025-07-20,Esbjerg vs Lyngby
6,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,LB,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,RM,True,False,False,False,False,False,False,False,False,True,False,0,False,False,True,60.08,61.28,1,1,0,1,0.96,-21.05,-14.79,3.88,True,2025-07-20,Esbjerg vs Lyngby
6,deyq3zqd0vwc821ngqldxqor9,F. Gytkjaer,RF,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,RM,False,False,False,False,False,False,False,False,False,True,False,0,False,False,True,60.08,61.28,1,1,0,1,0.96,-21.05,16.13,-14.66,True,2025-07-20,Esbjerg vs Lyngby
6,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivancevic,LCB,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,RM,True,False,False,False,False,False,False,False,False,True,False,0,False,False,True,60.08,61.28,1,1,0,1,0.96,-21.05,-18.55,-12.12,True,2025-07-20,Esbjerg vs Lyngby
7,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,RCB,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,52vwj2s29n7wngablotd7pboq,J. AEgidius,GK,False,False,False,True,True,False,False,False,False,False,False,0,False,False,True,96.4,102.28,1,1,36,42,-49.08,0.05,-49.74,-19.83,True,2025-07-20,Esbjerg vs Lyngby
7,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,LM,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,52vwj2s29n7wngablotd7pboq,J. AEgidius,GK,False,False,False,True,True,False,False,False,False,False,False,0,False,False,True,96.4,102.28,1,1,36,42,-49.08,0.05,-7.22,21.95,True,2025-07-20,Esbjerg vs Lyngby
7,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,RM,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,52vwj2s29n7wngablotd7pboq,J. AEgidius,GK,False,False,False,True,True,False,False,False,False,False,False,0,False,False,True,96.4,102.28,1,1,36,42,-49.08,0.05,-8.8,-6.32,True,2025-07-20,Esbjerg vs Lyngby
7,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,RCM,66070e76-2442-4491-a5e1-af38e3d46ece,bu0ez9a5mhcxh9c23fny7d7h0,LBK,1,52vwj2s29n7wngablotd7pboq,J. AEgidius,GK,False,False,True,True,True,False,False,False,False,False,False,0,False,True,True,96.4,102.28,1,1,36,42,-49.08,0.05,-22.02,-5.43,True,2025-07-20,Esbjerg vs Lyngby
