,timeMin,timeSec,x,y,team_name,playerName,label,date,typeId,sequence_duration,sequenceId,sequence_xG,5.0,6.0,9.0,24.0,25.0,26.0,107.0,distance to opp goal,possession_index,start_possession_distance
39288,17,26,44.5,28.9,OB,T. Trybull,OB vs B 93,2024-12-01,49,11,61.0,0.2183346152305603,nan,nan,none,nan,nan,none,nan,59.375584207652224,2.0,66.218124407144
39289,17,26,44.5,28.9,OB,T. Trybull,OB vs B 93,2024-12-01,1,11,61.0,0.2183346152305603,nan,nan,none,nan,nan,none,nan,59.375584207652224,3.0,66.218124407144
39290,17,34,89.1,21.2,OB,L. Deedson,OB vs B 93,2024-12-01,1,11,61.0,0.2183346152305603,nan,nan,none,nan,nan,none,nan,30.793668180325646,4.0,66.218124407144
39291,17,36,85.3,50.1,OB,M. Ejdum,OB vs B 93,2024-12-01,16,11,61.0,0.2183346152305603,nan,nan,none,nan,nan,none,nan,14.700340132119395,5.0,66.218124407144
39324,32,16,26.8,83.2,B 93,N. Morberg,OB vs B 93,2024-12-01,49,10,95.0,0.5670998692512512,nan,nan,none,nan,nan,none,nan,80.37711116978515,1.0,80.37711116978515
39325,32,17,23.2,69.9,B 93,N. Morberg,OB vs B 93,2024-12-01,1,10,95.0,0.5670998692512512,nan,nan,none,nan,nan,none,nan,79.33630946798571,2.0,80.37711116978515
39326,32,20,48.7,77.7,B 93,O. Addo,OB vs B 93,2024-12-01,1,10,95.0,0.5670998692512512,nan,nan,none,nan,nan,none,nan,58.300771864530226,3.0,80.37711116978515
39327,32,23,75.8,72.0,B 93,E. Nnamani,OB vs B 93,2024-12-01,1,10,95.0,0.5670998692512512,nan,nan,none,nan,nan,none,nan,32.70535124410071,4.0,80.37711116978515
39328,32,26,88.1,41.7,B 93,S. Koch,OB vs B 93,2024-12-01,16,10,95.0,0.5670998692512512,nan,nan,none,nan,nan,none,nan,14.508618128546912,5.0,80.37711116978515
39482,6,4,93.4,85.2,OB,L. Kjerrumgaard,OB vs Esbjerg,2024-10-26,49,3,21.0,0.1592014580965042,nan,nan,nan,nan,nan,nan,nan,35.81340531141936,1.0,35.81340531141936
39483,6,4,90.0,84.6,OB,L. Kjerrumgaard,OB vs Esbjerg,2024-10-26,1,3,21.0,0.1592014580965042,nan,nan,nan,nan,nan,nan,nan,36.01610750761386,2.0,35.81340531141936
39484,6,6,87.4,65.7,OB,M. Ejdum,OB vs Esbjerg,2024-10-26,1,3,21.0,0.1592014580965042,nan,nan,nan,nan,nan,nan,nan,20.130822139197395,3.0,35.81340531141936
39485,6,7,89.0,50.5,OB,L. Deedson,OB vs Esbjerg,2024-10-26,13,3,21.0,0.1592014580965042,nan,nan,nan,nan,nan,nan,nan,11.01135777277262,4.0,35.81340531141936
39631,47,48,71.7,14.0,OB,T. Trybull,OB vs Esbjerg,2024-10-26,49,6,168.0,0.1186658143997192,nan,nan,nan,nan,nan,nan,nan,45.79181149506972,1.0,45.79181149506972
39632,47,49,71.7,14.0,OB,T. Trybull,OB vs Esbjerg,2024-10-26,1,6,168.0,0.1186658143997192,nan,nan,nan,nan,nan,nan,nan,45.79181149506972,2.0,45.79181149506972
39633,47,52,87.5,8.0,OB,L. Owusu,OB vs Esbjerg,2024-10-26,1,6,168.0,0.1186658143997192,nan,nan,nan,nan,nan,nan,nan,43.82065722921097,3.0,45.79181149506972
39634,47,53,93.0,31.1,OB,L. Deedson,OB vs Esbjerg,2024-10-26,3,6,168.0,0.1186658143997192,nan,nan,nan,nan,nan,nan,nan,20.154652068443156,4.0,45.79181149506972
39635,47,54,95.5,33.7,OB,L. Deedson,OB vs Esbjerg,2024-10-26,15,6,168.0,0.1186658143997192,nan,nan,nan,nan,nan,nan,nan,16.90976049505137,5.0,45.79181149506972
39925,83,19,65.2,16.1,OB,J. Bonde,OB vs Fredericia,2024-08-21,1,8,252.0,0.1709401309490203,nan,nan,none,none,nan,none,nan,48.582404222104934,1.0,48.582404222104934
39926,83,23,90.8,23.4,OB,M. Jensen,OB vs Fredericia,2024-08-21,3,8,252.0,0.1709401309490203,nan,nan,none,none,nan,none,nan,28.14604767991414,2.0,48.582404222104934
39927,83,24,93.6,28.5,OB,M. Jensen,OB vs Fredericia,2024-08-21,1,8,252.0,0.1709401309490203,nan,nan,none,none,nan,none,nan,22.432342722060934,3.0,48.582404222104934
39928,83,27,90.9,47.9,OB,L. Kjerrumgaard,OB vs Fredericia,2024-08-21,16,8,252.0,0.1709401309490203,nan,nan,none,none,nan,none,nan,9.33916484488843,4.0,48.582404222104934
39959,2,18,65.9,55.7,OB,T. Trybull,OB vs Fredericia,2025-05-03,8,8,7.0,0.2418184131383896,nan,nan,none,nan,nan,none,nan,34.57311093899419,1.0,34.57311093899419
39960,2,21,73.1,27.0,OB,L. Deedson,OB vs Fredericia,2025-05-03,1,8,7.0,0.2418184131383896,nan,nan,none,nan,nan,none,nan,35.39223078586599,2.0,34.57311093899419
39961,2,24,89.6,15.6,OB,M. McCoy,OB vs Fredericia,2025-05-03,1,8,7.0,0.2418184131383896,nan,nan,none,nan,nan,none,nan,35.93772391234592,3.0,34.57311093899419
39962,2,25,91.8,53.4,OB,L. Kjerrumgaard,OB vs Fredericia,2025-05-03,44,8,7.0,0.2418184131383896,nan,nan,none,nan,nan,none,nan,8.876936408468861,4.0,34.57311093899419
39963,2,26,93.5,50.0,OB,L. Kjerrumgaard,OB vs Fredericia,2025-05-03,13,8,7.0,0.2418184131383896,nan,nan,none,nan,nan,none,nan,6.5,5.0,34.57311093899419
39973,6,26,57.0,48.2,Fredericia,J. Jessen,OB vs Fredericia,2025-05-03,7,6,21.0,0.4233727753162384,nan,nan,none,nan,nan,none,nan,43.03765792884181,1.0,43.03765792884181
39974,6,27,63.9,43.4,Fredericia,G. Marcussen,OB vs Fredericia,2025-05-03,49,6,21.0,0.4233727753162384,nan,nan,none,nan,nan,none,nan,36.698365086199686,2.0,43.03765792884181
39975,6,29,69.7,53.9,Fredericia,G. Marcussen,OB vs Fredericia,2025-05-03,1,6,21.0,0.4233727753162384,nan,nan,none,nan,nan,none,nan,30.549959083442317,3.0,43.03765792884181
39976,6,32,90.5,57.9,Fredericia,M. Opondo,OB vs Fredericia,2025-05-03,16,6,21.0,0.4233727753162384,nan,nan,none,nan,nan,none,nan,12.355565547557909,4.0,43.03765792884181
40347,63,42,66.5,33.7,HB Køge,G. Larsen,OB vs HB Køge,2024-10-04,1,7,200.0,0.1267714947462082,nan,nan,none,none,nan,none,nan,37.2550667695013,1.0,37.2550667695013
40348,63,46,85.8,34.0,HB Køge,Mohamad Al Naser,OB vs HB Køge,2024-10-04,3,7,200.0,0.1267714947462082,nan,nan,none,none,nan,none,nan,21.39252205795287,2.0,37.2550667695013
40349,63,46,85.5,34.8,HB Køge,Mohamad Al Naser,OB vs HB Køge,2024-10-04,1,7,200.0,0.1267714947462082,nan,nan,none,none,nan,none,nan,21.00690362714125,3.0,37.2550667695013
40350,63,49,84.2,50.7,HB Køge,J. Arias,OB vs HB Køge,2024-10-04,16,7,200.0,0.1267714947462082,nan,nan,none,none,nan,none,nan,15.815498727514093,4.0,37.2550667695013
40756,38,10,68.7,79.4,OB,M. Jensen,OB vs Hobro,2025-03-02,1,6,124.0,0.1364087611436844,nan,nan,none,nan,nan,none,nan,42.942403286262405,1.0,42.942403286262405
40757,38,12,78.3,93.1,OB,A. Sørensen,OB vs Hobro,2025-03-02,1,6,124.0,0.1364087611436844,nan,nan,none,nan,nan,none,nan,48.25453346577915,2.0,42.942403286262405
40758,38,16,96.7,59.3,OB,L. Deedson,OB vs Hobro,2025-03-02,15,6,124.0,0.1364087611436844,nan,nan,none,nan,nan,none,nan,9.868130522039113,3.0,42.942403286262405
40759,38,34,74.0,92.3,OB,A. Sørensen,OB vs Hobro,2025-03-02,49,2,126.0,0.4315762519836426,nan,nan,none,nan,nan,none,nan,49.65168677900077,1.0,49.65168677900077
40760,38,35,96.8,91.4,OB,A. Sørensen,OB vs Hobro,2025-03-02,1,2,126.0,0.4315762519836426,nan,nan,none,nan,nan,none,nan,41.523487329462114,2.0,49.65168677900077
40761,38,36,92.1,53.4,OB,L. Kjerrumgaard,OB vs Hobro,2025-03-02,15,2,126.0,0.4315762519836426,nan,nan,none,nan,nan,none,nan,8.600581375697812,3.0,49.65168677900077
40919,77,41,45.4,35.8,Hobro,T. Hansen,OB vs Hobro,2025-03-02,49,8,262.0,0.2582895755767822,nan,nan,none,nan,nan,none,nan,56.416309698526014,1.0,56.416309698526014
40920,77,42,45.4,35.8,Hobro,T. Hansen,OB vs Hobro,2025-03-02,1,8,262.0,0.2582895755767822,nan,nan,none,nan,nan,none,nan,56.416309698526014,2.0,56.416309698526014
40921,77,45,69.4,49.0,Hobro,R. Gyamfi,OB vs Hobro,2025-03-02,3,8,262.0,0.2582895755767822,nan,nan,none,nan,nan,none,nan,30.61633550900564,3.0,56.416309698526014
40922,77,47,77.8,42.2,Hobro,R. Gyamfi,OB vs Hobro,2025-03-02,3,8,262.0,0.2582895755767822,nan,nan,none,nan,nan,none,nan,23.530405861353096,4.0,56.416309698526014
40923,77,49,85.9,40.0,Hobro,R. Gyamfi,OB vs Hobro,2025-03-02,15,8,262.0,0.2582895755767822,nan,nan,none,nan,nan,none,nan,17.28612160086813,5.0,56.416309698526014
41031,21,41,92.9,85.3,OB,N. Mickelson,OB vs Horsens,2024-11-09,1,5,87.0,0.1302560120820999,nan,nan,none,nan,nan,nan,nan,36.00694377477766,1.0,36.00694377477766
41032,21,46,91.8,40.0,OB,J. Bonde,OB vs Horsens,2024-11-09,44,5,87.0,0.1302560120820999,nan,nan,none,nan,nan,nan,nan,12.932130528261771,2.0,36.00694377477766
41033,21,46,93.9,42.7,OB,J. Bonde,OB vs Horsens,2024-11-09,13,5,87.0,0.1302560120820999,nan,nan,none,nan,nan,nan,nan,9.513148795220218,3.0,36.00694377477766
41702,41,38,34.1,44.8,Hvidovre,C. Jakobsen,OB vs Hvidovre,2024-08-03,49,8,117.0,0.1697068959474563,nan,nan,none,nan,nan,none,nan,66.10484097250367,1.0,66.10484097250367
41703,41,38,34.1,44.8,Hvidovre,C. Jakobsen,OB vs Hvidovre,2024-08-03,1,8,117.0,0.1697068959474563,nan,nan,none,nan,nan,none,nan,66.10484097250367,2.0,66.10484097250367
41704,41,40,34.3,79.7,Hvidovre,N. Clausen,OB vs Hvidovre,2024-08-03,1,8,117.0,0.1697068959474563,nan,nan,none,nan,nan,none,nan,72.10117890853104,3.0,66.10484097250367
41705,41,45,61.6,62.3,Hvidovre,A. Smed,OB vs Hvidovre,2024-08-03,1,8,117.0,0.1697068959474563,nan,nan,none,nan,nan,none,nan,40.32183031559951,4.0,66.10484097250367
41706,41,46,89.6,62.0,Hvidovre,F. Høgh,OB vs Hvidovre,2024-08-03,13,8,117.0,0.1697068959474563,nan,nan,none,nan,nan,none,nan,15.87954659302337,5.0,66.10484097250367
42045,65,40,29.6,34.6,Hvidovre,M. Fredslund,OB vs Hvidovre,2025-04-26,8,9,215.0,0.1529029756784439,nan,nan,none,nan,nan,nan,nan,72.06469315830049,1.0,72.06469315830049
42046,65,41,36.0,44.7,Hvidovre,F. Krogstad,OB vs Hvidovre,2025-04-26,49,9,215.0,0.1529029756784439,nan,nan,none,nan,nan,nan,nan,64.21907816217856,2.0,72.06469315830049
42047,65,42,36.0,44.7,Hvidovre,F. Krogstad,OB vs Hvidovre,2025-04-26,1,9,215.0,0.1529029756784439,nan,nan,none,nan,nan,nan,nan,64.21907816217856,3.0,72.06469315830049
42048,65,44,54.3,33.9,Hvidovre,S. Makienok,OB vs Hvidovre,2025-04-26,1,9,215.0,0.1529029756784439,nan,nan,none,nan,nan,nan,nan,48.45307007816945,4.0,72.06469315830049
42049,65,47,77.2,44.7,Hvidovre,J. Adjei-Broni,OB vs Hvidovre,2025-04-26,1,9,215.0,0.1529029756784439,nan,nan,none,nan,nan,nan,nan,23.407904647789383,5.0,72.06469315830049
42050,65,49,87.7,63.6,Hvidovre,A. Smed,OB vs Hvidovre,2025-04-26,13,9,215.0,0.1529029756784439,nan,nan,none,nan,nan,nan,nan,18.33712082089225,6.0,72.06469315830049
42060,77,25,53.8,42.2,Hvidovre,A. Smed,OB vs Hvidovre,2025-04-26,49,5,240.0,0.3551328182220459,nan,nan,none,nan,nan,nan,nan,46.85381521285113,1.0,46.85381521285113
42061,77,29,80.9,48.9,Hvidovre,A. Smed,OB vs Hvidovre,2025-04-26,1,5,240.0,0.3551328182220459,nan,nan,none,nan,nan,nan,nan,19.131649170941845,2.0,46.85381521285113
42062,77,30,90.6,35.6,Hvidovre,S. Makienok,OB vs Hvidovre,2025-04-26,13,5,240.0,0.3551328182220459,nan,nan,none,nan,nan,nan,nan,17.19651127409278,3.0,46.85381521285113
42255,74,24,84.3,33.0,Kolding,S. Jalal,OB vs Kolding,2025-03-08,3,5,250.0,0.2157555073499679,nan,nan,none,nan,nan,none,nan,23.140656861895692,1.0,23.140656861895692
42256,74,25,87.0,33.0,Kolding,S. Jalal,OB vs Kolding,2025-03-08,1,5,250.0,0.2157555073499679,nan,nan,none,nan,nan,none,nan,21.400934559032695,2.0,23.140656861895692
42257,74,27,85.4,43.6,Kolding,M. Saaby,OB vs Kolding,2025-03-08,1,5,250.0,0.2157555073499679,nan,nan,none,nan,nan,none,nan,15.941141740791336,3.0,23.140656861895692
42258,74,29,90.5,37.8,Kolding,S. Jalal,OB vs Kolding,2025-03-08,15,5,250.0,0.2157555073499679,nan,nan,none,nan,nan,none,nan,15.462535367784938,4.0,23.140656861895692
42318,5,49,88.1,73.5,OB,J. Grot,OB vs Kolding,2025-04-17,74,4,20.0,0.1758205741643905,nan,nan,none,none,nan,none,nan,26.341222446955648,1.0,26.341222446955648
42319,5,52,89.6,71.2,OB,J. Grot,OB vs Kolding,2025-04-17,49,4,20.0,0.1758205741643905,nan,nan,none,none,nan,none,nan,23.61355542903271,2.0,26.341222446955648
42320,5,53,90.1,62.4,OB,J. Grot,OB vs Kolding,2025-04-17,15,4,20.0,0.1758205741643905,nan,nan,none,none,nan,none,nan,15.867261893597146,3.0,26.341222446955648
42388,37,36,98.2,25.4,OB,L. Deedson,OB vs Kolding,2025-04-17,1,4,120.0,0.2377882897853851,nan,nan,none,none,nan,none,nan,24.665765749313362,1.0,24.665765749313362
42389,37,39,94.7,48.5,OB,L. Kjerrumgaard,OB vs Kolding,2025-04-17,44,4,120.0,0.2377882897853851,nan,nan,none,none,nan,none,nan,5.508175741568162,2.0,24.665765749313362
42390,37,40,94.9,47.7,OB,L. Kjerrumgaard,OB vs Kolding,2025-04-17,16,4,120.0,0.2377882897853851,nan,nan,none,none,nan,none,nan,5.594640292279739,3.0,24.665765749313362
42438,46,1,31.1,82.6,OB,N. Bürgy,OB vs Kolding,2025-04-17,8,9,158.0,0.1211582571268081,nan,nan,none,none,nan,none,nan,76.22315921030825,1.0,76.22315921030825
42439,46,3,45.3,70.0,OB,M. Ejdum,OB vs Kolding,2025-04-17,49,9,158.0,0.1211582571268081,nan,nan,none,none,nan,none,nan,58.24165176229122,2.0,76.22315921030825
42440,46,8,63.8,50.3,OB,M. Ejdum,OB vs Kolding,2025-04-17,1,9,158.0,0.1211582571268081,nan,nan,none,none,nan,none,nan,36.20124307257971,3.0,76.22315921030825
42441,46,10,89.8,37.8,OB,L. Deedson,OB vs Kolding,2025-04-17,15,9,158.0,0.1211582571268081,nan,nan,none,none,nan,none,nan,15.902201105507379,4.0,76.22315921030825
42517,12,9,71.5,10.9,OB,M. Fenger,OB vs Roskilde,2024-09-22,1,7,40.0,0.3632895946502685,nan,nan,none,none,nan,nan,nan,48.38450165083857,1.0,48.38450165083857
42518,12,11,70.3,33.6,OB,M. Ejdum,OB vs Roskilde,2024-09-22,1,7,40.0,0.3632895946502685,nan,nan,none,none,nan,nan,nan,33.92712778883588,2.0,48.38450165083857
42519,12,14,73.0,66.1,OB,M. Jensen,OB vs Roskilde,2024-09-22,1,7,40.0,0.3632895946502685,nan,nan,none,none,nan,nan,nan,31.435807608521845,3.0,48.38450165083857
42520,12,16,91.7,58.1,OB,M. Ejdum,OB vs Roskilde,2024-09-22,15,7,40.0,0.3632895946502685,nan,nan,none,none,nan,nan,nan,11.597413504743201,4.0,48.38450165083857
42745,4,52,60.2,36.7,OB,J. Bonde,OB vs Vendsyssel,2024-08-30,1,5,22.0,0.1315393894910812,nan,nan,nan,nan,nan,none,nan,41.96343646557083,1.0,41.96343646557083
42746,4,53,66.1,39.1,OB,L. Kjerrumgaard,OB vs Vendsyssel,2024-08-30,1,5,22.0,0.1315393894910812,nan,nan,nan,nan,nan,none,nan,35.609268456400514,2.0,41.96343646557083
42747,4,57,87.8,38.8,OB,L. Deedson,OB vs Vendsyssel,2024-08-30,15,5,22.0,0.1315393894910812,nan,nan,nan,nan,nan,none,nan,16.56140090692814,3.0,41.96343646557083
43107,39,32,64.7,33.0,B 93,E. Nnamani,Roskilde vs B 93,2024-07-27,49,5,135.0,0.1241077557206153,nan,nan,none,none,nan,none,nan,39.18022460374621,1.0,39.18022460374621
43108,39,35,79.8,42.5,B 93,E. Nnamani,Roskilde vs B 93,2024-07-27,1,5,135.0,0.1241077557206153,nan,nan,none,none,nan,none,nan,21.54738963308549,2.0,39.18022460374621
43109,39,37,90.9,37.0,B 93,F. Isaki,Roskilde vs B 93,2024-07-27,16,5,135.0,0.1241077557206153,nan,nan,none,none,nan,none,nan,15.86852230045381,3.0,39.18022460374621
43212,76,10,31.3,66.4,B 93,F. Isaki,Roskilde vs B 93,2024-07-27,49,10,267.0,0.1598646491765976,nan,nan,none,none,nan,none,nan,70.63037590159067,1.0,70.63037590159067
43213,76,10,31.3,66.4,B 93,F. Isaki,Roskilde vs B 93,2024-07-27,1,10,267.0,0.1598646491765976,nan,nan,none,none,nan,none,nan,70.63037590159067,2.0,70.63037590159067
43214,76,17,78.0,61.8,B 93,O. Addo,Roskilde vs B 93,2024-07-27,1,10,267.0,0.1598646491765976,nan,nan,none,none,nan,none,nan,24.964775184247102,3.0,70.63037590159067
43215,76,20,87.3,43.6,B 93,E. Nnamani,Roskilde vs B 93,2024-07-27,15,10,267.0,0.1598646491765976,nan,nan,none,none,nan,none,nan,14.221462653327894,4.0,70.63037590159067
43354,27,4,48.1,18.4,B 93,V. Hammershøy-Mistrati,Roskilde vs B 93,2025-04-04,1,9,92.0,0.236851617693901,nan,nan,none,none,nan,nan,nan,60.76322901228999,1.0,60.76322901228999
43355,27,6,60.1,37.3,B 93,E. Nnamani,Roskilde vs B 93,2025-04-04,3,9,92.0,0.236851617693901,nan,nan,none,none,nan,nan,nan,41.87242529398077,2.0,60.76322901228999
43356,27,6,51.7,34.6,B 93,E. Nnamani,Roskilde vs B 93,2025-04-04,49,9,92.0,0.236851617693901,nan,nan,none,none,nan,nan,nan,50.695660563799734,3.0,60.76322901228999
43357,27,9,73.2,40.4,B 93,E. Nnamani,Roskilde vs B 93,2025-04-04,1,9,92.0,0.236851617693901,nan,nan,none,none,nan,nan,nan,28.467525357852935,4.0,60.76322901228999
43358,27,12,91.3,31.3,B 93,S. Koch,Roskilde vs B 93,2025-04-04,1,9,92.0,0.236851617693901,nan,nan,none,none,nan,nan,nan,20.624742422634036,5.0,60.76322901228999
43359,27,13,93.6,59.0,B 93,F. Isaki,Roskilde vs B 93,2025-04-04,13,9,92.0,0.236851617693901,nan,nan,none,none,nan,nan,nan,11.043550153822821,6.0,60.76322901228999
43367,29,3,50.3,28.3,Roskilde,M. Juhl,Roskilde vs B 93,2025-04-04,1,5,98.0,0.1292565315961837,nan,nan,none,none,nan,nan,nan,54.23080305509038,1.0,54.23080305509038
43368,29,6,84.1,23.0,Roskilde,A. Jensen,Roskilde vs B 93,2025-04-04,49,5,98.0,0.1292565315961837,nan,nan,none,none,nan,nan,nan,31.33384751351165,2.0,54.23080305509038
43369,29,6,84.1,23.0,Roskilde,A. Jensen,Roskilde vs B 93,2025-04-04,1,5,98.0,0.1292565315961837,nan,nan,none,none,nan,nan,nan,31.33384751351165,3.0,54.23080305509038
43370,29,8,90.5,40.7,Roskilde,R. Arabaci,Roskilde vs B 93,2025-04-04,13,5,98.0,0.1292565315961837,nan,nan,none,none,nan,nan,nan,13.294359706281456,4.0,54.23080305509038
43467,65,12,67.8,77.5,B 93,O. Addo,Roskilde vs B 93,2025-04-04,49,8,216.0,0.3630000054836273,nan,nan,none,none,nan,nan,nan,42.34489343474606,1.0,42.34489343474606
43468,65,15,85.8,88.2,B 93,O. Addo,Roskilde vs B 93,2025-04-04,3,8,216.0,0.3630000054836273,nan,nan,none,none,nan,nan,nan,40.75389551932429,2.0,42.34489343474606
43469,65,18,96.6,76.9,B 93,O. Addo,Roskilde vs B 93,2025-04-04,1,8,216.0,0.3630000054836273,nan,nan,none,none,nan,nan,nan,27.11401851441428,3.0,42.34489343474606
43470,65,19,99.3,52.2,B 93,C. Björk,Roskilde vs B 93,2025-04-04,1,8,216.0,0.3630000054836273,nan,nan,none,none,nan,nan,nan,2.308679276123043,4.0,42.34489343474606
43471,65,20,92.0,42.5,B 93,T. Blidegn,Roskilde vs B 93,2025-04-04,16,8,216.0,0.3630000054836273,nan,nan,none,none,nan,nan,nan,10.965856099730654,5.0,42.34489343474606
43482,68,5,40.4,34.2,B 93,A. Heimer,Roskilde vs B 93,2025-04-04,49,7,226.0,0.4091381728649139,nan,nan,none,none,nan,nan,nan,61.65873822906207,1.0,61.65873822906207
43483,68,6,37.3,33.3,B 93,A. Heimer,Roskilde vs B 93,2025-04-04,1,7,226.0,0.4091381728649139,nan,nan,none,none,nan,nan,nan,64.88589985505325,2.0,61.65873822906207
43484,68,8,69.8,43.8,B 93,O. Addo,Roskilde vs B 93,2025-04-04,1,7,226.0,0.4091381728649139,nan,nan,none,none,nan,nan,nan,30.829855659733475,3.0,61.65873822906207
43485,68,12,86.7,44.0,B 93,F. Isaki,Roskilde vs B 93,2025-04-04,15,7,226.0,0.4091381728649139,nan,nan,none,none,nan,nan,nan,14.590750494748374,4.0,61.65873822906207
43542,87,27,78.1,44.2,Roskilde,A. Taranis,Roskilde vs B 93,2025-04-04,1,2,295.0,0.4986486732959747,nan,nan,none,none,nan,nan,nan,22.655021518418387,1.0,22.655021518418387
43543,87,28,89.7,23.5,Roskilde,M. Kristensen,Roskilde vs B 93,2025-04-04,1,2,295.0,0.4986486732959747,nan,nan,none,none,nan,nan,nan,28.43132075722125,2.0,22.655021518418387
43544,87,29,94.2,51.1,Roskilde,E. Nielsen,Roskilde vs B 93,2025-04-04,16,2,295.0,0.4986486732959747,nan,nan,none,none,nan,nan,nan,5.903388857258173,3.0,22.655021518418387
43922,53,59,67.0,9.4,Fredericia,J. Jessen,Roskilde vs Fredericia,2024-11-30,1,4,177.0,0.8538209199905396,nan,nan,none,none,nan,none,nan,52.319785932283786,1.0,52.319785932283786
43923,54,0,71.5,8.2,Fredericia,A. Dahl,Roskilde vs Fredericia,2024-11-30,1,4,177.0,0.8538209199905396,nan,nan,none,none,nan,none,nan,50.59140243163852,2.0,52.319785932283786
43924,54,2,92.5,26.0,Fredericia,O. Buch,Roskilde vs Fredericia,2024-11-30,1,4,177.0,0.8538209199905396,nan,nan,none,none,nan,none,nan,25.144581921360317,3.0,52.319785932283786
43925,54,3,96.0,48.5,Fredericia,A. Bøndergaard,Roskilde vs Fredericia,2024-11-30,16,4,177.0,0.8538209199905396,nan,nan,none,none,nan,none,nan,4.272001872658765,4.0,52.319785932283786
44087,15,45,20.0,76.4,HB Køge,G. Larsen,Roskilde vs HB Køge,2024-09-29,1,7,51.0,0.3433791697025299,nan,nan,none,nan,nan,nan,nan,84.24345671920165,1.0,84.24345671920165
44088,15,47,50.8,63.4,HB Køge,Mohamad Al Naser,Roskilde vs HB Køge,2024-09-29,49,7,51.0,0.3433791697025299,nan,nan,none,nan,nan,nan,nan,50.992156259566045,2.0,84.24345671920165
44089,15,52,80.2,54.8,HB Køge,Mohamad Al Naser,Roskilde vs HB Køge,2024-09-29,16,7,51.0,0.3433791697025299,nan,nan,none,nan,nan,nan,nan,20.37351221561957,3.0,84.24345671920165
44127,22,15,74.9,83.0,Roskilde,A. Maarup,Roskilde vs HB Køge,2024-09-29,1,3,70.0,0.2438651770353317,nan,nan,none,nan,nan,nan,nan,41.46094547884792,1.0,41.46094547884792
44128,22,16,92.5,90.0,Roskilde,O. Juul,Roskilde vs HB Køge,2024-09-29,1,3,70.0,0.2438651770353317,nan,nan,none,nan,nan,nan,nan,40.697051490249265,2.0,41.46094547884792
44129,22,18,93.6,49.3,Roskilde,R. Arabaci,Roskilde vs HB Køge,2024-09-29,15,3,70.0,0.2438651770353317,nan,nan,none,nan,nan,nan,nan,6.438167441127955,3.0,41.46094547884792
44181,39,47,72.4,39.2,Roskilde,M. Juhl,Roskilde vs HB Køge,2024-09-29,1,2,120.0,0.1053613573312759,nan,nan,none,nan,nan,nan,nan,29.63781368454832,1.0,29.63781368454832
44182,39,47,51.8,20.6,Roskilde,M. Juhl,Roskilde vs HB Køge,2024-09-29,3,2,120.0,0.1053613573312759,nan,nan,none,nan,nan,nan,nan,56.458834561120725,2.0,29.63781368454832
44183,39,49,91.4,33.8,Roskilde,A. Maarup,Roskilde vs HB Køge,2024-09-29,15,2,120.0,0.1053613573312759,nan,nan,none,nan,nan,nan,nan,18.341210428976602,3.0,29.63781368454832
44209,45,58,39.7,61.7,HB Køge,J. Arias,Roskilde vs HB Køge,2024-09-29,1,10,149.0,0.5040035843849182,nan,nan,none,nan,nan,nan,nan,61.42458791070559,1.0,61.42458791070559
44210,45,59,29.8,51.6,HB Køge,M. Jensen,Roskilde vs HB Køge,2024-09-29,49,10,149.0,0.5040035843849182,nan,nan,none,nan,nan,nan,nan,70.21823125086533,2.0,61.42458791070559
44211,45,59,29.8,51.6,HB Køge,M. Jensen,Roskilde vs HB Køge,2024-09-29,1,10,149.0,0.5040035843849182,nan,nan,none,nan,nan,nan,nan,70.21823125086533,3.0,61.42458791070559
44212,46,4,53.6,33.3,HB Køge,Mohamad Al Naser,Roskilde vs HB Køge,2024-09-29,1,10,149.0,0.5040035843849182,nan,nan,none,nan,nan,nan,nan,49.31379117447776,4.0,61.42458791070559
44213,46,8,84.7,52.6,HB Køge,J. Arias,Roskilde vs HB Køge,2024-09-29,16,10,149.0,0.5040035843849182,nan,nan,none,nan,nan,nan,nan,15.51934276958918,5.0,61.42458791070559
44693,88,52,78.3,74.7,Roskilde,O. Juul,Roskilde vs HB Køge,2025-04-17,1,6,364.0,0.1818398237228393,nan,nan,none,none,nan,nan,nan,32.87826029460805,1.0,32.87826029460805
44694,88,54,92.6,84.8,Roskilde,M. Kristensen,Roskilde vs HB Køge,2025-04-17,1,6,364.0,0.1818398237228393,nan,nan,none,none,nan,nan,nan,35.57808314116993,2.0,32.87826029460805
44695,88,58,92.1,44.6,Roskilde,A. Halsgaard,Roskilde vs HB Køge,2025-04-17,13,6,364.0,0.1818398237228393,nan,nan,none,none,nan,nan,nan,9.569221493935652,3.0,32.87826029460805
44940,45,17,39.8,37.3,Hillerød,A. Justinussen,Roskilde vs Hillerød,2025-03-01,1,6,189.0,0.2714285850524902,nan,nan,none,nan,nan,none,nan,61.52503555464231,1.0,61.52503555464231
44941,45,18,34.6,40.6,Hillerød,M. Due Grandt,Roskilde vs Hillerød,2025-03-01,49,6,189.0,0.2714285850524902,nan,nan,none,nan,nan,none,nan,66.07208185005223,2.0,61.52503555464231
44942,45,18,34.6,40.6,Hillerød,M. Due Grandt,Roskilde vs Hillerød,2025-03-01,1,6,189.0,0.2714285850524902,nan,nan,none,nan,nan,none,nan,66.07208185005223,3.0,61.52503555464231
