,timeMin,timeSec,x,y,team_name,playerName,label,date,typeId,sequence_duration,sequenceId,sequence_xG,5.0,6.0,9.0,24.0,25.0,26.0,107.0,distance to opp goal,possession_index,start_possession_distance
11362,9,6,90.5,52.6,Fredericia,G. Marcussen,Fredericia vs Hvidovre,2025-05-09,15,10,31.0,0.4264545440673828,nan,nan,none,none,nan,none,nan,9.849365461794989,4.0,72.53040741647602
11424,24,1,68.3,69.1,Fredericia,F. Rieper,Fredericia vs Hvidovre,2025-05-09,49,5,84.0,0.1622761785984039,nan,nan,none,none,nan,none,nan,37.00945825056076,1.0,37.00945825056076
11425,24,2,68.3,69.1,Fredericia,F. Rieper,Fredericia vs Hvidovre,2025-05-09,1,5,84.0,0.1622761785984039,nan,nan,none,none,nan,none,nan,37.00945825056076,2.0,37.00945825056076
11426,24,6,88.0,63.3,Fredericia,G. Marcussen,Fredericia vs Hvidovre,2025-05-09,15,5,84.0,0.1622761785984039,nan,nan,none,none,nan,none,nan,17.91340280348767,3.0,37.00945825056076
11537,57,54,41.8,38.1,Fredericia,F. Winther,Fredericia vs Hvidovre,2025-05-09,3,5,201.0,0.1003849804401397,nan,nan,none,none,nan,none,nan,59.404124435934584,1.0,59.404124435934584
11538,57,55,58.9,36.3,Fredericia,F. Winther,Fredericia vs Hvidovre,2025-05-09,49,5,201.0,0.1003849804401397,nan,nan,none,none,nan,none,nan,43.3232039443068,2.0,59.404124435934584
11539,57,56,62.3,37.4,Fredericia,F. Winther,Fredericia vs Hvidovre,2025-05-09,1,5,201.0,0.1003849804401397,nan,nan,none,none,nan,none,nan,39.74984276698463,3.0,59.404124435934584
11540,57,59,87.7,68.1,Fredericia,A. Bøndergaard,Fredericia vs Hvidovre,2025-05-09,15,5,201.0,0.1003849804401397,nan,nan,none,none,nan,none,nan,21.883783950679092,4.0,59.404124435934584
11583,84,55,70.5,40.1,Fredericia,A. Andersen,Fredericia vs Hvidovre,2025-05-09,49,3,257.0,0.1036718860268592,nan,nan,none,none,nan,none,nan,31.116876449926654,1.0,31.116876449926654
11584,84,55,70.5,40.1,Fredericia,A. Andersen,Fredericia vs Hvidovre,2025-05-09,1,3,257.0,0.1036718860268592,nan,nan,none,none,nan,none,nan,31.116876449926654,2.0,31.116876449926654
11585,84,58,82.8,42.5,Fredericia,P. Egelund,Fredericia vs Hvidovre,2025-05-09,16,3,257.0,0.1036718860268592,nan,nan,none,none,nan,none,nan,18.764061394058594,3.0,31.116876449926654
11630,18,46,92.1,21.3,Fredericia,O. Buch,Fredericia vs Kolding,2024-11-24,1,3,60.0,0.1177843883633613,nan,nan,none,nan,nan,nan,nan,29.76743186773088,1.0,29.76743186773088
11631,18,49,92.4,51.4,Fredericia,A. Bøndergaard,Fredericia vs Kolding,2024-11-24,44,3,60.0,0.1177843883633613,nan,nan,none,nan,nan,nan,nan,7.727871634544657,2.0,29.76743186773088
11632,18,49,92.4,50.3,Fredericia,A. Bøndergaard,Fredericia vs Kolding,2024-11-24,15,3,60.0,0.1177843883633613,nan,nan,none,nan,nan,nan,nan,7.605918747922562,3.0,29.76743186773088
11633,26,45,43.2,25.3,Kolding,M. Vestergård,Fredericia vs Kolding,2024-11-24,7,7,72.0,0.1077792048454284,nan,nan,none,nan,nan,nan,nan,61.93811427546047,1.0,61.93811427546047
11634,26,46,55.8,25.5,Kolding,M. Vestergård,Fredericia vs Kolding,2024-11-24,49,7,72.0,0.1077792048454284,nan,nan,none,nan,nan,nan,nan,50.536026753198556,2.0,61.93811427546047
11635,26,49,70.0,49.7,Kolding,M. Vestergård,Fredericia vs Kolding,2024-11-24,1,7,72.0,0.1077792048454284,nan,nan,none,nan,nan,nan,nan,30.001499962501875,3.0,61.93811427546047
11636,26,52,94.8,33.3,Kolding,I. Tånnander,Fredericia vs Kolding,2024-11-24,15,7,72.0,0.1077792048454284,nan,nan,none,nan,nan,nan,nan,17.490854753270355,4.0,61.93811427546047
12080,18,4,75.2,44.9,OB,G. Grubbe,Fredericia vs OB,2025-04-05,1,2,60.0,0.1668249070644378,nan,nan,none,none,nan,none,nan,25.31896522372113,1.0,25.31896522372113
12081,18,5,80.8,40.9,OB,L. Deedson,Fredericia vs OB,2025-04-05,1,2,60.0,0.1668249070644378,nan,nan,none,none,nan,none,nan,21.24735277628722,2.0,25.31896522372113
12082,18,6,91.6,39.0,OB,L. Kjerrumgaard,Fredericia vs OB,2025-04-05,15,2,60.0,0.1668249070644378,nan,nan,none,none,nan,none,nan,13.840520221436769,3.0,25.31896522372113
12255,7,15,92.9,12.7,Roskilde,R. Arabaci,Fredericia vs Roskilde,2024-08-16,1,3,29.0,0.1468741297721862,nan,nan,none,none,nan,none,nan,37.969724781725766,1.0,37.969724781725766
12256,7,17,95.2,43.2,Roskilde,E. Nielsen,Fredericia vs Roskilde,2024-08-16,44,3,29.0,0.1468741297721862,nan,nan,none,none,nan,none,nan,8.32346081867392,2.0,37.969724781725766
12257,7,18,93.6,45.2,Roskilde,E. Nielsen,Fredericia vs Roskilde,2024-08-16,16,3,29.0,0.1468741297721862,nan,nan,none,none,nan,none,nan,8.000000000000002,3.0,37.969724781725766
12343,45,6,72.3,53.7,Roskilde,A. Taranis,Fredericia vs Roskilde,2024-08-16,1,4,138.0,0.1082399934530258,nan,nan,none,none,nan,none,nan,27.9460193945399,1.0,27.9460193945399
12344,45,9,86.4,56.4,Roskilde,O. Juul,Fredericia vs Roskilde,2024-08-16,3,4,138.0,0.1082399934530258,nan,nan,none,none,nan,none,nan,15.030635382444743,2.0,27.9460193945399
12345,45,10,86.7,60.1,Roskilde,O. Juul,Fredericia vs Roskilde,2024-08-16,15,4,138.0,0.1082399934530258,nan,nan,none,none,nan,none,nan,16.70029939851379,3.0,27.9460193945399
12349,51,32,30.3,38.0,Roskilde,N. Halse,Fredericia vs Roskilde,2024-08-16,1,6,161.0,0.5223094820976257,nan,nan,none,none,nan,none,nan,70.72545510634767,1.0,70.72545510634767
12350,51,33,33.1,30.4,Roskilde,R. Arabaci,Fredericia vs Roskilde,2024-08-16,49,6,161.0,0.5223094820976257,nan,nan,none,none,nan,none,nan,69.7120506081983,2.0,70.72545510634767
12351,51,33,33.1,30.4,Roskilde,R. Arabaci,Fredericia vs Roskilde,2024-08-16,1,6,161.0,0.5223094820976257,nan,nan,none,none,nan,none,nan,69.7120506081983,3.0,70.72545510634767
12352,51,35,37.2,42.1,Roskilde,K. Nyegaard,Fredericia vs Roskilde,2024-08-16,1,6,161.0,0.5223094820976257,nan,nan,none,none,nan,none,nan,63.29494450586081,4.0,70.72545510634767
12353,51,37,69.1,53.9,Roskilde,E. Nielsen,Fredericia vs Roskilde,2024-08-16,1,6,161.0,0.5223094820976257,nan,nan,none,none,nan,none,nan,31.145144083789376,5.0,70.72545510634767
12354,51,38,87.7,48.1,Roskilde,A. Taranis,Fredericia vs Roskilde,2024-08-16,16,6,161.0,0.5223094820976257,nan,nan,none,none,nan,none,nan,12.445882853377656,6.0,70.72545510634767
12518,24,24,68.6,69.6,Fredericia,G. Marcussen,Fredericia vs Vendsyssel,2024-07-27,49,4,91.0,0.1444917023181915,nan,nan,none,none,nan,nan,nan,37.015132040828924,1.0,37.015132040828924
12519,24,27,75.4,66.2,Fredericia,G. Marcussen,Fredericia vs Vendsyssel,2024-07-27,1,4,91.0,0.1444917023181915,nan,nan,none,none,nan,nan,nan,29.455050500720585,2.0,37.015132040828924
12520,24,28,86.8,44.0,Fredericia,J. Lindekilde,Fredericia vs Vendsyssel,2024-07-27,15,4,91.0,0.1444917023181915,nan,nan,none,none,nan,nan,nan,14.499655168313488,3.0,37.015132040828924
12681,82,57,72.4,75.4,Fredericia,J. Kudsk,Fredericia vs Vendsyssel,2024-07-27,3,4,272.0,0.1201967447996139,nan,nan,none,none,nan,nan,nan,37.508932269527484,1.0,37.508932269527484
12682,82,58,73.7,78.5,Fredericia,J. Kudsk,Fredericia vs Vendsyssel,2024-07-27,49,4,272.0,0.1201967447996139,nan,nan,none,none,nan,nan,nan,38.7806652856807,2.0,37.508932269527484
12683,82,58,76.0,79.0,Fredericia,J. Kudsk,Fredericia vs Vendsyssel,2024-07-27,1,4,272.0,0.1201967447996139,nan,nan,none,none,nan,nan,nan,37.64306044943742,3.0,37.508932269527484
12684,82,59,82.0,69.9,Fredericia,P. Egelund,Fredericia vs Vendsyssel,2024-07-27,1,4,272.0,0.1201967447996139,nan,nan,none,none,nan,nan,nan,26.8330020683486,4.0,37.508932269527484
12685,83,1,91.2,59.5,Fredericia,E. Dall,Fredericia vs Vendsyssel,2024-07-27,16,4,272.0,0.1201967447996139,nan,nan,none,none,nan,nan,nan,12.949517365523702,5.0,37.508932269527484
12811,38,18,74.5,39.5,B 93,O. Addo,HB Køge vs B 93,2024-08-20,49,3,115.0,0.3609620630741119,nan,nan,none,nan,nan,none,nan,27.577164466275352,1.0,27.577164466275352
12812,38,19,78.2,42.5,B 93,O. Addo,HB Køge vs B 93,2024-08-20,1,3,115.0,0.3609620630741119,nan,nan,none,nan,nan,none,nan,23.0540668863435,2.0,27.577164466275352
12813,38,21,90.5,46.6,B 93,E. Nnamani,HB Køge vs B 93,2024-08-20,15,3,115.0,0.3609620630741119,nan,nan,none,nan,nan,none,nan,10.090094152187083,3.0,27.577164466275352
12838,47,47,56.5,31.3,HB Køge,M. Mustać Gudmann,HB Køge vs B 93,2024-08-20,1,7,149.0,0.1121755018830299,nan,nan,none,nan,nan,none,nan,47.3491288198632,1.0,47.3491288198632
12839,47,53,80.6,27.6,HB Køge,M. Khan,HB Køge vs B 93,2024-08-20,1,7,149.0,0.1121755018830299,nan,nan,none,nan,nan,none,nan,29.63308961279603,2.0,47.3491288198632
12840,47,54,81.3,50.3,HB Køge,M. Jensen,HB Køge vs B 93,2024-08-20,13,7,149.0,0.1121755018830299,nan,nan,none,nan,nan,none,nan,18.70240626229684,3.0,47.3491288198632
12926,66,12,69.4,65.2,B 93,N. Morberg,HB Køge vs B 93,2024-08-20,1,6,210.0,0.9230870604515076,nan,nan,none,nan,nan,none,nan,34.167235767618074,1.0,34.167235767618074
12927,66,14,78.4,81.4,B 93,O. Addo,HB Køge vs B 93,2024-08-20,1,6,210.0,0.9230870604515076,nan,nan,none,nan,nan,none,nan,38.11194038618344,2.0,34.167235767618074
12928,66,15,99.4,86.7,B 93,N. Mouritsen,HB Køge vs B 93,2024-08-20,1,6,210.0,0.9230870604515076,nan,nan,none,nan,nan,none,nan,36.704904304465906,3.0,34.167235767618074
12929,66,17,97.4,38.5,B 93,N. Thomsen,HB Køge vs B 93,2024-08-20,1,6,210.0,0.9230870604515076,nan,nan,none,nan,nan,none,nan,11.79025020938911,4.0,34.167235767618074
12930,66,18,97.6,50.1,B 93,E. Nnamani,HB Køge vs B 93,2024-08-20,16,6,210.0,0.9230870604515076,nan,nan,none,nan,nan,none,nan,2.4020824298928685,5.0,34.167235767618074
13592,21,44,89.6,27.3,Fredericia,A. Bøndergaard,HB Køge vs Fredericia,2024-09-01,49,2,73.0,0.8160178661346436,nan,nan,nan,none,nan,nan,nan,24.968980756130197,1.0,24.968980756130197
13593,21,45,89.6,27.3,Fredericia,A. Bøndergaard,HB Køge vs Fredericia,2024-09-01,1,2,73.0,0.8160178661346436,nan,nan,nan,none,nan,nan,nan,24.968980756130197,2.0,24.968980756130197
13594,21,46,85.5,54.0,Fredericia,A. Muçolli,HB Køge vs Fredericia,2024-09-01,16,2,73.0,0.8160178661346436,nan,nan,nan,none,nan,nan,nan,15.041608956491324,3.0,24.968980756130197
14039,23,0,77.6,49.7,Hillerød,M. Etim,HB Køge vs Hillerød,2025-04-13,3,1,68.0,0.7004138827323914,nan,nan,none,none,nan,nan,nan,22.402008838494826,1.0,22.402008838494826
14040,23,1,87.3,51.5,Hillerød,M. Etim,HB Køge vs Hillerød,2025-04-13,3,1,68.0,0.7004138827323914,nan,nan,none,none,nan,nan,nan,12.788275880665074,2.0,22.402008838494826
14041,23,1,96.1,56.6,Hillerød,M. Etim,HB Køge vs Hillerød,2025-04-13,15,1,68.0,0.7004138827323914,nan,nan,none,none,nan,nan,nan,7.666159403508386,3.0,22.402008838494826
14141,52,26,68.8,73.7,HB Køge,S. Hald,HB Køge vs Hillerød,2025-04-13,7,7,177.0,0.4381596148014068,nan,nan,none,none,nan,nan,nan,39.18073506201741,1.0,39.18073506201741
14142,52,28,68.4,64.3,HB Køge,S. Hald,HB Køge vs Hillerød,2025-04-13,49,7,177.0,0.4381596148014068,nan,nan,none,none,nan,nan,nan,34.68501117197455,2.0,39.18073506201741
14143,52,28,68.4,64.3,HB Køge,S. Hald,HB Køge vs Hillerød,2025-04-13,1,7,177.0,0.4381596148014068,nan,nan,none,none,nan,nan,nan,34.68501117197455,3.0,39.18073506201741
14144,52,29,58.0,35.5,HB Køge,M. Rasmussen,HB Køge vs Hillerød,2025-04-13,1,7,177.0,0.4381596148014068,nan,nan,none,none,nan,nan,nan,44.432533126077786,4.0,39.18073506201741
14145,52,33,89.5,42.5,HB Køge,A. Gøthler,HB Køge vs Hillerød,2025-04-13,15,7,177.0,0.4381596148014068,nan,nan,none,none,nan,nan,nan,12.90348790056394,5.0,39.18073506201741
14251,94,30,81.5,75.4,HB Køge,N. Jakobsen,HB Køge vs Hillerød,2025-04-13,1,2,316.0,0.7178398966789246,nan,nan,none,none,nan,nan,nan,31.423080689200418,1.0,31.423080689200418
14252,94,31,93.9,38.3,HB Køge,M. Rasmussen,HB Køge vs Hillerød,2025-04-13,1,2,316.0,0.7178398966789246,nan,nan,none,none,nan,nan,nan,13.19469590403659,2.0,31.423080689200418
14253,94,32,95.5,50.7,HB Køge,Mohamad Al Naser,HB Køge vs Hillerød,2025-04-13,15,2,316.0,0.7178398966789246,nan,nan,none,none,nan,nan,nan,4.5541190146942805,3.0,31.423080689200418
14369,28,58,18.8,46.3,HB Køge,M. Mustać Gudmann,HB Køge vs Hobro,2024-10-18,49,11,95.0,0.1437923312187194,nan,nan,nan,nan,nan,nan,nan,81.28425431779516,1.0,81.28425431779516
14370,28,58,18.8,46.3,HB Køge,M. Mustać Gudmann,HB Køge vs Hobro,2024-10-18,1,11,95.0,0.1437923312187194,nan,nan,nan,nan,nan,nan,nan,81.28425431779516,2.0,81.28425431779516
14371,28,59,9.8,52.7,HB Køge,B. Bayrak,HB Køge vs Hobro,2024-10-18,1,11,95.0,0.1437923312187194,nan,nan,nan,nan,nan,nan,nan,90.24040115159063,3.0,81.28425431779516
14372,29,4,23.5,84.2,HB Køge,H. Bonnesen,HB Køge vs Hobro,2024-10-18,1,11,95.0,0.1437923312187194,nan,nan,nan,nan,nan,nan,nan,83.79671831283132,4.0,81.28425431779516
14373,29,9,72.3,71.6,HB Køge,G. Çulhacı,HB Køge vs Hobro,2024-10-18,16,11,95.0,0.1437923312187194,nan,nan,nan,nan,nan,nan,nan,35.12620104708165,5.0,81.28425431779516
14545,80,7,59.4,69.9,Hobro,F. Dietz,HB Køge vs Hobro,2024-10-18,49,5,263.0,0.1377062052488327,nan,nan,nan,nan,nan,nan,nan,45.21470999575249,1.0,45.21470999575249
14546,80,7,59.4,69.9,Hobro,F. Dietz,HB Køge vs Hobro,2024-10-18,1,5,263.0,0.1377062052488327,nan,nan,nan,nan,nan,nan,nan,45.21470999575249,2.0,45.21470999575249
14547,80,12,87.0,42.5,Hobro,V. Rasmussen,HB Køge vs Hobro,2024-10-18,15,5,263.0,0.1377062052488327,nan,nan,nan,nan,nan,nan,nan,15.008331019803634,3.0,45.21470999575249
14909,20,50,63.9,62.0,Horsens,A. Herdonsson,HB Køge vs Horsens,2024-08-11,1,6,49.0,0.4466798901557922,nan,nan,none,nan,nan,nan,nan,38.042213395122005,1.0,38.042213395122005
14910,20,52,72.7,50.6,Horsens,J. Ankersen,HB Køge vs Horsens,2024-08-11,49,6,49.0,0.4466798901557922,nan,nan,none,nan,nan,nan,nan,27.30659261057666,2.0,38.042213395122005
14911,20,52,72.7,50.6,Horsens,J. Ankersen,HB Køge vs Horsens,2024-08-11,1,6,49.0,0.4466798901557922,nan,nan,none,nan,nan,nan,nan,27.30659261057666,3.0,38.042213395122005
14912,20,54,73.4,58.5,Horsens,M. Egho,HB Køge vs Horsens,2024-08-11,1,6,49.0,0.4466798901557922,nan,nan,none,nan,nan,nan,nan,27.925078334715547,4.0,38.042213395122005
14913,20,56,88.0,56.6,Horsens,J. Ankersen,HB Køge vs Horsens,2024-08-11,15,6,49.0,0.4466798901557922,nan,nan,none,nan,nan,nan,nan,13.695254652615994,5.0,38.042213395122005
14963,43,10,27.3,76.4,Horsens,O. Kolskogen,HB Køge vs Horsens,2024-08-11,49,9,113.0,0.1501699835062027,nan,nan,none,nan,nan,nan,nan,77.34500630292818,1.0,77.34500630292818
14964,43,10,27.3,76.4,Horsens,O. Kolskogen,HB Køge vs Horsens,2024-08-11,1,9,113.0,0.1501699835062027,nan,nan,none,nan,nan,nan,nan,77.34500630292818,2.0,77.34500630292818
14965,43,14,41.5,85.3,Horsens,S. Pingel,HB Køge vs Horsens,2024-08-11,1,9,113.0,0.1501699835062027,nan,nan,none,nan,nan,nan,nan,68.32525155460462,3.0,77.34500630292818
14966,43,15,55.1,64.5,Horsens,J. Ankersen,HB Køge vs Horsens,2024-08-11,1,9,113.0,0.1501699835062027,nan,nan,none,nan,nan,nan,nan,47.183259743260635,4.0,77.34500630292818
14967,43,19,83.3,43.1,Horsens,E. Just,HB Køge vs Horsens,2024-08-11,15,9,113.0,0.1501699835062027,nan,nan,none,nan,nan,nan,nan,18.069310999592652,5.0,77.34500630292818
15010,80,52,20.5,38.5,Horsens,A. Herdonsson,HB Køge vs Horsens,2024-08-11,49,10,218.0,0.5053247809410095,nan,nan,none,nan,nan,nan,nan,80.32745483332582,1.0,80.32745483332582
15011,80,54,22.4,38.0,Horsens,A. Herdonsson,HB Køge vs Horsens,2024-08-11,1,10,218.0,0.5053247809410095,nan,nan,none,nan,nan,nan,nan,78.52235350522804,2.0,80.32745483332582
15012,80,57,62.3,19.7,Horsens,E. Just,HB Køge vs Horsens,2024-08-11,1,10,218.0,0.5053247809410095,nan,nan,none,nan,nan,nan,nan,48.367137603955854,3.0,80.32745483332582
15013,81,2,93.8,35.7,Horsens,K. Karikari,HB Køge vs Horsens,2024-08-11,13,10,218.0,0.5053247809410095,nan,nan,none,nan,nan,nan,nan,15.586211855354717,4.0,80.32745483332582
15024,87,46,84.9,10.0,Horsens,S. Pingel,HB Køge vs Horsens,2024-08-11,44,4,233.0,0.3546012043952942,nan,nan,none,nan,nan,nan,nan,42.755233597771394,1.0,42.755233597771394
15025,87,46,84.5,11.9,Horsens,S. Pingel,HB Køge vs Horsens,2024-08-11,1,4,233.0,0.3546012043952942,nan,nan,none,nan,nan,nan,nan,41.13222580896881,2.0,42.755233597771394
15026,87,47,87.0,15.9,Horsens,K. Karikari,HB Køge vs Horsens,2024-08-11,1,4,233.0,0.3546012043952942,nan,nan,none,nan,nan,nan,nan,36.493972104992906,3.0,42.755233597771394
15027,87,50,87.4,48.8,Horsens,O. Kjærgaard,HB Køge vs Horsens,2024-08-11,15,4,233.0,0.3546012043952942,nan,nan,none,nan,nan,nan,nan,12.657013865837385,4.0,42.755233597771394
15116,43,15,33.3,47.0,HB Køge,M. Chacón,HB Køge vs Hvidovre,2024-11-10,7,6,120.0,0.2881485521793365,nan,nan,none,none,nan,none,nan,66.76743218066724,1.0,66.76743218066724
15117,43,18,46.8,47.8,HB Køge,J. Rothmann,HB Køge vs Hvidovre,2024-11-10,49,6,120.0,0.2881485521793365,nan,nan,none,none,nan,none,nan,53.24546929082324,2.0,66.76743218066724
15118,43,18,61.0,41.5,HB Køge,J. Rothmann,HB Køge vs Hvidovre,2024-11-10,1,6,120.0,0.2881485521793365,nan,nan,none,none,nan,none,nan,39.91553582253406,3.0,66.76743218066724
15119,43,21,82.5,54.0,HB Køge,C. Jensen,HB Køge vs Hvidovre,2024-11-10,13,6,120.0,0.2881485521793365,nan,nan,none,none,nan,none,nan,17.95132307101624,4.0,66.76743218066724
15128,45,12,97.2,75.2,Hvidovre,F. Høgh,HB Køge vs Hvidovre,2024-11-10,1,5,126.0,0.1313633173704147,nan,nan,none,none,nan,none,nan,25.355078386784772,1.0,25.355078386784772
15129,45,17,92.0,42.4,Hvidovre,N. Clausen,HB Køge vs Hvidovre,2024-11-10,44,5,126.0,0.1313633173704147,nan,nan,none,none,nan,none,nan,11.034491379306978,2.0,25.355078386784772
15130,45,17,94.2,44.6,Hvidovre,N. Clausen,HB Køge vs Hvidovre,2024-11-10,13,5,126.0,0.1313633173704147,nan,nan,none,none,nan,none,nan,7.924645102463577,3.0,25.355078386784772
15506,64,3,78.9,69.4,Kolding,C. Jørgensen,HB Køge vs Kolding,2024-10-25,1,4,213.0,0.1839108616113662,nan,nan,none,nan,nan,none,nan,28.66304240655552,1.0,28.66304240655552
15507,64,5,90.1,85.0,Kolding,S. Jalal,HB Køge vs Kolding,2024-10-25,1,4,213.0,0.1839108616113662,nan,nan,none,nan,nan,none,nan,36.373204423036476,2.0,28.66304240655552
15508,64,7,93.3,48.1,Kolding,A. Beck,HB Køge vs Kolding,2024-10-25,13,4,213.0,0.1839108616113662,nan,nan,none,nan,nan,none,nan,6.964194138592061,3.0,28.66304240655552
15549,82,24,91.0,13.2,Kolding,A. Njai,HB Køge vs Kolding,2024-10-25,1,4,269.0,0.1355605572462082,nan,nan,none,nan,nan,none,nan,37.88456149937597,1.0,37.88456149937597
15550,82,26,83.3,12.2,Kolding,J. Vetter,HB Køge vs Kolding,2024-10-25,1,4,269.0,0.1355605572462082,nan,nan,none,nan,nan,none,nan,41.32468995648969,2.0,37.88456149937597
15551,82,28,96.7,58.9,Kolding,I. Tånnander,HB Køge vs Kolding,2024-10-25,15,4,269.0,0.1355605572462082,nan,nan,none,nan,nan,none,nan,9.492101980067426,3.0,37.88456149937597
15696,44,52,35.1,57.6,OB,L. Kjerrumgaard,HB Køge vs OB,2024-07-26,49,10,137.0,0.1518754810094833,nan,nan,none,none,nan,none,nan,65.3434771036865,1.0,65.3434771036865
15697,44,55,67.2,63.9,OB,L. Kjerrumgaard,HB Køge vs OB,2024-07-26,1,10,137.0,0.1518754810094833,nan,nan,none,none,nan,none,nan,35.62372804746859,2.0,65.3434771036865
15698,44,59,72.8,29.1,OB,L. Deedson,HB Køge vs OB,2024-07-26,1,10,137.0,0.1518754810094833,nan,nan,none,none,nan,none,nan,34.302332282222444,3.0,65.3434771036865
15699,45,2,89.9,33.9,OB,L. Kjerrumgaard,HB Køge vs OB,2024-07-26,15,10,137.0,0.1518754810094833,nan,nan,none,none,nan,none,nan,19.0057885919001,4.0,65.3434771036865
15833,33,6,60.8,85.4,HB Køge,G. Çulhacı,HB Køge vs Roskilde,2025-03-14,49,5,80.0,0.1442160606384277,nan,nan,none,nan,nan,none,nan,52.81855734493323,1.0,52.81855734493323
15834,33,7,60.8,85.4,HB Køge,G. Çulhacı,HB Køge vs Roskilde,2025-03-14,1,5,80.0,0.1442160606384277,nan,nan,none,nan,nan,none,nan,52.81855734493323,2.0,52.81855734493323
15835,33,11,87.8,54.6,HB Køge,Mohamad Al Naser,HB Køge vs Roskilde,2025-03-14,13,5,80.0,0.1442160606384277,nan,nan,none,nan,nan,none,nan,13.0384048104053,3.0,52.81855734493323
16051,18,58,68.0,60.0,HB Køge,M. Rochester,HB Køge vs Roskilde,2025-05-04,1,5,48.0,0.2235504686832428,nan,nan,none,nan,nan,none,nan,33.52610922848042,1.0,33.52610922848042
16052,18,59,72.2,72.7,HB Køge,C. Jensen,HB Køge vs Roskilde,2025-05-04,1,5,48.0,0.2235504686832428,nan,nan,none,nan,nan,none,nan,35.89052799834519,2.0,33.52610922848042
16053,19,0,76.4,92.0,HB Køge,N. Jakobsen,HB Køge vs Roskilde,2025-05-04,1,5,48.0,0.2235504686832428,nan,nan,none,nan,nan,none,nan,48.17634274205546,3.0,33.52610922848042
16054,19,3,93.1,64.4,HB Køge,C. Jensen,HB Køge vs Roskilde,2025-05-04,16,5,48.0,0.2235504686832428,nan,nan,none,nan,nan,none,nan,15.967780058605523,4.0,33.52610922848042
16408,51,53,3.9,48.7,Vendsyssel,L. Schulz,HB Køge vs Vendsyssel,2024-09-20,1,10,161.0,0.562404215335846,nan,nan,none,nan,nan,none,nan,96.10879252180833,1.0,96.10879252180833
16409,51,55,11.5,56.6,Vendsyssel,B. Clemmensen,HB Køge vs Vendsyssel,2024-09-20,1,10,161.0,0.562404215335846,nan,nan,none,nan,nan,none,nan,88.7457604621201,2.0,96.10879252180833
16410,51,57,54.2,32.3,Vendsyssel,S. Borgelin,HB Køge vs Vendsyssel,2024-09-20,44,10,161.0,0.562404215335846,nan,nan,none,nan,nan,none,nan,49.1012219807206,3.0,96.10879252180833
16411,51,58,51.3,30.1,Vendsyssel,S. Borgelin,HB Køge vs Vendsyssel,2024-09-20,1,10,161.0,0.562404215335846,nan,nan,none,nan,nan,none,nan,52.6089346024038,4.0,96.10879252180833
16412,51,59,65.1,33.1,Vendsyssel,L. Steffensen,HB Køge vs Vendsyssel,2024-09-20,1,10,161.0,0.562404215335846,nan,nan,none,nan,nan,none,nan,38.776539298911146,5.0,96.10879252180833
16413,52,3,88.1,44.0,Vendsyssel,K. Kusk,HB Køge vs Vendsyssel,2024-09-20,14,10,161.0,0.562404215335846,nan,nan,none,nan,nan,none,nan,13.327040181525684,6.0,96.10879252180833
16818,4,55,42.4,71.0,B 93,O. Addo,Hillerød vs B 93,2025-03-14,7,5,17.0,0.4085392653942108,nan,nan,none,none,nan,none,nan,61.30872694812705,1.0,61.30872694812705
16819,4,58,64.9,65.7,B 93,E. Nnamani,Hillerød vs B 93,2025-03-14,49,5,17.0,0.4085392653942108,nan,nan,none,none,nan,none,nan,38.451267859460756,2.0,61.30872694812705
16820,4,59,80.5,62.0,B 93,E. Nnamani,Hillerød vs B 93,2025-03-14,1,5,17.0,0.4085392653942108,nan,nan,none,none,nan,none,nan,22.89650628371062,3.0,61.30872694812705
16821,5,0,84.9,45.0,B 93,S. Koch,Hillerød vs B 93,2025-03-14,16,5,17.0,0.4085392653942108,nan,nan,none,none,nan,none,nan,15.906288064787454,4.0,61.30872694812705
16877,23,14,31.6,86.3,Hillerød,J. Witt,Hillerød vs B 93,2025-03-14,49,11,83.0,0.1059090197086334,nan,nan,none,none,nan,none,nan,77.43545699484184,1.0,77.43545699484184
16878,23,15,33.4,83.9,Hillerød,J. Witt,Hillerød vs B 93,2025-03-14,1,11,83.0,0.1059090197086334,nan,nan,none,none,nan,none,nan,74.73131873585533,2.0,77.43545699484184
16879,23,25,93.7,68.4,Hillerød,A. Justinussen,Hillerød vs B 93,2025-03-14,15,11,83.0,0.1059090197086334,nan,nan,none,none,nan,none,nan,19.44865033877673,3.0,77.43545699484184
16908,41,17,82.2,85.1,B 93,M. Wohlgemuth,Hillerød vs B 93,2025-03-14,1,7,128.0,0.1425910145044326,nan,nan,none,none,nan,none,nan,39.35543164545397,1.0,39.35543164545397
16909,41,18,92.7,94.2,B 93,N. Mouritsen,Hillerød vs B 93,2025-03-14,1,7,128.0,0.1425910145044326,nan,nan,none,none,nan,none,nan,44.79877230460674,2.0,39.35543164545397
16910,41,20,84.6,74.0,B 93,O. Addo,Hillerød vs B 93,2025-03-14,3,7,128.0,0.1425910145044326,nan,nan,none,none,nan,none,nan,28.51596044323249,3.0,39.35543164545397
16911,41,22,93.2,71.5,B 93,O. Addo,Hillerød vs B 93,2025-03-14,1,7,128.0,0.1425910145044326,nan,nan,none,none,nan,none,nan,22.549722836434153,4.0,39.35543164545397
