type,overall.away,overall.home,overall.middle,interval_type,interval,away,home,middle,label,match_id,league_name,country,date,home_team,away_team
territorial,57.1,42.9,NaN,5,26-30,33.3,66.7,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,5,31-35,41.7,58.3,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,5,36-40,56.9,43.1,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,5,41-45,58.6,41.4,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,5,46-50,55.6,44.4,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,5,51-55,67.7,32.3,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,5,56-60,82.5,17.5,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,5,61-65,75.6,24.4,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,5,66-70,66.7,33.3,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,5,71-75,71.2,28.8,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,5,76-80,63.3,36.7,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,5,81-85,39.3,60.7,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,5,86-90,61.7,38.3,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,15,0-15,44.8,55.2,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,15,16-30,49.3,50.7,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,15,31-45,54.4,45.6,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,15,46-60,68.0,32.0,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,15,61-75,71.2,28.8,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,15,76-90,57.7,42.3,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,45,0-45,49.6,50.4,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,45,46-90,65.6,34.4,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,0-5,25.4,25.4,49.2,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,6-10,21.8,47.3,30.9,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,11-15,46.8,17.0,36.2,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,16-20,33.3,35.9,30.8,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,21-25,17.9,35.7,46.4,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,26-30,41.0,23.1,35.9,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,31-35,30.6,22.2,47.2,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,36-40,23.1,33.8,43.1,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,41-45,18.6,27.1,54.3,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,46-50,24.4,33.3,42.3,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,51-55,3.1,20.0,76.9,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,56-60,0.0,62.5,37.5,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,61-65,9.8,39.0,51.2,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,66-70,25.6,35.9,38.5,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,71-75,19.2,46.2,34.6,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,76-80,18.4,53.1,28.5,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,81-85,42.9,28.6,28.5,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,86-90,21.7,30.0,48.3,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,15,0-15,30.3,30.3,39.4,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,15,16-30,29.1,32.1,38.8,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,15,31-45,22.8,28.7,48.5,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,15,46-60,8.7,35.3,56.0,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,15,61-75,18.2,40.9,40.9,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,15,76-90,24.8,38.0,37.2,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,45,0-45,27.2,30.2,42.6,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,45,46-90,16.9,37.9,45.2,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
ballPossession,67.4,32.6,NaN,5,0-5,48.6,51.4,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
ballPossession,67.4,32.6,NaN,5,6-10,80.3,19.7,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
ballPossession,67.4,32.6,NaN,5,11-15,65.3,34.7,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
ballPossession,67.4,32.6,NaN,5,16-20,50.0,50.0,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
ballPossession,67.4,32.6,NaN,5,21-25,89.3,10.7,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
ballPossession,67.4,32.6,NaN,5,26-30,74.5,25.5,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
ballPossession,67.4,32.6,NaN,5,31-35,80.0,20.0,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
ballPossession,67.4,32.6,NaN,5,36-40,46.8,53.2,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
ballPossession,67.4,32.6,NaN,5,41-45,55.7,44.3,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
ballPossession,67.4,32.6,NaN,5,46-50,55.6,44.4,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
ballPossession,67.4,32.6,NaN,5,51-55,60.5,39.5,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
ballPossession,67.4,32.6,NaN,5,56-60,64.6,35.4,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
ballPossession,67.4,32.6,NaN,5,61-65,53.6,46.4,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
ballPossession,67.4,32.6,NaN,5,66-70,93.0,7.0,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
ballPossession,67.4,32.6,NaN,5,71-75,30.4,69.6,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
ballPossession,67.4,32.6,NaN,5,76-80,78.6,21.4,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
ballPossession,67.4,32.6,NaN,5,81-85,85.4,14.6,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
ballPossession,67.4,32.6,NaN,5,86-90,77.4,22.6,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
ballPossession,67.4,32.6,NaN,15,0-15,63.7,36.3,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
ballPossession,67.4,32.6,NaN,15,16-30,73.1,26.9,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
ballPossession,67.4,32.6,NaN,15,31-45,62.1,37.9,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
ballPossession,67.4,32.6,NaN,15,46-60,60.5,39.5,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
ballPossession,67.4,32.6,NaN,15,61-75,66.0,34.0,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
ballPossession,67.4,32.6,NaN,15,76-90,79.6,20.4,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
ballPossession,67.4,32.6,NaN,45,0-45,65.8,34.2,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
ballPossession,67.4,32.6,NaN,45,46-90,69.3,30.7,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorial,53.3,46.7,NaN,5,0-5,58.3,41.7,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorial,53.3,46.7,NaN,5,6-10,55.7,44.3,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorial,53.3,46.7,NaN,5,11-15,63.3,36.7,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorial,53.3,46.7,NaN,5,16-20,81.0,19.0,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorial,53.3,46.7,NaN,5,21-25,60.7,39.3,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorial,53.3,46.7,NaN,5,26-30,38.3,61.7,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorial,53.3,46.7,NaN,5,31-35,56.9,43.1,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorial,53.3,46.7,NaN,5,36-40,25.5,74.5,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorial,53.3,46.7,NaN,5,41-45,20.0,80.0,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorial,53.3,46.7,NaN,5,46-50,37.0,63.0,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorial,53.3,46.7,NaN,5,51-55,53.5,46.5,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorial,53.3,46.7,NaN,5,56-60,40.0,60.0,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorial,53.3,46.7,NaN,5,61-65,39.3,60.7,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorial,53.3,46.7,NaN,5,66-70,93.0,7.0,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorial,53.3,46.7,NaN,5,71-75,17.4,82.6,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorial,53.3,46.7,NaN,5,76-80,83.3,16.7,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorial,53.3,46.7,NaN,5,81-85,58.5,41.5,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorial,53.3,46.7,NaN,5,86-90,69.0,31.0,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorial,53.3,46.7,NaN,15,0-15,58.8,41.2,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorial,53.3,46.7,NaN,15,16-30,59.3,40.7,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorial,53.3,46.7,NaN,15,31-45,34.6,65.4,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorial,53.3,46.7,NaN,15,46-60,42.6,57.4,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorial,53.3,46.7,NaN,15,61-75,58.5,41.5,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorial,53.3,46.7,NaN,15,76-90,70.1,29.9,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorial,53.3,46.7,NaN,45,0-45,50.3,49.7,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorial,53.3,46.7,NaN,45,46-90,57.0,43.0,NaN,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorialThird,26.2,31.8,42.0,5,0-5,19.4,36.1,44.5,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorialThird,26.2,31.8,42.0,5,6-10,11.5,23.0,65.5,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorialThird,26.2,31.8,42.0,5,11-15,16.3,34.7,49.0,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorialThird,26.2,31.8,42.0,5,16-20,7.1,52.4,40.5,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorialThird,26.2,31.8,42.0,5,21-25,26.8,37.5,35.7,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorialThird,26.2,31.8,42.0,5,26-30,36.2,17.0,46.8,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorialThird,26.2,31.8,42.0,5,31-35,27.7,26.2,46.1,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorialThird,26.2,31.8,42.0,5,36-40,53.2,14.9,31.9,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorialThird,26.2,31.8,42.0,5,41-45,48.6,12.9,38.5,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorialThird,26.2,31.8,42.0,5,46-50,50.0,18.5,31.5,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorialThird,26.2,31.8,42.0,5,51-55,30.2,30.2,39.6,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorialThird,26.2,31.8,42.0,5,56-60,24.6,18.5,56.9,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorialThird,26.2,31.8,42.0,5,61-65,14.3,14.3,71.4,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorialThird,26.2,31.8,42.0,5,66-70,2.3,69.8,27.9,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorialThird,26.2,31.8,42.0,5,71-75,43.5,8.7,47.8,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorialThird,26.2,31.8,42.0,5,76-80,7.1,64.3,28.6,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorialThird,26.2,31.8,42.0,5,81-85,34.1,41.5,24.4,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorialThird,26.2,31.8,42.0,5,86-90,17.9,47.6,34.5,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorialThird,26.2,31.8,42.0,15,0-15,15.9,31.3,52.8,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorialThird,26.2,31.8,42.0,15,16-30,24.1,35.2,40.7,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorialThird,26.2,31.8,42.0,15,31-45,42.3,18.1,39.6,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorialThird,26.2,31.8,42.0,15,46-60,34.6,21.6,43.8,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorialThird,26.2,31.8,42.0,15,61-75,16.0,38.3,45.7,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorialThird,26.2,31.8,42.0,15,76-90,19.2,50.3,30.5,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorialThird,26.2,31.8,42.0,45,0-45,27.7,27.7,44.6,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
territorialThird,26.2,31.8,42.0,45,46-90,24.3,36.6,39.1,HB Køge vs Aarhus Fremad,budoafznnaffvp9oyzt6abcic,1_Division,DNK,2025-07-25,HB Køge,Aarhus Fremad
ballPossession,53.8,46.2,NaN,5,0-5,43.8,56.2,NaN,Horsens vs Kolding,busfsm4t1ka6tafil06i8jfo4,1_Division,DNK,2025-07-25,Horsens,Kolding
ballPossession,53.8,46.2,NaN,5,6-10,91.7,8.3,NaN,Horsens vs Kolding,busfsm4t1ka6tafil06i8jfo4,1_Division,DNK,2025-07-25,Horsens,Kolding
ballPossession,53.8,46.2,NaN,5,11-15,64.7,35.3,NaN,Horsens vs Kolding,busfsm4t1ka6tafil06i8jfo4,1_Division,DNK,2025-07-25,Horsens,Kolding
ballPossession,53.8,46.2,NaN,5,16-20,29.6,70.4,NaN,Horsens vs Kolding,busfsm4t1ka6tafil06i8jfo4,1_Division,DNK,2025-07-25,Horsens,Kolding
ballPossession,53.8,46.2,NaN,5,21-25,63.2,36.8,NaN,Horsens vs Kolding,busfsm4t1ka6tafil06i8jfo4,1_Division,DNK,2025-07-25,Horsens,Kolding
ballPossession,53.8,46.2,NaN,5,26-30,26.2,73.8,NaN,Horsens vs Kolding,busfsm4t1ka6tafil06i8jfo4,1_Division,DNK,2025-07-25,Horsens,Kolding
ballPossession,53.8,46.2,NaN,5,31-35,20.5,79.5,NaN,Horsens vs Kolding,busfsm4t1ka6tafil06i8jfo4,1_Division,DNK,2025-07-25,Horsens,Kolding
ballPossession,53.8,46.2,NaN,5,36-40,46.5,53.5,NaN,Horsens vs Kolding,busfsm4t1ka6tafil06i8jfo4,1_Division,DNK,2025-07-25,Horsens,Kolding
ballPossession,53.8,46.2,NaN,5,41-45,53.5,46.5,NaN,Horsens vs Kolding,busfsm4t1ka6tafil06i8jfo4,1_Division,DNK,2025-07-25,Horsens,Kolding
ballPossession,53.8,46.2,NaN,5,46-50,54.2,45.8,NaN,Horsens vs Kolding,busfsm4t1ka6tafil06i8jfo4,1_Division,DNK,2025-07-25,Horsens,Kolding
ballPossession,53.8,46.2,NaN,5,51-55,43.8,56.2,NaN,Horsens vs Kolding,busfsm4t1ka6tafil06i8jfo4,1_Division,DNK,2025-07-25,Horsens,Kolding
