sequence_id,receiver_id,receiver_name,receiver_Uuid,receiver_position,game_id,match_id,team_name,period,poss_player_id,poss_player_Uuid,poss_player_name,poss_player_position,deep_run_opportunity,deep_run,pass_received,Low base,High base,Width,Pocket,num_teammates_in_box,poss_in_assist_zone,option_between_lines,time_on_ball,frame_idx_first,frame_idx_last,gameclock_first,gameclock_last,timemin_first,timemin_last,timesec_first,timesec_last,local_date,description
210,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,224123,3epwf56ozg73hueacwmckk0r9,S. Pingel,CF,False,False,False,False,False,True,False,0,False,False,False,64113,64131,2564.52,2565.24,42,42,44,45,2025-07-19,Horsens vs Aarhus Fremad
211,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,249137,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,RCB,False,False,False,False,False,False,False,0,False,False,True,64304,64306,2572.16,2572.24,42,42,52,52,2025-07-19,Horsens vs Aarhus Fremad
212,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,428573,ca1b5707pdpx0ucug40ggnahh,F. Brandhof,RW,False,False,False,True,False,False,False,0,False,False,False,64366,64371,2574.64,2574.84,42,42,54,54,2025-07-19,Horsens vs Aarhus Fremad
213,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,249137,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,RCB,False,False,False,False,False,False,False,0,False,False,True,64404,64427,2576.16,2577.08,42,42,56,57,2025-07-19,Horsens vs Aarhus Fremad
214,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,665174,51ymbnikkta369rn3exb1g7bo,A. Moro,LCM,False,False,False,True,False,False,False,0,False,True,False,64445,64446,2577.8,2577.84,42,42,57,57,2025-07-19,Horsens vs Aarhus Fremad
215,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,249137,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,RCB,False,False,False,True,False,False,False,0,False,True,True,64470,64507,2578.8,2580.28,42,43,58,0,2025-07-19,Horsens vs Aarhus Fremad
216,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,608743,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,RWB,True,False,False,False,True,False,False,0,False,False,True,64533,64563,2581.32,2582.52,43,43,1,2,2025-07-19,Horsens vs Aarhus Fremad
217,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,249137,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,RCB,False,False,True,False,False,False,False,0,False,True,True,64598,64639,2583.92,2585.56,43,43,3,5,2025-07-19,Horsens vs Aarhus Fremad
218,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,115869,8jotzm26md7pzdy2gn474chqt,P. Olsen,RCM,True,False,False,False,False,False,False,0,False,False,True,64664,64677,2586.56,2587.08,43,43,6,7,2025-07-19,Horsens vs Aarhus Fremad
219,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,249137,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,RCB,False,False,False,True,True,False,False,0,False,True,False,65814,66019,2632.56,2640.76,43,44,52,0,2025-07-19,Horsens vs Aarhus Fremad
220,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,428573,ca1b5707pdpx0ucug40ggnahh,F. Brandhof,RW,False,False,False,False,True,True,False,0,False,False,False,66703,66743,2668.12,2669.72,44,44,28,29,2025-07-19,Horsens vs Aarhus Fremad
221,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,608743,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,RWB,True,False,False,False,False,False,False,0,False,False,True,66810,66834,2672.4,2673.36,44,44,32,33,2025-07-19,Horsens vs Aarhus Fremad
222,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,428793,9cg2dx19fx5be3zewtmx97e95,I. Milicevic,LWB,True,False,False,False,False,False,False,0,False,False,True,66922,66955,2676.88,2678.2,44,44,36,38,2025-07-19,Horsens vs Aarhus Fremad
223,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,621941,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,LCB,True,False,False,False,False,False,False,0,False,False,True,67027,67052,2681.08,2682.08,44,44,41,42,2025-07-19,Horsens vs Aarhus Fremad
224,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,665174,51ymbnikkta369rn3exb1g7bo,A. Moro,LCM,True,False,False,False,False,False,False,0,False,False,True,67101,67104,2684.04,2684.16,44,44,44,44,2025-07-19,Horsens vs Aarhus Fremad
225,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,428793,9cg2dx19fx5be3zewtmx97e95,I. Milicevic,LWB,False,False,False,False,False,False,False,0,False,False,False,67133,67134,2685.32,2685.36,44,44,45,45,2025-07-19,Horsens vs Aarhus Fremad
226,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,249137,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,RCB,False,False,True,False,False,False,False,0,False,False,True,67407,67451,2696.28,2698.04,44,44,56,58,2025-07-19,Horsens vs Aarhus Fremad
227,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,115869,8jotzm26md7pzdy2gn474chqt,P. Olsen,RCM,False,False,False,False,False,False,False,0,False,False,True,67485,67508,2699.4,2700.32,44,45,59,0,2025-07-19,Horsens vs Aarhus Fremad
228,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,665174,51ymbnikkta369rn3exb1g7bo,A. Moro,LCM,False,False,False,True,False,False,False,0,False,False,True,67538,67589,2701.52,2703.56,45,45,1,3,2025-07-19,Horsens vs Aarhus Fremad
229,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,428793,9cg2dx19fx5be3zewtmx97e95,I. Milicevic,LWB,False,False,False,True,True,False,False,0,False,False,True,68019,68233,2720.76,2729.32,45,45,20,29,2025-07-19,Horsens vs Aarhus Fremad
230,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,621941,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,LCB,False,False,False,False,False,False,False,0,False,False,True,68301,68322,2732.04,2732.88,45,45,32,32,2025-07-19,Horsens vs Aarhus Fremad
231,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,68250,8uhv14rin2znrr0wqgvcc2f2t,M. Delac,GK,False,False,False,False,False,False,False,0,False,False,True,68392,68395,2735.68,2735.8,45,45,35,35,2025-07-19,Horsens vs Aarhus Fremad
232,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,249137,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,RCB,False,False,True,True,False,False,False,0,False,False,True,68428,68495,2737.12,2739.8,45,45,37,39,2025-07-19,Horsens vs Aarhus Fremad
233,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,621941,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,LCB,True,False,False,False,True,False,False,0,False,False,True,68712,68782,2748.48,2751.28,45,45,48,51,2025-07-19,Horsens vs Aarhus Fremad
234,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,428793,9cg2dx19fx5be3zewtmx97e95,I. Milicevic,LWB,True,False,False,False,False,False,False,1,False,False,True,68842,70434,2753.68,2817.36,45,46,53,57,2025-07-19,Horsens vs Aarhus Fremad
235,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,665174,51ymbnikkta369rn3exb1g7bo,A. Moro,LCM,False,False,False,False,True,False,False,0,False,False,False,70867,70867,9.12,9.12,45,45,9,9,2025-07-19,Horsens vs Aarhus Fremad
236,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,428573,ca1b5707pdpx0ucug40ggnahh,F. Brandhof,RW,False,False,False,False,True,False,False,0,False,True,False,71035,71045,15.84,16.24,45,45,15,16,2025-07-19,Horsens vs Aarhus Fremad
237,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,621941,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,LCB,False,False,False,True,False,False,False,0,False,False,True,72557,72580,76.72,77.64,46,46,16,17,2025-07-19,Horsens vs Aarhus Fremad
238,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,428793,9cg2dx19fx5be3zewtmx97e95,I. Milicevic,LWB,False,False,False,True,False,False,False,6,False,False,True,73417,73447,111.12,112.32,46,46,51,52,2025-07-19,Horsens vs Aarhus Fremad
239,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,621941,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,LCB,False,False,False,False,True,False,False,0,False,False,False,73870,73917,129.24,131.12,47,47,9,11,2025-07-19,Horsens vs Aarhus Fremad
240,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,428573,ca1b5707pdpx0ucug40ggnahh,F. Brandhof,RW,False,False,False,False,True,False,False,0,False,False,False,73939,73964,132.0,133.0,47,47,12,13,2025-07-19,Horsens vs Aarhus Fremad
241,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,249137,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,RCB,False,False,False,True,False,False,False,0,False,False,False,74028,74037,135.56,135.92,47,47,15,15,2025-07-19,Horsens vs Aarhus Fremad
242,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,450034,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,CB,False,False,False,True,False,False,False,0,False,False,False,74689,74689,162.0,162.0,47,47,42,42,2025-07-19,Horsens vs Aarhus Fremad
243,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,428793,9cg2dx19fx5be3zewtmx97e95,I. Milicevic,LWB,False,False,False,True,False,False,False,0,False,False,False,74888,74891,169.96,170.08,47,47,49,50,2025-07-19,Horsens vs Aarhus Fremad
244,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,68250,8uhv14rin2znrr0wqgvcc2f2t,M. Delac,GK,False,False,True,True,False,False,False,0,False,False,False,74977,74988,173.52,173.96,47,47,53,53,2025-07-19,Horsens vs Aarhus Fremad
245,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,428793,9cg2dx19fx5be3zewtmx97e95,I. Milicevic,LWB,False,False,True,False,False,False,False,0,False,True,True,75015,75043,175.04,176.16,47,47,55,56,2025-07-19,Horsens vs Aarhus Fremad
246,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,115869,8jotzm26md7pzdy2gn474chqt,P. Olsen,RCM,False,False,True,True,True,False,False,0,False,False,False,75063,75128,176.96,179.56,47,47,56,59,2025-07-19,Horsens vs Aarhus Fremad
247,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,68250,8uhv14rin2znrr0wqgvcc2f2t,M. Delac,GK,False,False,False,False,False,False,False,0,False,False,True,75176,75216,181.48,183.08,48,48,1,3,2025-07-19,Horsens vs Aarhus Fremad
248,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,249137,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,RCB,False,False,False,False,False,False,False,0,False,False,True,75259,75282,184.8,185.72,48,48,4,5,2025-07-19,Horsens vs Aarhus Fremad
249,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,608743,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,RWB,False,False,False,False,True,False,False,0,False,False,False,75318,75321,187.16,187.28,48,48,7,7,2025-07-19,Horsens vs Aarhus Fremad
250,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,665174,51ymbnikkta369rn3exb1g7bo,A. Moro,LCM,False,False,False,False,True,False,False,0,False,False,False,75354,76317,188.6,227.12,48,48,8,47,2025-07-19,Horsens vs Aarhus Fremad
251,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,68250,8uhv14rin2znrr0wqgvcc2f2t,M. Delac,GK,False,False,False,False,False,False,False,0,False,False,True,76375,76399,229.44,230.4,48,48,49,50,2025-07-19,Horsens vs Aarhus Fremad
252,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,621941,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,LCB,False,False,False,True,False,False,False,0,False,False,False,76466,76474,233.08,233.4,48,48,53,53,2025-07-19,Horsens vs Aarhus Fremad
253,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,469334,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,LW,False,False,False,False,False,True,False,0,False,False,False,77386,77390,269.88,270.04,49,49,29,30,2025-07-19,Horsens vs Aarhus Fremad
254,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,224123,3epwf56ozg73hueacwmckk0r9,S. Pingel,CF,False,False,True,False,False,True,False,0,False,False,False,77634,77635,279.8,279.84,49,49,39,39,2025-07-19,Horsens vs Aarhus Fremad
255,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,115869,8jotzm26md7pzdy2gn474chqt,P. Olsen,RCM,False,False,False,False,False,False,False,0,False,False,False,77654,77681,280.6,281.68,49,49,40,41,2025-07-19,Horsens vs Aarhus Fremad
256,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,469334,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,LW,False,False,False,False,False,False,False,0,False,False,False,77695,77695,282.24,282.24,49,49,42,42,2025-07-19,Horsens vs Aarhus Fremad
257,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,224123,3epwf56ozg73hueacwmckk0r9,S. Pingel,CF,False,False,False,False,False,True,True,3,True,False,False,77706,77763,282.68,284.96,49,49,42,44,2025-07-19,Horsens vs Aarhus Fremad
258,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,469334,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,LW,False,False,False,False,False,False,True,3,True,False,False,77782,77783,285.72,285.76,49,49,45,45,2025-07-19,Horsens vs Aarhus Fremad
259,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,608743,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,RWB,True,False,False,False,False,True,False,1,False,False,True,78427,78446,311.52,312.28,50,50,11,12,2025-07-19,Horsens vs Aarhus Fremad
260,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,428573,ca1b5707pdpx0ucug40ggnahh,F. Brandhof,RW,False,False,False,False,False,False,False,1,False,False,False,78462,78463,312.92,312.96,50,50,12,12,2025-07-19,Horsens vs Aarhus Fremad
261,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,608743,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,RWB,True,False,True,False,True,False,False,1,False,False,True,78475,78563,313.44,316.96,50,50,13,16,2025-07-19,Horsens vs Aarhus Fremad
262,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,115869,8jotzm26md7pzdy2gn474chqt,P. Olsen,RCM,False,False,False,False,False,False,False,0,False,False,True,78592,78603,318.12,318.56,50,50,18,18,2025-07-19,Horsens vs Aarhus Fremad
263,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,450034,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,CB,False,False,False,False,False,False,False,0,False,False,True,78637,78642,319.92,320.12,50,50,19,20,2025-07-19,Horsens vs Aarhus Fremad
264,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,621941,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,LCB,True,False,False,False,False,False,False,0,False,False,True,78676,78766,321.48,325.08,50,50,21,25,2025-07-19,Horsens vs Aarhus Fremad
265,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,450034,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,CB,False,False,False,True,False,False,False,0,False,False,True,78795,78801,326.24,326.48,50,50,26,26,2025-07-19,Horsens vs Aarhus Fremad
266,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,621941,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,LCB,False,False,False,True,False,False,False,0,False,False,True,78823,78867,327.36,329.12,50,50,27,29,2025-07-19,Horsens vs Aarhus Fremad
267,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,469334,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,LW,False,False,False,False,False,True,False,0,False,False,False,79570,79571,357.24,357.28,50,50,57,57,2025-07-19,Horsens vs Aarhus Fremad
268,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,224123,3epwf56ozg73hueacwmckk0r9,S. Pingel,CF,False,False,False,False,False,False,True,1,False,False,False,79812,79815,366.92,367.04,51,51,6,7,2025-07-19,Horsens vs Aarhus Fremad
269,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,115869,8jotzm26md7pzdy2gn474chqt,P. Olsen,RCM,True,False,True,False,True,False,False,0,False,False,True,79953,79983,372.56,373.76,51,51,12,13,2025-07-19,Horsens vs Aarhus Fremad
270,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,665174,51ymbnikkta369rn3exb1g7bo,A. Moro,LCM,False,False,False,False,True,False,False,0,False,True,False,83171,83199,501.28,502.4,53,53,21,22,2025-07-19,Horsens vs Aarhus Fremad
271,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,450034,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,CB,False,False,False,True,False,False,False,0,False,False,False,83764,83780,525.0,525.64,53,53,45,45,2025-07-19,Horsens vs Aarhus Fremad
272,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,608743,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,RWB,False,False,False,True,False,False,False,0,False,False,False,83786,83791,525.88,526.08,53,53,45,46,2025-07-19,Horsens vs Aarhus Fremad
273,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,428793,9cg2dx19fx5be3zewtmx97e95,I. Milicevic,LWB,False,False,False,False,True,False,False,0,False,False,True,83912,84045,530.92,536.24,53,53,50,56,2025-07-19,Horsens vs Aarhus Fremad
274,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,608743,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,RWB,False,False,False,True,False,False,False,0,False,False,False,84067,84170,537.12,541.24,53,54,57,1,2025-07-19,Horsens vs Aarhus Fremad
275,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,428573,ca1b5707pdpx0ucug40ggnahh,F. Brandhof,RW,True,False,False,False,True,False,True,0,False,False,True,84198,84264,542.36,545.0,54,54,2,5,2025-07-19,Horsens vs Aarhus Fremad
276,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,249137,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,RCB,True,False,False,False,True,False,False,0,False,False,True,84301,84331,546.48,547.68,54,54,6,7,2025-07-19,Horsens vs Aarhus Fremad
277,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,665174,51ymbnikkta369rn3exb1g7bo,A. Moro,LCM,False,False,False,False,False,False,False,0,False,False,True,84372,84400,549.32,550.44,54,54,9,10,2025-07-19,Horsens vs Aarhus Fremad
278,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,428573,ca1b5707pdpx0ucug40ggnahh,F. Brandhof,RW,False,False,False,False,True,True,False,0,False,False,False,84420,84587,551.24,557.92,54,54,11,17,2025-07-19,Horsens vs Aarhus Fremad
279,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,2,665174,51ymbnikkta369rn3exb1g7bo,A. Moro,LCM,True,False,False,False,False,False,False,0,False,False,True,84615,84640,559.04,560.04,54,54,19,20,2025-07-19,Horsens vs Aarhus Fremad
