team,players,minutes,Distance,Running,High Speed Running,Sprinting,No. of High Intensity Runs,No. of High Intensity Runs OTIP,No. of High Intensity Runs TIP,No. of High Intensity Runs BOP,game_id,match_description,season,competition
FCK,13,1069.3666666666666,110049.06,16425.89,6243.45,2006.8600000000001,732,457,267,8,266e82bf-9316-4a89-bba9-81482f18055e,BIF - FCK : 2024-10-27,2024,Superliga
LBK,16,1084.7,113129.29999999999,16451.07,6672.1900000000005,2941.44,789,463,312,14,58c401c5-4fd2-4e7b-8c71-c25a2ca42e5f,VB - LBK : 2024-10-27,2024,Superliga
VB,16,1084.75,114294.79,16863.72,6597.18,2496.65,756,344,387,25,58c401c5-4fd2-4e7b-8c71-c25a2ca42e5f,VB - LBK : 2024-10-27,2024,Superliga
SJE,16,1146.9166666666667,120756.5,19399.489999999998,7520.49,2589.4900000000002,914,453,431,30,3fbd8303-9e12-41f0-9aa8-49aee2f5a85d,VFF - SJE : 2024-10-27,2024,Superliga
VFF,16,1146.9166666666667,124081.84,19801.07,7655.01,2200.48,859,556,277,26,3fbd8303-9e12-41f0-9aa8-49aee2f5a85d,VFF - SJE : 2024-10-27,2024,Superliga
AGF,16,1058.9166666666667,119433.07,21407.66,8697.42,2602.0299999999997,919,452,433,34,9b2477a0-a3a5-4607-bffe-450c2fa8db16,FCM - AGF : 2024-10-27,2024,Superliga
FCM,16,1058.9166666666667,115055.64,19432.01,7200.09,2678.69,814,484,308,22,9b2477a0-a3a5-4607-bffe-450c2fa8db16,FCM - AGF : 2024-10-27,2024,Superliga
FCN,15,1089.85,114202.04000000001,16937.77,6799.31,1978.99,771,488,280,3,32e7e9a1-0055-4c78-9911-497dea9853d1,RFC - FCN : 2024-10-28,2024,Superliga
RFC,16,1089.8833333333334,116088.76,16776.46,5996.06,1535.91,657,325,322,10,32e7e9a1-0055-4c78-9911-497dea9853d1,RFC - FCN : 2024-10-28,2024,Superliga
RFC,16,1056.4666666666667,111864.45999999999,16113.75,6304.16,1996.05,773,435,327,11,a375b720-fe5a-46bb-85c5-df2bb42f7b08,SJE - RFC : 2024-11-2,2024,Superliga
SJE,16,1056.4666666666667,112668.98,16899.77,6861.86,2107.52,819,444,356,19,a375b720-fe5a-46bb-85c5-df2bb42f7b08,SJE - RFC : 2024-11-2,2024,Superliga
BIF,15,1109.5,118224.63,17408.96,6087.61,2557.44,716,318,373,25,2e31fcda-1704-487a-b6e4-0f0b08e1b917,FCM - BIF : 2024-11-3,2024,Superliga
FCM,16,1109.4666666666667,116561.02,16916.55,6748.58,2381.92,776,493,272,11,2e31fcda-1704-487a-b6e4-0f0b08e1b917,FCM - BIF : 2024-11-3,2024,Superliga
FCN,15,1064.95,120766.73,18951.66,7712.94,2633.63,921,496,422,3,f5a1b4b4-0b57-42a9-b787-05e08406d1aa,FCN - VFF : 2024-11-3,2024,Superliga
VFF,16,1064.9,120410.43,20746.170000000002,7944.16,1955.47,880,550,325,5,f5a1b4b4-0b57-42a9-b787-05e08406d1aa,FCN - VFF : 2024-11-3,2024,Superliga
AGF,14,1090.45,118534.06,20466.73,8014.15,2208.2,882,392,448,42,229e4c46-81b4-44a9-8b2f-e2d96e8f3a04,AGF - LBK : 2024-11-3,2024,Superliga
LBK,16,1087.85,114438.89,19019.03,7733.91,1966.67,818,537,259,22,229e4c46-81b4-44a9-8b2f-e2d96e8f3a04,AGF - LBK : 2024-11-3,2024,Superliga
AAB,15,1079.0833333333333,113070.27,17288.09,6530.71,1843.57,749,392,335,22,577e3257-6d8f-4d0c-82df-4dd93609ee41,AAB - VB : 2024-11-3,2024,Superliga
VB,16,1079.05,112401.17,16805.559999999998,6458.86,1683.77,742,439,282,21,577e3257-6d8f-4d0c-82df-4dd93609ee41,AAB - VB : 2024-11-3,2024,Superliga
FCK,14,1151.1166666666666,120111.20999999999,17157.7,5757.969999999999,1643.5900000000001,669,300,357,12,43d83f62-f2bb-49ce-bf51-07345c64137e,FCK - SIF : 2024-11-4,2024,Superliga
SIF,16,1151.0833333333333,124831.17,18381.41,6096.81,1457.78,681,426,241,14,43d83f62-f2bb-49ce-bf51-07345c64137e,FCK - SIF : 2024-11-4,2024,Superliga
SJE,15,1096.8166666666666,115373.01000000001,18142.12,6797.13,2415.37,819,427,375,17,67178419-6128-4462-89ab-1afd36a0203a,VB - SJE : 2024-11-8,2024,Superliga
VB,16,1096.8,115620.54,17503.4,6576.95,2198.14,780,452,312,16,67178419-6128-4462-89ab-1afd36a0203a,VB - SJE : 2024-11-8,2024,Superliga
RFC,16,1035.2333333333333,114853.91,18664.82,7072.44,2154.36,788,411,369,8,6c3072ae-a96e-466a-b3e1-5aa5a475b38a,SIF - RFC : 2024-11-10,2024,Superliga
SIF,14,1035.2333333333333,119286.7,18689.54,7424.01,2334.05,839,408,422,9,6c3072ae-a96e-466a-b3e1-5aa5a475b38a,SIF - RFC : 2024-11-10,2024,Superliga
AAB,14,1082.3333333333333,118253.23,18597.31,6759.2,2246.47,768,490,258,20,ef58dedf-79ed-4727-8e66-0f5b817bff9f,LBK - AAB : 2024-11-10,2024,Superliga
LBK,16,1090.8166666666666,113803.15,18169.7,6184.11,1878.94,724,360,343,21,ef58dedf-79ed-4727-8e66-0f5b817bff9f,LBK - AAB : 2024-11-10,2024,Superliga
FCM,16,1105.45,117276.61,19084.0,7423.23,2189.0499999999997,832,541,280,11,32583a33-911b-4a88-87d6-e78adca0361c,VFF - FCM : 2024-11-10,2024,Superliga
VFF,16,1105.4333333333334,117496.15,17800.8,6313.38,2244.65,784,343,432,9,32583a33-911b-4a88-87d6-e78adca0361c,VFF - FCM : 2024-11-10,2024,Superliga
AGF,14,1049.0333333333333,116754.15,19946.09,7655.42,2132.74,844,471,351,22,3cb2c5b6-e5bd-4d51-b3b1-89048d9da308,AGF - FCK : 2024-11-10,2024,Superliga
FCK,13,1049.0333333333333,115232.9,19442.52,6971.620000000001,2006.17,772,404,347,21,3cb2c5b6-e5bd-4d51-b3b1-89048d9da308,AGF - FCK : 2024-11-10,2024,Superliga
BIF,16,1084.1833333333334,114193.39,18007.46,6781.04,1990.73,793,452,327,14,4fe5a7ee-43fc-4af9-8c54-5828a6f49dce,BIF - FCN : 2024-11-10,2024,Superliga
FCN,15,1084.1833333333334,118939.18,19184.649999999998,7367.43,2097.23,822,435,375,12,4fe5a7ee-43fc-4af9-8c54-5828a6f49dce,BIF - FCN : 2024-11-10,2024,Superliga
AGF,16,1101.4166666666667,122491.69,21654.04,7645.13,2150.2200000000003,872,493,355,24,ea278e3e-c21a-41f0-b30e-81954df3d8e9,FCN - AGF : 2024-11-22,2024,Superliga
FCN,13,1101.45,118512.99,19452.69,7194.08,2253.43,860,438,401,21,ea278e3e-c21a-41f0-b30e-81954df3d8e9,FCN - AGF : 2024-11-22,2024,Superliga
RFC,16,1044.6,110441.82,15487.24,6169.29,1763.89,665,313,338,14,2070ca99-72f7-4360-ba28-fb572ff05819,RFC - VB : 2024-11-24,2024,Superliga
VB,16,1044.6,109684.6,16360.25,6480.14,1742.54,679,376,287,16,2070ca99-72f7-4360-ba28-fb572ff05819,RFC - VB : 2024-11-24,2024,Superliga
AAB,16,1029.7,115958.41,18655.46,7355.25,2688.12,858,502,334,22,5fb9091b-ba4e-4920-a3d8-417bfabc09c1,AAB - VFF : 2024-11-24,2024,Superliga
VFF,16,1029.75,115770.26,18589.74,7348.7,2274.82,846,451,371,24,5fb9091b-ba4e-4920-a3d8-417bfabc09c1,AAB - VFF : 2024-11-24,2024,Superliga
BIF,16,1077.0,112755.81999999999,16764.12,6687.07,2077.22,771,485,282,4,c19dbe7f-80b8-4d6e-b026-e53abe3ff10a,SJE - BIF : 2024-11-24,2024,Superliga
SJE,16,1077.0,115370.37999999999,18239.66,6559.5599999999995,2226.52,812,387,410,15,c19dbe7f-80b8-4d6e-b026-e53abe3ff10a,SJE - BIF : 2024-11-24,2024,Superliga
FCK,14,1084.2166666666667,116427.86,17018.5,6427.35,2141.89,730,380,344,6,dc4e9789-8b64-493d-a1c7-af75b13de75a,FCK - LBK : 2024-11-24,2024,Superliga
LBK,16,1084.1833333333334,114968.98,16934.41,5969.47,1840.57,701,442,249,10,dc4e9789-8b64-493d-a1c7-af75b13de75a,FCK - LBK : 2024-11-24,2024,Superliga
FCM,15,1062.7666666666667,118172.59,18191.26,7271.08,1865.35,800,476,308,16,bee40c25-91cc-4bc9-a3c2-f2eca4a2042d,FCM - SIF : 2024-11-25,2024,Superliga
SIF,15,1062.7833333333333,121850.62000000001,19768.7,7129.94,1695.8799999999999,768,360,398,10,bee40c25-91cc-4bc9-a3c2-f2eca4a2042d,FCM - SIF : 2024-11-25,2024,Superliga
AAB,16,1062.7166666666667,113923.43000000001,17682.76,6831.72,2203.85,759,366,378,15,eb702284-f2e6-4767-a980-616f868602ba,BIF - AAB : 2024-11-29,2024,Superliga
BIF,14,1057.4666666666667,110684.04,15430.65,6971.58,2211.89,777,470,294,13,eb702284-f2e6-4767-a980-616f868602ba,BIF - AAB : 2024-11-29,2024,Superliga
RFC,16,1084.95,111141.59,16133.89,6182.76,1980.33,704,368,317,19,8ad6b04c-53e9-4144-9221-1c76c7e861b5,VFF - RFC : 2024-12-1,2024,Superliga
VFF,16,1084.9,111797.67,16708.78,6460.26,2053.16,747,440,296,11,8ad6b04c-53e9-4144-9221-1c76c7e861b5,VFF - RFC : 2024-12-1,2024,Superliga
LBK,16,1111.7333333333333,112725.64,16832.96,6096.48,1710.5,740,404,331,5,90cbb289-7e53-486a-99a3-882b66fa2d6d,LBK - SJE : 2024-12-1,2024,Superliga
SJE,16,1111.7166666666667,119701.76000000001,20113.88,7101.11,1962.89,824,487,320,17,90cbb289-7e53-486a-99a3-882b66fa2d6d,LBK - SJE : 2024-12-1,2024,Superliga
FCM,16,1059.1166666666666,118707.85,18743.83,7649.45,2351.81,842,451,367,24,06b08bfd-a76e-4301-89c0-314f7c7542e4,VB - FCM : 2024-12-1,2024,Superliga
VB,15,1059.1166666666666,113359.05,16940.65,6652.37,2195.1,764,396,356,12,06b08bfd-a76e-4301-89c0-314f7c7542e4,VB - FCM : 2024-12-1,2024,Superliga
AGF,14,1045.1666666666667,120809.03,20705.96,8146.16,2407.65,964,553,391,20,08b3cf9a-f148-4c81-8397-2de2e6807e01,SIF - AGF : 2024-12-1,2024,Superliga
SIF,14,1045.1333333333334,118443.15,19829.05,6925.25,2055.29,850,401,436,13,08b3cf9a-f148-4c81-8397-2de2e6807e01,SIF - AGF : 2024-12-1,2024,Superliga
FCK,16,1069.5666666666666,121690.76,20182.96,7390.67,2257.64,869,566,297,6,51883768-cfc3-4b3b-ba4d-ccde7886003a,FCK - FCN : 2024-12-2,2024,Superliga
FCN,14,1069.5166666666667,117744.56,18528.56,6830.5599999999995,2122.12,793,374,416,3,51883768-cfc3-4b3b-ba4d-ccde7886003a,FCK - FCN : 2024-12-2,2024,Superliga
BIF,15,1079.5833333333333,113059.31,17434.29,6334.83,2014.61,704,335,343,26,693b055a-61c8-478a-9dac-eedc1fb52c2d,BIF - VFF : 2025-2-14,2024,Superliga
VFF,16,1079.5666666666666,112467.01,18685.11,6903.01,1799.4,754,477,265,12,693b055a-61c8-478a-9dac-eedc1fb52c2d,BIF - VFF : 2025-2-14,2024,Superliga
SIF,15,1041.4833333333333,119960.96,18767.73,6472.24,1650.67,737,334,389,14,4c44de98-bc80-4c50-92d3-07af905f8847,SIF - VB : 2025-2-16,2024,Superliga
VB,16,1041.4333333333334,117198.8,17134.56,5894.8,1928.4299999999998,756,399,333,24,4c44de98-bc80-4c50-92d3-07af905f8847,SIF - VB : 2025-2-16,2024,Superliga
AGF,16,1040.0833333333333,114292.22,18794.39,6979.8,1853.52,780,488,271,21,d745ee78-70e2-4f17-b063-5218884c2ed6,SJE - AGF : 2025-2-16,2024,Superliga
SJE,16,1070.0833333333333,111208.67,18107.95,6006.92,1891.67,704,302,393,9,d745ee78-70e2-4f17-b063-5218884c2ed6,SJE - AGF : 2025-2-16,2024,Superliga
FCM,16,1079.0666666666666,116692.28,18942.75,7517.69,2356.68,821,472,330,19,a1ee8d07-2cb0-4906-a830-40f0f32bef89,FCM - LBK : 2025-2-16,2024,Superliga
LBK,16,1079.0666666666666,116371.44,18714.58,7476.06,2392.96,831,444,367,20,a1ee8d07-2cb0-4906-a830-40f0f32bef89,FCM - LBK : 2025-2-16,2024,Superliga
FCK,15,1100.1166666666666,120380.11,19123.11,6749.15,1760.64,728,416,310,2,8af1e7f7-b544-4e88-b235-e90884d8b588,RFC - FCK : 2025-2-17,2024,Superliga
RFC,16,1100.1,117335.18,17910.55,5822.53,1914.31,675,380,290,5,8af1e7f7-b544-4e88-b235-e90884d8b588,RFC - FCK : 2025-2-17,2024,Superliga
LBK,15,1034.7,111184.56,18421.17,6789.41,1533.15,738,366,354,18,774c8874-a8f9-46ef-bc2c-2738ce81a5b1,LBK - RFC : 2025-2-21,2024,Superliga
RFC,16,1034.7166666666667,109653.82,17109.12,6209.06,1305.91,696,398,281,17,774c8874-a8f9-46ef-bc2c-2738ce81a5b1,LBK - RFC : 2025-2-21,2024,Superliga
FCN,16,1089.1666666666667,118173.17,21389.95,7809.4,2219.65,860,447,379,34,21cc1b20-ac71-47fd-88a1-f5d018b6c7ca,FCN - SJE : 2025-2-23,2024,Superliga
SJE,16,1089.1833333333334,117810.19,20653.24,8300.16,2275.0299999999997,943,511,392,40,21cc1b20-ac71-47fd-88a1-f5d018b6c7ca,FCN - SJE : 2025-2-23,2024,Superliga
AAB,16,1056.8666666666666,116837.69,19304.19,7889.11,2564.13,881,550,313,18,f5440429-e8eb-452e-b4ff-72e05f2e0017,AGF - AAB : 2025-2-23,2024,Superliga
AGF,16,1056.9,119532.64,18833.28,7828.83,3162.63,931,401,502,28,f5440429-e8eb-452e-b4ff-72e05f2e0017,AGF - AAB : 2025-2-23,2024,Superliga
BIF,14,1074.2833333333333,109062.7,15156.79,5687.17,2124.43,723,390,324,9,3bf347f4-0879-4e55-b571-244c57fa4dbf,VB - BIF : 2025-2-23,2024,Superliga
VB,15,1074.2666666666667,111913.96,16402.26,5845.13,2275.52,728,391,325,12,3bf347f4-0879-4e55-b571-244c57fa4dbf,VB - BIF : 2025-2-23,2024,Superliga
FCK,15,1098.65,117804.04,19184.989999999998,6871.71,2074.55,785,407,366,12,d4a527ea-f724-4463-8a0f-95592e75d0b7,FCK - FCM : 2025-2-23,2024,Superliga
FCM,16,1098.6666666666667,115751.84,19116.42,7394.53,1796.18,777,431,336,10,d4a527ea-f724-4463-8a0f-95592e75d0b7,FCK - FCM : 2025-2-23,2024,Superliga
SIF,16,1069.15,118477.61,18092.5,6665.93,1409.28,711,329,369,13,d2759df6-cea3-4137-9b06-154c1b7eec7b,VFF - SIF : 2025-2-24,2024,Superliga
VFF,15,1069.15,114993.31,18704.76,7097.45,1549.33,791,504,277,10,d2759df6-cea3-4137-9b06-154c1b7eec7b,VFF - SIF : 2025-2-24,2024,Superliga
AAB,16,1068.4666666666667,119058.85,20644.87,8299.17,2079.26,907,499,395,13,4c7516cc-c662-48c1-836f-f14dbc5784d4,AAB - FCN : 2025-2-26,2024,Superliga
FCN,15,1068.4666666666667,118939.35,19476.01,7369.11,2130.16,854,456,389,9,4c7516cc-c662-48c1-836f-f14dbc5784d4,AAB - FCN : 2025-2-26,2024,Superliga
AGF,16,1094.1,110328.23999999999,17552.59,7154.1,2278.49,814,560,227,27,404ca4bd-8eb9-4b66-b323-ae3901bd5e75,RFC - AGF : 2025-2-28,2024,Superliga
RFC,14,1094.1166666666666,103831.78,14480.789999999999,5501.74,1741.0700000000002,639,197,423,19,404ca4bd-8eb9-4b66-b323-ae3901bd5e75,RFC - AGF : 2025-2-28,2024,Superliga
VB,15,1067.6666666666667,113974.82,17133.42,6955.45,1833.27,747,437,299,11,92c08c6d-d8da-4bb5-9d09-9969d75735f7,VFF - VB : 2025-3-2,2024,Superliga
VFF,16,1067.65,116713.28,18429.920000000002,6580.3099999999995,1924.89,782,407,370,5,92c08c6d-d8da-4bb5-9d09-9969d75735f7,VFF - VB : 2025-3-2,2024,Superliga
SIF,16,1086.8,117292.70999999999,18457.44,6683.13,1940.3600000000001,785,353,408,24,b79069ef-3316-40a0-9f7d-af42b92f280f,SJE - SIF : 2025-3-2,2024,Superliga
SJE,16,1086.8,116641.84,19936.47,8000.32,2117.68,908,547,333,28,b79069ef-3316-40a0-9f7d-af42b92f280f,SJE - SIF : 2025-3-2,2024,Superliga
FCM,16,1090.9333333333334,118608.37,18691.53,7630.62,2421.12,833,489,321,23,36535a74-0523-4449-9fd9-ca7be91c469c,FCM - FCN : 2025-3-2,2024,Superliga
FCN,13,1090.9833333333333,119528.86,19282.12,6812.47,2513.95,758,379,363,16,36535a74-0523-4449-9fd9-ca7be91c469c,FCM - FCN : 2025-3-2,2024,Superliga
AAB,15,1057.2333333333333,121902.25,19659.38,7173.17,2057.16,829,486,320,23,6335a757-b0e6-480b-a1bd-5038c25d96d1,AAB - FCK : 2025-3-2,2024,Superliga
FCK,14,1057.2666666666667,120658.83,19300.21,7406.57,2258.44,829,442,362,25,6335a757-b0e6-480b-a1bd-5038c25d96d1,AAB - FCK : 2025-3-2,2024,Superliga
BIF,15,1114.4333333333334,114937.56,16616.15,6061.33,1973.0900000000001,755,321,409,25,327dfa7f-fb6b-4ff7-99af-e4b1acde2103,BIF - LBK : 2025-3-3,2024,Superliga
LBK,16,1114.45,119530.44,17820.63,6847.16,2154.69,810,495,290,25,327dfa7f-fb6b-4ff7-99af-e4b1acde2103,BIF - LBK : 2025-3-3,2024,Superliga
FCN,16,1068.5666666666666,121964.70999999999,20095.29,6877.29,2238.63,851,438,386,27,65cffd1e-1de9-423d-b526-9871aafd1423,FCN - VB : 2025-3-7,2024,Superliga
VB,16,1068.5666666666666,117190.83,18255.77,6147.280000000001,1573.1599999999999,699,400,277,22,65cffd1e-1de9-423d-b526-9871aafd1423,FCN - VB : 2025-3-7,2024,Superliga
AAB,16,1121.7333333333333,120219.82,20228.65,7889.33,2590.44,825,455,341,29,5781d263-c0df-4fa3-a3d3-9473abc87d6b,AAB - FCM : 2025-3-9,2024,Superliga
FCM,16,1121.7333333333333,119363.22,19812.31,8289.91,2797.25,921,492,399,30,5781d263-c0df-4fa3-a3d3-9473abc87d6b,AAB - FCM : 2025-3-9,2024,Superliga
LBK,15,1099.4,117014.03,17915.39,6657.51,1893.22,748,378,358,12,6ca271bf-d385-47a4-bc99-7b01f1f6d376,SIF - LBK : 2025-3-9,2024,Superliga
SIF,15,1099.3833333333334,117598.2,19032.34,6958.51,1751.52,782,425,341,16,6ca271bf-d385-47a4-bc99-7b01f1f6d376,SIF - LBK : 2025-3-9,2024,Superliga
AGF,16,1111.1833333333334,122369.29,20156.44,7430.04,2837.97,898,484,395,19,e370f7f7-8212-4c78-abf5-727ae58ae476,AGF - VFF : 2025-3-9,2024,Superliga
VFF,16,1089.1833333333334,115184.84,17884.94,6527.39,2144.18,758,425,313,20,e370f7f7-8212-4c78-abf5-727ae58ae476,AGF - VFF : 2025-3-9,2024,Superliga
FCK,16,1140.15,122695.04000000001,18896.170000000002,6051.0,1885.42,753,348,387,18,33794124-2f15-4430-b5b8-9f3d828cc198,FCK - SJE : 2025-3-9,2024,Superliga
SJE,16,1140.15,124005.35,19783.96,6272.8,1753.5900000000001,719,470,221,28,33794124-2f15-4430-b5b8-9f3d828cc198,FCK - SJE : 2025-3-9,2024,Superliga
BIF,16,1104.3166666666666,109885.73,14962.01,5229.33,1797.42,621,346,269,6,a689ffbb-2d25-4133-b25e-b178210ea2e4,RFC - BIF : 2025-3-10,2024,Superliga
RFC,15,1104.3333333333333,113573.56999999999,15559.59,5692.13,1655.61,653,364,268,21,a689ffbb-2d25-4133-b25e-b178210ea2e4,RFC - BIF : 2025-3-10,2024,Superliga
BIF,16,1089.1,118855.36,18648.22,6843.52,2089.18,810,476,306,28,1a882092-cfe5-4e21-b599-ff0eba5d43c6,BIF - SIF : 2025-3-16,2024,Superliga
SIF,16,1089.1333333333334,122636.99,19938.63,7197.81,1944.49,810,414,364,32,1a882092-cfe5-4e21-b599-ff0eba5d43c6,BIF - SIF : 2025-3-16,2024,Superliga
FCM,16,1051.0333333333333,117103.15,18147.29,7550.94,2614.62,874,527,333,14,7f71f661-1177-4524-8a9e-14d9c70c77f1,FCM - RFC : 2025-3-16,2024,Superliga
RFC,16,1051.05,111825.91,16720.7,5559.98,1931.81,681,368,301,12,7f71f661-1177-4524-8a9e-14d9c70c77f1,FCM - RFC : 2025-3-16,2024,Superliga
AAB,16,1091.3,115064.87,16832.73,5753.35,1713.83,675,331,321,23,9b02805c-d9ef-46ab-bb79-768d019d45e6,SJE - AAB : 2025-3-16,2024,Superliga
SJE,16,1000.6166666666667,102970.65,14949.29,4835.56,1212.92,554,328,218,8,9b02805c-d9ef-46ab-bb79-768d019d45e6,SJE - AAB : 2025-3-16,2024,Superliga
AGF,16,1102.35,117103.64,19848.75,7916.36,2648.35,892,463,400,29,d434bb9f-3d77-4d17-9472-42de6c475e7d,VB - AGF : 2025-3-16,2024,Superliga
VB,15,1102.35,111670.52,16783.49,6228.04,2371.39,756,403,331,22,d434bb9f-3d77-4d17-9472-42de6c475e7d,VB - AGF : 2025-3-16,2024,Superliga
FCK,16,1115.0,118211.69,19204.170000000002,7316.04,2015.3000000000002,795,450,325,20,f4f1a34a-0005-49b7-a76b-1020d300f6ce,VFF - FCK : 2025-3-16,2024,Superliga
VFF,16,1114.9833333333333,118408.26,18884.26,6993.7,1844.01,750,394,329,27,f4f1a34a-0005-49b7-a76b-1020d300f6ce,VFF - FCK : 2025-3-16,2024,Superliga
FCN,15,1073.9666666666667,115951.79,17193.36,5869.77,1932.0,707,325,376,6,fbff9d99-cbc7-4106-afba-10288c5579b5,LBK - FCN : 2025-3-16,2024,Superliga
LBK,13,1073.9666666666667,117844.83,16865.36,6443.46,1934.6,731,434,283,14,fbff9d99-cbc7-4106-afba-10288c5579b5,LBK - FCN : 2025-3-16,2024,Superliga
AAB,16,1102.2,121968.64,20595.16,7765.93,2427.92,895,504,376,15,ad66db7c-bff5-45c0-a76e-ac31c8954ad7,AAB - VFF : 2025-3-28,2024,Superliga
VFF,16,1102.2,121990.45,20074.67,7549.45,1842.46,823,438,375,10,ad66db7c-bff5-45c0-a76e-ac31c8954ad7,AAB - VFF : 2025-3-28,2024,Superliga
LBK,15,1122.55,116917.01,17120.14,6354.5199999999995,1875.55,726,358,348,20,1c7fa179-f823-4dfa-a273-503410be55f3,LBK - VB : 2025-3-30,2024,Superliga
VB,15,1122.55,112943.18,15144.83,5664.15,1849.88,643,372,252,19,1c7fa179-f823-4dfa-a273-503410be55f3,LBK - VB : 2025-3-30,2024,Superliga
SIF,15,1044.9666666666667,110205.14,16245.9,5573.17,1382.26,584,268,311,5,d694fd9a-e1f8-4499-8dc1-00ec78cd50a3,SJE - SIF : 2025-3-30,2024,Superliga
SJE,16,1044.9666666666667,114716.2,17502.15,6232.37,1631.1699999999998,698,398,274,26,d694fd9a-e1f8-4499-8dc1-00ec78cd50a3,SJE - SIF : 2025-3-30,2024,Superliga
AGF,16,1068.4333333333334,120543.16,19201.76,6971.9,1974.68,780,367,401,12,f4b6372b-50a5-41ab-8b4b-4a9b2fd8fd04,AGF - FCN : 2025-3-30,2024,Superliga
FCN,16,1066.0333333333333,117919.87,19539.35,7444.33,1909.92,827,486,336,5,f4b6372b-50a5-41ab-8b4b-4a9b2fd8fd04,AGF - FCN : 2025-3-30,2024,Superliga
BIF,16,1046.9333333333334,112958.94,18155.86,6457.83,2101.54,749,398,342,9,340fd789-841c-47db-9cc6-eaeef67d099e,FCM - BIF : 2025-3-30,2024,Superliga
FCM,16,1046.9333333333334,112678.6,18346.54,7539.54,2129.46,829,454,361,14,340fd789-841c-47db-9cc6-eaeef67d099e,FCM - BIF : 2025-3-30,2024,Superliga
FCK,15,1090.25,122745.11,20119.01,7356.24,1796.8,807,390,410,7,11551ffe-ecea-4166-ac20-a8f8c6981caa,FCK - RFC : 2025-3-31,2024,Superliga
RFC,16,1090.2,117772.22,18241.66,6417.25,1393.39,694,425,263,6,11551ffe-ecea-4166-ac20-a8f8c6981caa,FCK - RFC : 2025-3-31,2024,Superliga
FCM,16,1180.0666666666666,114851.56,18146.52,8211.41,2858.0299999999997,941,545,379,17,2d0c1d07-4842-4c66-a32e-4d0751951883,RFC - FCM : 2025-4-4,2024,Superliga
RFC,16,1180.0666666666666,114266.22,17322.17,7130.89,2584.38,812,393,407,12,2d0c1d07-4842-4c66-a32e-4d0751951883,RFC - FCM : 2025-4-4,2024,Superliga
LBK,15,1091.3666666666666,119599.47,18388.48,7499.42,2434.05,848,516,327,5,5cb9af1e-51bd-42ba-a29d-e993427588c3,SIF - LBK : 2025-4-6,2024,Superliga
SIF,15,1091.3833333333334,120880.22,19375.69,6329.53,1996.8600000000001,759,351,402,6,5cb9af1e-51bd-42ba-a29d-e993427588c3,SIF - LBK : 2025-4-6,2024,Superliga
SJE,16,1078.85,113788.86,18278.06,7563.78,2414.69,883,467,390,26,64fcae96-c75b-403d-9668-4044ce7d81eb,VFF - SJE : 2025-4-6,2024,Superliga
VFF,16,1078.8333333333333,112022.87,17804.93,7093.93,2315.89,866,489,361,16,64fcae96-c75b-403d-9668-4044ce7d81eb,VFF - SJE : 2025-4-6,2024,Superliga
AAB,15,1061.6833333333334,114585.36,17555.2,6139.15,2135.59,732,363,345,24,836d13fc-ee3d-4d8f-b2f7-65407d05ffe5,VB - AAB : 2025-4-6,2024,Superliga
VB,16,1061.6333333333334,110410.38,14622.119999999999,5936.34,2038.2,700,393,291,16,836d13fc-ee3d-4d8f-b2f7-65407d05ffe5,VB - AAB : 2025-4-6,2024,Superliga
FCK,16,1090.2,120384.1,20562.42,8615.93,2311.25,896,519,367,10,8364dbfc-f639-4c5d-ac38-d13aad19de1b,FCN - FCK : 2025-4-6,2024,Superliga
FCN,14,1090.2333333333333,118477.04000000001,21262.77,7890.29,2120.98,889,446,429,14,8364dbfc-f639-4c5d-ac38-d13aad19de1b,FCN - FCK : 2025-4-6,2024,Superliga
AGF,16,1070.6166666666666,120297.77,20270.09,7699.67,2521.52,883,460,398,25,7befb749-fb06-4abd-b472-05b066c3d3fa,BIF - AGF : 2025-4-7,2024,Superliga
BIF,14,1070.65,116413.6,17885.11,6853.08,2405.13,801,448,309,44,7befb749-fb06-4abd-b472-05b066c3d3fa,BIF - AGF : 2025-4-7,2024,Superliga
AAB,15,1046.6333333333334,119276.27,17855.5,6371.1,2304.41,767,431,312,24,62d55011-c4c3-48e6-a7ad-847c5bef111f,AAB - LBK : 2025-4-11,2024,Superliga
LBK,15,1046.6,115798.23000000001,17346.010000000002,6959.78,2229.08,788,424,350,14,62d55011-c4c3-48e6-a7ad-847c5bef111f,AAB - LBK : 2025-4-11,2024,Superliga
SIF,14,1042.0333333333333,116309.06,17770.15,5998.73,1858.13,688,345,338,5,0d199d11-9b33-4077-bab5-54255d3097c6,VFF - SIF : 2025-4-13,2024,Superliga
VFF,16,1041.9833333333333,115623.5,17745.39,6245.8,1955.48,747,455,287,5,0d199d11-9b33-4077-bab5-54255d3097c6,VFF - SIF : 2025-4-13,2024,Superliga
BIF,15,1175.45,115684.75,15572.369999999999,5620.05,1559.94,612,374,219,19,6ed26467-8219-4ece-8941-2daa45dbfb48,FCK - BIF : 2025-4-13,2024,Superliga
FCK,16,1175.4,121606.39,17520.94,6312.36,1563.87,726,336,375,15,6ed26467-8219-4ece-8941-2daa45dbfb48,FCK - BIF : 2025-4-13,2024,Superliga
AGF,16,1077.2,115738.29000000001,19070.33,7175.5,2652.78,904,431,451,22,1187806b-7407-46c5-951b-ace74b0eb86f,AGF - FCM : 2025-4-13,2024,Superliga
